

Time (sec), Load (N), Stress (KPa), Strain (mm), Position (mm), Cycle
79.700, 1.25, 3, , 3.302, 1
79.720, 1.24, 3, , 3.302, 1
79.740, 1.24, 3, , 3.302, 1
79.760, 1.25, 3, , 3.302, 1
79.780, 1.22, 3, , 3.302, 1
79.800, 1.22, 3, , 3.302, 1
79.820, 1.23, 3, , 3.302, 1
79.840, 1.20, 3, , 3.302, 1
79.860, 1.22, 3, , 3.302, 1
79.880, 1.31, 3, , 3.302, 1
79.900, 1.20, 3, , 3.302, 1
79.920, 1.27, 3, , 3.302, 1
79.940, 1.21, 3, , 3.302, 1
79.960, 1.21, 3, , 3.302, 1
79.980, 1.21, 3, , 3.302, 1
80.000, 1.23, 3, , 3.302, 1
80.020, 1.22, 3, , 3.302, 1
80.040, 1.22, 3, , 3.302, 1
80.060, 1.26, 3, , 3.302, 1
80.080, 1.17, 3, , 3.302, 1
80.100, 1.29, 3, , 3.302, 1
80.120, 1.24, 3, , 3.302, 1
80.140, 1.20, 3, , 3.302, 1
80.160, 1.31, 3, , 3.302, 1
80.180, 1.17, 3, , 3.302, 1
80.200, 1.27, 3, , 3.302, 1
80.220, 1.21, 3, , 3.302, 1
80.240, 1.18, 3, , 3.302, 1
80.260, 1.25, 3, , 3.302, 1
80.280, 1.19, 3, , 3.302, 1
80.300, 1.23, 3, , 3.302, 1
80.320, 1.19, 3, , 3.302, 1
80.340, 1.23, 3, , 3.302, 1
80.360, 1.22, 3, , 3.302, 1
80.380, 1.24, 3, , 3.302, 1
80.400, 1.26, 3, , 3.302, 1
80.420, 1.20, 3, , 3.302, 1
80.440, 1.27, 3, , 3.302, 1
80.460, 1.19, 3, , 3.302, 1
80.480, 1.25, 3, , 3.302, 1
80.500, 1.24, 3, , 3.302, 1
80.520, 1.21, 3, , 3.302, 1
80.540, 1.26, 3, , 3.302, 1
80.560, 1.21, 3, , 3.302, 1
80.580, 1.26, 3, , 3.302, 1
80.600, 1.21, 3, , 3.302, 1
80.620, 1.22, 3, , 3.302, 1
80.640, 1.24, 3, , 3.302, 1
80.660, 1.22, 3, , 3.302, 1
80.680, 1.25, 3, , 3.302, 1
80.700, 1.22, 3, , 3.302, 1
80.720, 1.25, 3, , 3.302, 1
80.740, 1.25, 3, , 3.302, 1
80.760, 1.24, 3, , 3.302, 1
80.780, 1.27, 3, , 3.302, 1
80.800, 1.21, 3, , 3.302, 1
80.820, 1.23, 3, , 3.302, 1
80.840, 1.23, 3, , 3.302, 1
80.860, 1.24, 3, , 3.302, 1
80.880, 1.23, 3, , 3.302, 1
80.900, 1.24, 3, , 3.302, 1
80.920, 1.23, 3, , 3.302, 1
80.940, 1.21, 3, , 3.302, 1
80.960, 1.24, 3, , 3.302, 1
80.980, 1.23, 3, , 3.302, 1
81.000, 1.23, 3, , 3.302, 1
81.020, 1.22, 3, , 3.302, 1
81.040, 1.22, 3, , 3.302, 1
81.060, 1.24, 3, , 3.302, 1
81.080, 1.23, 3, , 3.302, 1
81.100, 1.24, 3, , 3.302, 1
81.120, 1.23, 3, , 3.302, 1
81.140, 1.21, 3, , 3.302, 1
81.160, 1.25, 3, , 3.302, 1
81.180, 1.20, 3, , 3.302, 1
81.200, 1.23, 3, , 3.302, 1
81.220, 1.23, 3, , 3.302, 1
81.240, 1.22, 3, , 3.302, 1
81.260, 1.23, 3, , 3.302, 1
81.280, 1.22, 3, , 3.302, 1
81.300, 1.22, 3, , 3.302, 1
81.320, 1.22, 3, , 3.302, 1
81.340, 1.21, 3, , 3.302, 1
81.360, 1.21, 3, , 3.302, 1
81.380, 1.23, 3, , 3.302, 1
81.400, 1.22, 3, , 3.302, 1
81.420, 1.23, 3, , 3.302, 1
81.440, 1.20, 3, , 3.302, 1
81.460, 1.21, 3, , 3.302, 1
81.480, 1.23, 3, , 3.302, 1
81.500, 1.24, 3, , 3.302, 1
81.520, 1.23, 3, , 3.302, 1
81.540, 1.22, 3, , 3.302, 1
81.560, 1.21, 3, , 3.302, 1
81.580, 1.23, 3, , 3.302, 1
81.600, 1.21, 3, , 3.302, 1
81.620, 1.22, 3, , 3.302, 1
81.640, 1.20, 3, , 3.302, 1
81.660, 1.20, 3, , 3.302, 1
81.680, 1.21, 3, , 3.302, 1
81.700, 1.20, 3, , 3.302, 1
81.720, 1.20, 3, , 3.302, 1
81.740, 1.20, 3, , 3.302, 1
81.760, 1.17, 3, , 3.302, 1
81.780, 1.19, 3, , 3.302, 1
81.800, 1.21, 3, , 3.302, 1
81.820, 1.19, 3, , 3.302, 1
81.840, 1.20, 3, , 3.302, 1
81.860, 1.21, 3, , 3.302, 1
81.880, 1.23, 3, , 3.302, 1
81.900, 1.19, 3, , 3.302, 1
81.920, 1.23, 3, , 3.302, 1
81.940, 1.20, 3, , 3.302, 1
81.960, 1.20, 3, , 3.302, 1
81.980, 1.20, 3, , 3.302, 1
82.000, 1.22, 3, , 3.302, 1
82.020, 1.21, 3, , 3.302, 1
82.040, 1.20, 3, , 3.302, 1
82.060, 1.19, 3, , 3.302, 1
82.080, 1.22, 3, , 3.302, 1
82.100, 1.21, 3, , 3.302, 1
82.120, 1.22, 3, , 3.302, 1
82.140, 1.21, 3, , 3.302, 1
82.160, 1.20, 3, , 3.302, 1
82.180, 1.21, 3, , 3.302, 1
82.200, 1.24, 3, , 3.302, 1
82.220, 1.21, 3, , 3.302, 1
82.240, 1.24, 3, , 3.302, 1
82.260, 1.22, 3, , 3.302, 1
82.280, 1.21, 3, , 3.302, 1
82.300, 1.18, 3, , 3.302, 1
82.320, 1.19, 3, , 3.302, 1
82.340, 1.21, 3, , 3.302, 1
82.360, 1.20, 3, , 3.302, 1
82.380, 1.19, 3, , 3.302, 1
82.400, 1.21, 3, , 3.302, 1
82.420, 1.21, 3, , 3.302, 1
82.440, 1.20, 3, , 3.302, 1
82.460, 1.21, 3, , 3.302, 1
82.480, 1.22, 3, , 3.302, 1
82.500, 1.21, 3, , 3.302, 1
82.520, 1.20, 3, , 3.302, 1
82.540, 1.21, 3, , 3.302, 1
82.560, 1.19, 3, , 3.302, 1
82.580, 1.22, 3, , 3.302, 1
82.600, 1.17, 3, , 3.302, 1
82.620, 1.19, 3, , 3.302, 1
82.640, 1.20, 3, , 3.302, 1
82.660, 1.21, 3, , 3.302, 1
82.680, 1.22, 3, , 3.302, 1
82.700, 1.23, 3, , 3.302, 1
82.720, 1.22, 3, , 3.302, 1
82.740, 1.20, 3, , 3.302, 1
82.760, 1.21, 3, , 3.302, 1
82.780, 1.19, 3, , 3.302, 1
82.800, 1.22, 3, , 3.302, 1
82.820, 1.21, 3, , 3.302, 1
82.840, 1.21, 3, , 3.302, 1
82.860, 1.21, 3, , 3.302, 1
82.880, 1.21, 3, , 3.302, 1
82.900, 1.20, 3, , 3.302, 1
82.920, 1.21, 3, , 3.302, 1
82.940, 1.19, 3, , 3.302, 1
82.960, 1.21, 3, , 3.302, 1
82.980, 1.19, 3, , 3.302, 1
83.000, 1.22, 3, , 3.302, 1
83.020, 1.20, 3, , 3.302, 1
83.040, 1.20, 3, , 3.302, 1
83.060, 1.20, 3, , 3.302, 1
83.080, 1.21, 3, , 3.302, 1
83.100, 1.21, 3, , 3.302, 1
83.120, 1.21, 3, , 3.302, 1
83.140, 1.21, 3, , 3.302, 1
83.160, 1.19, 3, , 3.302, 1
83.180, 1.19, 3, , 3.302, 1
83.200, 1.19, 3, , 3.302, 1
83.220, 1.20, 3, , 3.302, 1
83.240, 1.20, 3, , 3.302, 1
83.260, 1.20, 3, , 3.302, 1
83.280, 1.19, 3, , 3.302, 1
83.300, 1.20, 3, , 3.302, 1
83.320, 1.19, 3, , 3.302, 1
83.340, 1.19, 3, , 3.302, 1
83.360, 1.18, 3, , 3.302, 1
83.380, 1.18, 3, , 3.302, 1
83.400, 1.20, 3, , 3.302, 1
83.420, 1.20, 3, , 3.302, 1
83.440, 1.19, 3, , 3.302, 1
83.460, 1.21, 3, , 3.302, 1
83.480, 1.18, 3, , 3.302, 1
83.500, 1.20, 3, , 3.302, 1
83.520, 1.20, 3, , 3.302, 1
83.540, 1.18, 3, , 3.302, 1
83.560, 1.19, 3, , 3.302, 1
83.580, 1.20, 3, , 3.302, 1
83.600, 1.18, 3, , 3.302, 1
83.620, 1.20, 3, , 3.302, 1
83.640, 1.20, 3, , 3.302, 1
83.660, 1.20, 3, , 3.302, 1
83.680, 1.19, 3, , 3.302, 1
83.700, 1.19, 3, , 3.302, 1
83.720, 1.20, 3, , 3.302, 1
83.740, 1.21, 3, , 3.302, 1
83.760, 1.20, 3, , 3.302, 1
83.780, 1.18, 3, , 3.302, 1
83.800, 1.19, 3, , 3.302, 1
83.820, 1.18, 3, , 3.302, 1
83.840, 1.20, 3, , 3.302, 1
83.860, 1.19, 3, , 3.302, 1
83.880, 1.22, 3, , 3.302, 1
83.900, 1.21, 3, , 3.302, 1
83.920, 1.19, 3, , 3.302, 1
83.940, 1.19, 3, , 3.302, 1
83.960, 1.18, 3, , 3.302, 1
83.980, 1.20, 3, , 3.302, 1
84.000, 1.20, 3, , 3.302, 1
84.020, 1.19, 3, , 3.302, 1
84.040, 1.17, 3, , 3.302, 1
84.060, 1.19, 3, , 3.302, 1
84.080, 1.19, 3, , 3.302, 1
84.100, 1.18, 3, , 3.302, 1
84.120, 1.18, 3, , 3.302, 1
84.140, 1.20, 3, , 3.302, 1
84.160, 1.20, 3, , 3.302, 1
84.180, 1.18, 3, , 3.302, 1
84.200, 1.20, 3, , 3.302, 1
84.220, 1.20, 3, , 3.302, 1
84.240, 1.19, 3, , 3.302, 1
84.260, 1.21, 3, , 3.302, 1
84.280, 1.17, 3, , 3.302, 1
84.300, 1.19, 3, , 3.302, 1
84.320, 1.19, 3, , 3.302, 1
84.340, 1.17, 3, , 3.302, 1
84.360, 1.19, 3, , 3.302, 1
84.380, 1.20, 3, , 3.302, 1
84.400, 1.19, 3, , 3.302, 1
84.420, 1.20, 3, , 3.302, 1
84.440, 1.19, 3, , 3.302, 1
84.460, 1.20, 3, , 3.302, 1
84.480, 1.20, 3, , 3.302, 1
84.500, 1.18, 3, , 3.302, 1
84.520, 1.17, 3, , 3.302, 1
84.540, 1.20, 3, , 3.302, 1
84.560, 1.18, 3, , 3.302, 1
84.580, 1.19, 3, , 3.302, 1
84.600, 1.20, 3, , 3.302, 1
84.620, 1.19, 3, , 3.302, 1
84.640, 1.19, 3, , 3.302, 1
84.660, 1.18, 3, , 3.302, 1
84.680, 1.19, 3, , 3.302, 1
84.700, 1.20, 3, , 3.302, 1
84.720, 1.20, 3, , 3.302, 1
84.740, 1.17, 3, , 3.302, 1
84.760, 1.18, 3, , 3.302, 1
84.780, 1.18, 3, , 3.302, 1
84.800, 1.17, 3, , 3.302, 1
84.820, 1.19, 3, , 3.302, 1
84.840, 1.19, 3, , 3.302, 1
84.860, 1.20, 3, , 3.302, 1
84.880, 1.18, 3, , 3.302, 1
84.900, 1.17, 3, , 3.302, 1
84.920, 1.18, 3, , 3.302, 1
84.940, 1.19, 3, , 3.302, 1
84.960, 1.17, 3, , 3.302, 1
84.980, 1.18, 3, , 3.302, 1
85.000, 1.18, 3, , 3.302, 1
85.020, 1.19, 3, , 3.302, 1
85.040, 1.18, 3, , 3.302, 1
85.060, 1.20, 3, , 3.302, 1
85.080, 1.17, 3, , 3.302, 1
85.100, 1.19, 3, , 3.302, 1
85.120, 1.18, 3, , 3.302, 1
85.140, 1.19, 3, , 3.302, 1
85.160, 1.18, 3, , 3.302, 1
85.180, 1.19, 3, , 3.302, 1
85.200, 1.16, 3, , 3.302, 1
85.220, 1.18, 3, , 3.302, 1
85.240, 1.17, 3, , 3.302, 1
85.260, 1.21, 3, , 3.302, 1
85.280, 1.19, 3, , 3.302, 1
85.300, 1.17, 3, , 3.302, 1
85.320, 1.16, 3, , 3.302, 1
85.340, 1.19, 3, , 3.302, 1
85.360, 1.18, 3, , 3.302, 1
85.380, 1.18, 3, , 3.302, 1
85.400, 1.16, 3, , 3.302, 1
85.420, 1.17, 3, , 3.302, 1
85.440, 1.18, 3, , 3.302, 1
85.460, 1.18, 3, , 3.302, 1
85.480, 1.19, 3, , 3.302, 1
85.500, 1.18, 3, , 3.302, 1
85.520, 1.18, 3, , 3.302, 1
85.540, 1.17, 3, , 3.302, 1
85.560, 1.18, 3, , 3.302, 1
85.580, 1.17, 3, , 3.302, 1
85.600, 1.18, 3, , 3.302, 1
85.620, 1.17, 3, , 3.302, 1
85.640, 1.18, 3, , 3.302, 1
85.660, 1.18, 3, , 3.302, 1
85.680, 1.19, 3, , 3.302, 1
85.700, 1.16, 3, , 3.302, 1
85.720, 1.18, 3, , 3.302, 1
85.740, 1.17, 3, , 3.302, 1
85.760, 1.19, 3, , 3.302, 1
85.780, 1.19, 3, , 3.302, 1
85.800, 1.17, 3, , 3.302, 1
85.820, 1.18, 3, , 3.302, 1
85.840, 1.17, 3, , 3.302, 1
85.860, 1.18, 3, , 3.302, 1
85.880, 1.19, 3, , 3.302, 1
85.900, 1.17, 3, , 3.302, 1
85.920, 1.18, 3, , 3.302, 1
85.940, 1.19, 3, , 3.302, 1
85.960, 1.19, 3, , 3.302, 1
85.980, 1.18, 3, , 3.302, 1
86.000, 1.18, 3, , 3.302, 1
86.020, 1.17, 3, , 3.302, 1
86.040, 1.18, 3, , 3.302, 1
86.060, 1.18, 3, , 3.302, 1
86.080, 1.17, 3, , 3.302, 1
86.100, 1.19, 3, , 3.302, 1
86.120, 1.17, 3, , 3.302, 1
86.140, 1.18, 3, , 3.302, 1
86.160, 1.17, 3, , 3.302, 1
86.180, 1.18, 3, , 3.302, 1
86.200, 1.17, 3, , 3.302, 1
86.220, 1.18, 3, , 3.302, 1
86.240, 1.19, 3, , 3.302, 1
86.260, 1.19, 3, , 3.302, 1
86.280, 1.19, 3, , 3.302, 1
86.300, 1.17, 3, , 3.302, 1
86.320, 1.19, 3, , 3.302, 1
86.340, 1.17, 3, , 3.302, 1
86.360, 1.18, 3, , 3.302, 1
86.380, 1.17, 3, , 3.302, 1
86.400, 1.19, 3, , 3.302, 1
86.420, 1.16, 3, , 3.302, 1
86.440, 1.19, 3, , 3.302, 1
86.460, 1.17, 3, , 3.302, 1
86.480, 1.19, 3, , 3.302, 1
86.500, 1.18, 3, , 3.302, 1
86.520, 1.18, 3, , 3.302, 1
86.540, 1.19, 3, , 3.302, 1
86.560, 1.17, 3, , 3.302, 1
86.580, 1.19, 3, , 3.302, 1
86.600, 1.18, 3, , 3.302, 1
86.620, 1.17, 3, , 3.302, 1
86.640, 1.19, 3, , 3.302, 1
86.660, 1.18, 3, , 3.302, 1
86.680, 1.18, 3, , 3.302, 1
86.700, 1.18, 3, , 3.302, 1
86.720, 1.20, 3, , 3.302, 1
86.740, 1.16, 3, , 3.302, 1
86.760, 1.18, 3, , 3.302, 1
86.780, 1.16, 3, , 3.302, 1
86.800, 1.19, 3, , 3.302, 1
86.820, 1.19, 3, , 3.302, 1
86.840, 1.19, 3, , 3.302, 1
86.860, 1.17, 3, , 3.302, 1
86.880, 1.18, 3, , 3.302, 1
86.900, 1.17, 3, , 3.302, 1
86.920, 1.17, 3, , 3.302, 1
86.940, 1.18, 3, , 3.302, 1
86.960, 1.17, 3, , 3.302, 1
86.980, 1.18, 3, , 3.302, 1
87.000, 1.17, 3, , 3.302, 1
87.020, 1.20, 3, , 3.302, 1
87.040, 1.16, 3, , 3.302, 1
87.060, 1.19, 3, , 3.302, 1
87.080, 1.17, 3, , 3.302, 1
87.100, 1.18, 3, , 3.302, 1
87.120, 1.20, 3, , 3.302, 1
87.140, 1.17, 3, , 3.302, 1
87.160, 1.16, 3, , 3.302, 1
87.180, 1.17, 3, , 3.302, 1
87.200, 1.16, 3, , 3.302, 1
87.220, 1.18, 3, , 3.302, 1
87.240, 1.18, 3, , 3.302, 1
87.260, 1.16, 3, , 3.302, 1
87.280, 1.16, 3, , 3.302, 1
87.300, 1.18, 3, , 3.302, 1
87.320, 1.19, 3, , 3.302, 1
87.340, 1.17, 3, , 3.302, 1
87.360, 1.19, 3, , 3.302, 1
87.380, 1.17, 3, , 3.302, 1
87.400, 1.19, 3, , 3.302, 1
87.420, 1.17, 3, , 3.302, 1
87.440, 1.18, 3, , 3.302, 1
87.460, 1.18, 3, , 3.302, 1
87.480, 1.16, 3, , 3.302, 1
87.500, 1.15, 3, , 3.302, 1
87.520, 1.15, 3, , 3.302, 1
87.540, 1.15, 3, , 3.302, 1
87.560, 1.17, 3, , 3.302, 1
87.580, 1.18, 3, , 3.302, 1
87.600, 1.18, 3, , 3.302, 1
87.620, 1.16, 3, , 3.302, 1
87.640, 1.19, 3, , 3.302, 1
87.660, 1.17, 3, , 3.302, 1
87.680, 1.19, 3, , 3.302, 1
87.700, 1.19, 3, , 3.302, 1
87.720, 1.18, 3, , 3.302, 1
87.740, 1.19, 3, , 3.302, 1
87.760, 1.17, 3, , 3.302, 1
87.780, 1.17, 3, , 3.302, 1
87.800, 1.17, 3, , 3.302, 1
87.820, 1.19, 3, , 3.302, 1
87.840, 1.16, 3, , 3.302, 1
87.860, 1.17, 3, , 3.302, 1
87.880, 1.18, 3, , 3.302, 1
87.900, 1.19, 3, , 3.302, 1
87.920, 1.17, 3, , 3.302, 1
87.940, 1.16, 3, , 3.302, 1
87.960, 1.19, 3, , 3.302, 1
87.980, 1.16, 3, , 3.302, 1
88.000, 1.16, 3, , 3.302, 1
88.020, 1.17, 3, , 3.302, 1
88.040, 1.17, 3, , 3.302, 1
88.060, 1.17, 3, , 3.302, 1
88.080, 1.18, 3, , 3.302, 1
88.100, 1.16, 3, , 3.302, 1
88.120, 1.18, 3, , 3.302, 1
88.140, 1.16, 3, , 3.302, 1
88.160, 1.19, 3, , 3.302, 1
88.180, 1.17, 3, , 3.302, 1
88.200, 1.18, 3, , 3.302, 1
88.220, 1.17, 3, , 3.302, 1
88.240, 1.19, 3, , 3.302, 1
88.260, 1.17, 3, , 3.302, 1
88.280, 1.17, 3, , 3.302, 1
88.300, 1.16, 3, , 3.302, 1
88.320, 1.17, 3, , 3.302, 1
88.340, 1.17, 3, , 3.302, 1
88.360, 1.17, 3, , 3.302, 1
88.380, 1.16, 3, , 3.302, 1
88.400, 1.18, 3, , 3.302, 1
88.420, 1.16, 3, , 3.302, 1
88.440, 1.17, 3, , 3.302, 1
88.460, 1.16, 3, , 3.302, 1
88.480, 1.18, 3, , 3.302, 1
88.500, 1.18, 3, , 3.302, 1
88.520, 1.16, 3, , 3.302, 1
88.540, 1.16, 3, , 3.302, 1
88.560, 1.14, 3, , 3.302, 1
88.580, 1.17, 3, , 3.302, 1
88.600, 1.17, 3, , 3.302, 1
88.620, 1.16, 3, , 3.302, 1
88.640, 1.16, 3, , 3.302, 1
88.660, 1.17, 3, , 3.302, 1
88.680, 1.18, 3, , 3.302, 1
88.700, 1.18, 3, , 3.302, 1
88.720, 1.18, 3, , 3.302, 1
88.740, 1.17, 3, , 3.302, 1
88.760, 1.17, 3, , 3.302, 1
88.780, 1.17, 3, , 3.302, 1
88.800, 1.17, 3, , 3.302, 1
88.820, 1.19, 3, , 3.302, 1
88.840, 1.17, 3, , 3.302, 1
88.860, 1.18, 3, , 3.302, 1
88.880, 1.16, 3, , 3.302, 1
88.900, 1.16, 3, , 3.302, 1
88.920, 1.15, 3, , 3.302, 1
88.940, 1.18, 3, , 3.302, 1
88.960, 1.17, 3, , 3.302, 1
88.980, 1.18, 3, , 3.302, 1
89.000, 1.16, 3, , 3.302, 1
89.020, 1.16, 3, , 3.302, 1
89.040, 1.18, 3, , 3.302, 1
89.060, 1.16, 3, , 3.302, 1
89.080, 1.16, 3, , 3.302, 1
89.100, 1.17, 3, , 3.302, 1
89.120, 1.18, 3, , 3.302, 1
89.140, 1.16, 3, , 3.302, 1
89.160, 1.19, 3, , 3.302, 1
89.180, 1.16, 3, , 3.302, 1
89.200, 1.16, 3, , 3.302, 1
89.220, 1.18, 3, , 3.302, 1
89.240, 1.16, 3, , 3.302, 1
89.260, 1.16, 3, , 3.302, 1
89.280, 1.16, 3, , 3.302, 1
89.300, 1.15, 3, , 3.302, 1
89.320, 1.15, 3, , 3.302, 1
89.340, 1.15, 3, , 3.302, 1
89.360, 1.17, 3, , 3.302, 1
89.380, 1.16, 3, , 3.302, 1
89.400, 1.17, 3, , 3.302, 1
89.420, 1.17, 3, , 3.302, 1
89.440, 1.15, 3, , 3.302, 1
89.460, 1.16, 3, , 3.302, 1
89.480, 1.17, 3, , 3.302, 1
89.500, 1.16, 3, , 3.302, 1
89.520, 1.14, 3, , 3.302, 1
89.540, 1.17, 3, , 3.302, 1
89.560, 1.14, 3, , 3.302, 1
89.580, 1.17, 3, , 3.302, 1
89.600, 1.16, 3, , 3.302, 1
89.620, 1.18, 3, , 3.302, 1
89.640, 1.16, 3, , 3.302, 1
89.660, 1.17, 3, , 3.302, 1
89.680, 1.13, 3, , 3.302, 1
89.700, 1.15, 3, , 3.302, 1
89.720, 1.15, 3, , 3.302, 1
89.740, 1.17, 3, , 3.302, 1
89.760, 1.14, 3, , 3.302, 1
89.780, 1.18, 3, , 3.302, 1
89.800, 1.16, 3, , 3.302, 1
89.820, 1.17, 3, , 3.302, 1
89.840, 1.15, 3, , 3.302, 1
89.860, 1.17, 3, , 3.302, 1
89.880, 1.15, 3, , 3.302, 1
89.900, 1.15, 3, , 3.302, 1
89.920, 1.16, 3, , 3.302, 1
89.940, 1.18, 3, , 3.302, 1
89.960, 1.17, 3, , 3.302, 1
89.980, 1.17, 3, , 3.302, 1
90.000, 1.17, 3, , 3.302, 1
90.020, 1.16, 3, , 3.302, 1
90.040, 1.17, 3, , 3.302, 1
90.060, 1.16, 3, , 3.302, 1
90.080, 1.17, 3, , 3.302, 1
90.100, 1.17, 3, , 3.302, 1
90.120, 1.16, 3, , 3.302, 1
90.140, 1.17, 3, , 3.302, 1
90.160, 1.19, 3, , 3.302, 1
90.180, 1.14, 3, , 3.302, 1
90.200, 1.17, 3, , 3.302, 1
90.220, 1.15, 3, , 3.302, 1
90.240, 1.19, 3, , 3.302, 1
90.260, 1.15, 3, , 3.302, 1
90.280, 1.17, 3, , 3.302, 1
90.300, 1.15, 3, , 3.302, 1
90.320, 1.15, 3, , 3.302, 1
90.340, 1.15, 3, , 3.302, 1
90.360, 1.17, 3, , 3.302, 1
90.380, 1.15, 3, , 3.302, 1
90.400, 1.15, 3, , 3.302, 1
90.420, 1.14, 3, , 3.302, 1
90.440, 1.17, 3, , 3.302, 1
90.460, 1.17, 3, , 3.302, 1
90.480, 1.15, 3, , 3.302, 1
90.500, 1.16, 3, , 3.302, 1
90.520, 1.17, 3, , 3.302, 1
90.540, 1.15, 3, , 3.302, 1
90.560, 1.16, 3, , 3.302, 1
90.580, 1.17, 3, , 3.302, 1
90.600, 1.15, 3, , 3.302, 1
90.620, 1.16, 3, , 3.302, 1
90.640, 1.15, 3, , 3.302, 1
90.660, 1.16, 3, , 3.302, 1
90.680, 1.16, 3, , 3.302, 1
90.700, 1.17, 3, , 3.302, 1
90.720, 1.17, 3, , 3.302, 1
90.740, 1.16, 3, , 3.302, 1
90.760, 1.14, 3, , 3.302, 1
90.780, 1.16, 3, , 3.302, 1
90.800, 1.14, 3, , 3.302, 1
90.820, 1.16, 3, , 3.302, 1
90.840, 1.15, 3, , 3.302, 1
90.860, 1.17, 3, , 3.302, 1
90.880, 1.14, 3, , 3.302, 1
90.900, 1.16, 3, , 3.302, 1
90.920, 1.15, 3, , 3.302, 1
90.940, 1.15, 3, , 3.302, 1
90.960, 1.17, 3, , 3.302, 1
90.980, 1.16, 3, , 3.302, 1
91.000, 1.17, 3, , 3.302, 1
91.020, 1.16, 3, , 3.302, 1
91.040, 1.16, 3, , 3.302, 1
91.060, 1.16, 3, , 3.302, 1
91.080, 1.18, 3, , 3.302, 1
91.100, 1.14, 3, , 3.302, 1
91.120, 1.16, 3, , 3.302, 1
91.140, 1.15, 3, , 3.302, 1
91.160, 1.17, 3, , 3.302, 1
91.180, 1.15, 3, , 3.302, 1
91.200, 1.17, 3, , 3.302, 1
91.220, 1.13, 3, , 3.302, 1
91.240, 1.17, 3, , 3.302, 1
91.260, 1.14, 3, , 3.302, 1
91.280, 1.16, 3, , 3.302, 1
91.300, 1.15, 3, , 3.302, 1
91.320, 1.15, 3, , 3.302, 1
91.340, 1.14, 3, , 3.302, 1
91.360, 1.15, 3, , 3.302, 1
91.380, 1.16, 3, , 3.302, 1
91.400, 1.15, 3, , 3.302, 1
91.420, 1.16, 3, , 3.302, 1
91.440, 1.13, 3, , 3.302, 1
91.460, 1.17, 3, , 3.302, 1
91.480, 1.15, 3, , 3.302, 1
91.500, 1.16, 3, , 3.302, 1
91.520, 1.14, 3, , 3.302, 1
91.540, 1.15, 3, , 3.302, 1
91.560, 1.14, 3, , 3.302, 1
91.580, 1.15, 3, , 3.302, 1
91.600, 1.16, 3, , 3.302, 1
91.620, 1.15, 3, , 3.302, 1
91.640, 1.15, 3, , 3.302, 1
91.660, 1.14, 3, , 3.302, 1
91.680, 1.15, 3, , 3.302, 1
91.700, 1.17, 3, , 3.302, 1
91.720, 1.16, 3, , 3.302, 1
91.740, 1.15, 3, , 3.302, 1
91.760, 1.12, 3, , 3.302, 1
91.780, 1.14, 3, , 3.302, 1
91.800, 1.12, 3, , 3.302, 1
91.820, 1.14, 3, , 3.302, 1
91.840, 1.15, 3, , 3.302, 1
91.860, 1.13, 3, , 3.302, 1
91.880, 1.15, 3, , 3.302, 1
91.900, 1.14, 3, , 3.302, 1
91.920, 1.14, 3, , 3.302, 1
91.940, 1.17, 3, , 3.302, 1
91.960, 1.16, 3, , 3.302, 1
91.980, 1.12, 3, , 3.302, 1
92.000, 1.17, 3, , 3.302, 1
92.020, 1.14, 3, , 3.302, 1
92.040, 1.15, 3, , 3.302, 1
92.060, 1.16, 3, , 3.302, 1
92.080, 1.16, 3, , 3.302, 1
92.100, 1.16, 3, , 3.302, 1
92.120, 1.16, 3, , 3.302, 1
92.140, 1.16, 3, , 3.302, 1
92.160, 1.14, 3, , 3.302, 1
92.180, 1.15, 3, , 3.302, 1
92.200, 1.17, 3, , 3.302, 1
92.220, 1.16, 3, , 3.302, 1
92.240, 1.15, 3, , 3.302, 1
92.260, 1.14, 3, , 3.302, 1
92.280, 1.15, 3, , 3.302, 1
92.300, 1.16, 3, , 3.302, 1
92.320, 1.13, 3, , 3.302, 1
92.340, 1.14, 3, , 3.302, 1
92.360, 1.15, 3, , 3.302, 1
92.380, 1.15, 3, , 3.302, 1
92.400, 1.13, 3, , 3.302, 1
92.420, 1.13, 3, , 3.302, 1
92.440, 1.15, 3, , 3.302, 1
92.460, 1.17, 3, , 3.302, 1
92.480, 1.14, 3, , 3.302, 1
92.500, 1.15, 3, , 3.302, 1
92.520, 1.13, 3, , 3.302, 1
92.540, 1.16, 3, , 3.302, 1
92.560, 1.14, 3, , 3.302, 1
92.580, 1.16, 3, , 3.302, 1
92.600, 1.12, 3, , 3.302, 1
92.620, 1.15, 3, , 3.302, 1
92.640, 1.15, 3, , 3.302, 1
92.660, 1.15, 3, , 3.302, 1
92.680, 1.14, 3, , 3.302, 1
92.700, 1.16, 3, , 3.302, 1
92.720, 1.15, 3, , 3.302, 1
92.740, 1.13, 3, , 3.302, 1
92.760, 1.14, 3, , 3.302, 1
92.780, 1.15, 3, , 3.302, 1
92.800, 1.14, 3, , 3.302, 1
92.820, 1.13, 3, , 3.302, 1
92.840, 1.14, 3, , 3.302, 1
92.860, 1.13, 3, , 3.302, 1
92.880, 1.12, 3, , 3.302, 1
92.900, 1.12, 3, , 3.302, 1
92.920, 1.15, 3, , 3.302, 1
92.940, 1.13, 3, , 3.302, 1
92.960, 1.15, 3, , 3.302, 1
