

Time (sec), Load (N), Stress (KPa), Strain (mm), Position (mm), Cycle
40.020, 2.35, 6, , 3.247, 1
40.040, 2.37, 6, , 3.250, 1
40.060, 2.35, 6, , 3.251, 1
40.080, 2.39, 6, , 3.252, 1
40.100, 2.39, 6, , 3.254, 1
40.120, 2.35, 6, , 3.256, 1
40.140, 2.36, 6, , 3.257, 1
40.160, 2.38, 6, , 3.259, 1
40.180, 2.39, 6, , 3.261, 1
40.200, 2.39, 6, , 3.263, 1
40.220, 2.37, 6, , 3.264, 1
40.240, 2.40, 6, , 3.265, 1
40.260, 2.43, 6, , 3.268, 1
40.280, 2.39, 6, , 3.269, 1
40.300, 2.43, 6, , 3.271, 1
40.320, 2.41, 6, , 3.273, 1
40.340, 2.41, 6, , 3.275, 1
40.360, 2.40, 6, , 3.275, 1
40.380, 2.42, 6, , 3.278, 1
40.400, 2.41, 6, , 3.279, 1
40.420, 2.42, 6, , 3.280, 1
40.440, 2.44, 6, , 3.282, 1
40.460, 2.42, 6, , 3.284, 1
40.480, 2.41, 6, , 3.286, 1
40.500, 2.45, 6, , 3.287, 1
40.520, 2.43, 6, , 3.289, 1
40.540, 2.43, 6, , 3.291, 1
40.560, 2.45, 6, , 3.292, 1
40.580, 2.48, 7, , 3.295, 1
40.600, 2.42, 6, , 3.296, 1
40.620, 2.45, 6, , 3.297, 1
40.640, 2.47, 6, , 3.299, 1
40.660, 2.45, 6, , 3.301, 1
40.680, 2.46, 6, , 3.302, 1
40.700, 2.42, 6, , 3.302, 1
40.720, 2.44, 6, , 3.302, 1
40.740, 2.40, 6, , 3.302, 1
40.760, 2.40, 6, , 3.302, 1
40.780, 2.37, 6, , 3.302, 1
40.800, 2.37, 6, , 3.302, 1
40.820, 2.35, 6, , 3.302, 1
40.840, 2.35, 6, , 3.302, 1
40.860, 2.33, 6, , 3.302, 1
40.880, 2.33, 6, , 3.302, 1
40.900, 2.34, 6, , 3.302, 1
40.920, 2.30, 6, , 3.302, 1
40.940, 2.30, 6, , 3.302, 1
40.960, 2.29, 6, , 3.302, 1
40.980, 2.29, 6, , 3.302, 1
41.000, 2.28, 6, , 3.302, 1
41.020, 2.25, 6, , 3.302, 1
41.040, 2.26, 6, , 3.302, 1
41.060, 2.26, 6, , 3.302, 1
41.080, 2.25, 6, , 3.302, 1
41.100, 2.23, 6, , 3.302, 1
41.120, 2.22, 6, , 3.302, 1
41.140, 2.24, 6, , 3.302, 1
41.160, 2.21, 6, , 3.302, 1
41.180, 2.22, 6, , 3.302, 1
41.200, 2.34, 6, , 3.302, 1
41.220, 2.22, 6, , 3.302, 1
41.240, 2.19, 6, , 3.302, 1
41.260, 2.19, 6, , 3.302, 1
41.280, 2.19, 6, , 3.302, 1
41.300, 2.22, 6, , 3.302, 1
41.320, 2.18, 6, , 3.302, 1
41.340, 2.19, 6, , 3.302, 1
41.360, 2.18, 6, , 3.302, 1
41.380, 2.21, 6, , 3.302, 1
41.400, 2.18, 6, , 3.302, 1
41.420, 2.17, 6, , 3.302, 1
41.440, 2.16, 6, , 3.302, 1
41.460, 2.15, 6, , 3.302, 1
41.480, 2.14, 6, , 3.302, 1
41.500, 2.15, 6, , 3.302, 1
41.520, 2.13, 6, , 3.302, 1
41.540, 2.15, 6, , 3.302, 1
41.560, 2.14, 6, , 3.302, 1
41.580, 2.12, 6, , 3.302, 1
41.600, 2.14, 6, , 3.302, 1
41.620, 2.12, 6, , 3.302, 1
41.640, 2.12, 6, , 3.302, 1
41.660, 2.11, 6, , 3.302, 1
41.680, 2.12, 6, , 3.302, 1
41.700, 2.08, 5, , 3.302, 1
41.720, 2.10, 6, , 3.302, 1
41.740, 2.11, 6, , 3.302, 1
41.760, 2.10, 6, , 3.302, 1
41.780, 2.09, 6, , 3.302, 1
41.800, 2.09, 5, , 3.302, 1
41.820, 2.09, 5, , 3.302, 1
41.840, 2.09, 6, , 3.302, 1
41.860, 2.08, 5, , 3.302, 1
41.880, 2.07, 5, , 3.302, 1
41.900, 2.05, 5, , 3.302, 1
41.920, 2.07, 5, , 3.302, 1
41.940, 2.07, 5, , 3.302, 1
41.960, 2.07, 5, , 3.302, 1
41.980, 2.07, 5, , 3.302, 1
42.000, 2.05, 5, , 3.302, 1
42.020, 2.05, 5, , 3.302, 1
42.040, 2.05, 5, , 3.302, 1
42.060, 2.05, 5, , 3.302, 1
42.080, 2.03, 5, , 3.302, 1
42.100, 2.06, 5, , 3.302, 1
42.120, 2.03, 5, , 3.302, 1
42.140, 2.05, 5, , 3.302, 1
42.160, 2.02, 5, , 3.302, 1
42.180, 2.03, 5, , 3.302, 1
42.200, 2.02, 5, , 3.302, 1
42.220, 2.03, 5, , 3.302, 1
42.240, 2.01, 5, , 3.302, 1
42.260, 2.01, 5, , 3.302, 1
42.280, 2.02, 5, , 3.302, 1
42.300, 2.01, 5, , 3.302, 1
42.320, 2.01, 5, , 3.302, 1
42.340, 2.01, 5, , 3.302, 1
42.360, 2.02, 5, , 3.302, 1
42.380, 1.99, 5, , 3.302, 1
42.400, 2.01, 5, , 3.302, 1
42.420, 2.00, 5, , 3.302, 1
42.440, 1.99, 5, , 3.302, 1
42.460, 1.98, 5, , 3.302, 1
42.480, 2.22, 6, , 3.302, 1
42.500, 2.08, 5, , 3.302, 1
42.520, 1.99, 5, , 3.302, 1
42.540, 1.98, 5, , 3.302, 1
42.560, 1.98, 5, , 3.302, 1
42.580, 1.96, 5, , 3.302, 1
42.600, 1.98, 5, , 3.302, 1
42.620, 1.95, 5, , 3.302, 1
42.640, 2.00, 5, , 3.302, 1
42.660, 1.95, 5, , 3.302, 1
42.680, 1.97, 5, , 3.302, 1
42.700, 1.97, 5, , 3.302, 1
42.720, 1.99, 5, , 3.302, 1
42.740, 1.95, 5, , 3.302, 1
42.760, 1.98, 5, , 3.302, 1
42.780, 1.95, 5, , 3.302, 1
42.800, 1.99, 5, , 3.302, 1
42.820, 1.96, 5, , 3.302, 1
42.840, 1.95, 5, , 3.302, 1
42.860, 1.96, 5, , 3.302, 1
42.880, 1.95, 5, , 3.302, 1
42.900, 1.94, 5, , 3.302, 1
42.920, 1.94, 5, , 3.302, 1
42.940, 1.92, 5, , 3.302, 1
42.960, 1.95, 5, , 3.302, 1
42.980, 1.95, 5, , 3.302, 1
43.000, 1.93, 5, , 3.302, 1
43.020, 1.96, 5, , 3.302, 1
43.040, 1.93, 5, , 3.302, 1
43.060, 1.95, 5, , 3.302, 1
43.080, 1.92, 5, , 3.302, 1
43.100, 1.92, 5, , 3.302, 1
43.120, 1.94, 5, , 3.302, 1
43.140, 1.94, 5, , 3.302, 1
43.160, 1.94, 5, , 3.302, 1
43.180, 1.94, 5, , 3.302, 1
43.200, 1.92, 5, , 3.302, 1
43.220, 1.90, 5, , 3.302, 1
43.240, 1.92, 5, , 3.302, 1
43.260, 1.90, 5, , 3.302, 1
43.280, 1.91, 5, , 3.302, 1
43.300, 1.89, 5, , 3.302, 1
43.320, 1.93, 5, , 3.302, 1
43.340, 1.92, 5, , 3.302, 1
43.360, 1.91, 5, , 3.302, 1
43.380, 1.89, 5, , 3.302, 1
43.400, 1.91, 5, , 3.302, 1
43.420, 1.89, 5, , 3.302, 1
43.440, 1.90, 5, , 3.302, 1
43.460, 1.89, 5, , 3.302, 1
43.480, 1.89, 5, , 3.302, 1
43.500, 1.90, 5, , 3.302, 1
43.520, 1.90, 5, , 3.302, 1
43.540, 1.88, 5, , 3.302, 1
43.560, 1.89, 5, , 3.302, 1
43.580, 1.90, 5, , 3.302, 1
43.600, 1.89, 5, , 3.302, 1
43.620, 1.89, 5, , 3.302, 1
43.640, 1.88, 5, , 3.302, 1
43.660, 1.88, 5, , 3.302, 1
43.680, 1.88, 5, , 3.302, 1
43.700, 1.88, 5, , 3.302, 1
43.720, 1.85, 5, , 3.302, 1
43.740, 1.89, 5, , 3.302, 1
43.760, 2.05, 5, , 3.302, 1
43.780, 1.88, 5, , 3.302, 1
43.800, 1.86, 5, , 3.302, 1
43.820, 1.86, 5, , 3.302, 1
43.840, 1.87, 5, , 3.302, 1
43.860, 1.87, 5, , 3.302, 1
43.880, 1.89, 5, , 3.302, 1
43.900, 1.89, 5, , 3.302, 1
43.920, 1.86, 5, , 3.302, 1
43.940, 1.87, 5, , 3.302, 1
43.960, 1.85, 5, , 3.302, 1
43.980, 1.87, 5, , 3.302, 1
44.000, 1.86, 5, , 3.302, 1
44.020, 1.88, 5, , 3.302, 1
44.040, 1.87, 5, , 3.302, 1
44.060, 1.89, 5, , 3.302, 1
44.080, 1.88, 5, , 3.302, 1
44.100, 1.87, 5, , 3.302, 1
44.120, 1.86, 5, , 3.302, 1
44.140, 1.84, 5, , 3.302, 1
44.160, 1.86, 5, , 3.302, 1
44.180, 1.86, 5, , 3.302, 1
44.200, 1.86, 5, , 3.302, 1
44.220, 1.84, 5, , 3.302, 1
44.240, 1.87, 5, , 3.302, 1
44.260, 1.83, 5, , 3.302, 1
44.280, 1.86, 5, , 3.302, 1
44.300, 1.83, 5, , 3.302, 1
44.320, 1.85, 5, , 3.302, 1
44.340, 1.82, 5, , 3.302, 1
44.360, 1.83, 5, , 3.302, 1
44.380, 1.83, 5, , 3.302, 1
44.400, 1.87, 5, , 3.302, 1
44.420, 1.80, 5, , 3.302, 1
44.440, 1.86, 5, , 3.302, 1
44.460, 1.80, 5, , 3.302, 1
44.480, 1.85, 5, , 3.302, 1
44.500, 1.83, 5, , 3.302, 1
44.520, 1.83, 5, , 3.302, 1
44.540, 1.81, 5, , 3.302, 1
44.560, 1.84, 5, , 3.302, 1
44.580, 1.81, 5, , 3.302, 1
44.600, 1.83, 5, , 3.302, 1
44.620, 1.82, 5, , 3.302, 1
44.640, 1.82, 5, , 3.302, 1
44.660, 1.82, 5, , 3.302, 1
44.680, 1.81, 5, , 3.302, 1
44.700, 1.81, 5, , 3.302, 1
44.720, 1.83, 5, , 3.302, 1
44.740, 1.83, 5, , 3.302, 1
44.760, 1.81, 5, , 3.302, 1
44.780, 1.82, 5, , 3.302, 1
44.800, 1.82, 5, , 3.302, 1
44.820, 1.84, 5, , 3.302, 1
44.840, 1.80, 5, , 3.302, 1
44.860, 1.81, 5, , 3.302, 1
44.880, 1.79, 5, , 3.302, 1
44.900, 1.83, 5, , 3.302, 1
44.920, 1.80, 5, , 3.302, 1
44.940, 1.81, 5, , 3.302, 1
44.960, 1.79, 5, , 3.302, 1
44.980, 1.80, 5, , 3.302, 1
45.000, 1.79, 5, , 3.302, 1
45.020, 1.80, 5, , 3.302, 1
45.040, 1.94, 5, , 3.302, 1
45.060, 1.91, 5, , 3.302, 1
45.080, 1.80, 5, , 3.302, 1
45.100, 1.79, 5, , 3.302, 1
45.120, 1.82, 5, , 3.302, 1
45.140, 1.79, 5, , 3.302, 1
45.160, 1.80, 5, , 3.302, 1
45.180, 1.80, 5, , 3.302, 1
45.200, 1.81, 5, , 3.302, 1
45.220, 1.80, 5, , 3.302, 1
45.240, 1.79, 5, , 3.302, 1
45.260, 1.78, 5, , 3.302, 1
45.280, 1.79, 5, , 3.302, 1
45.300, 1.77, 5, , 3.302, 1
45.320, 1.78, 5, , 3.302, 1
45.340, 1.76, 5, , 3.302, 1
45.360, 1.82, 5, , 3.302, 1
45.380, 1.75, 5, , 3.302, 1
45.400, 1.79, 5, , 3.302, 1
45.420, 1.79, 5, , 3.302, 1
45.440, 1.78, 5, , 3.302, 1
45.460, 1.76, 5, , 3.302, 1
45.480, 1.78, 5, , 3.302, 1
45.500, 1.78, 5, , 3.302, 1
45.520, 1.76, 5, , 3.302, 1
45.540, 1.78, 5, , 3.302, 1
45.560, 1.78, 5, , 3.302, 1
45.580, 1.78, 5, , 3.302, 1
45.600, 1.76, 5, , 3.302, 1
45.620, 1.76, 5, , 3.302, 1
45.640, 1.76, 5, , 3.302, 1
45.660, 1.76, 5, , 3.302, 1
45.680, 1.81, 5, , 3.302, 1
45.700, 1.78, 5, , 3.302, 1
45.720, 1.78, 5, , 3.302, 1
45.740, 1.76, 5, , 3.302, 1
45.760, 1.76, 5, , 3.302, 1
45.780, 1.76, 5, , 3.302, 1
45.800, 1.77, 5, , 3.302, 1
45.820, 1.76, 5, , 3.302, 1
45.840, 1.74, 5, , 3.302, 1
45.860, 1.76, 5, , 3.302, 1
45.880, 1.77, 5, , 3.302, 1
45.900, 1.74, 5, , 3.302, 1
45.920, 1.73, 5, , 3.302, 1
45.940, 1.75, 5, , 3.302, 1
45.960, 1.74, 5, , 3.302, 1
45.980, 1.74, 5, , 3.302, 1
46.000, 1.80, 5, , 3.302, 1
46.020, 1.73, 5, , 3.302, 1
46.040, 1.75, 5, , 3.302, 1
46.060, 1.74, 5, , 3.302, 1
46.080, 1.76, 5, , 3.302, 1
46.100, 1.74, 5, , 3.302, 1
46.120, 1.74, 5, , 3.302, 1
46.140, 1.73, 5, , 3.302, 1
46.160, 1.75, 5, , 3.302, 1
46.180, 1.74, 5, , 3.302, 1
46.200, 1.75, 5, , 3.302, 1
46.220, 1.74, 5, , 3.302, 1
46.240, 1.75, 5, , 3.302, 1
46.260, 1.76, 5, , 3.302, 1
46.280, 1.73, 5, , 3.302, 1
46.300, 1.74, 5, , 3.302, 1
46.320, 1.92, 5, , 3.302, 1
46.340, 1.74, 5, , 3.302, 1
46.360, 1.73, 5, , 3.302, 1
46.380, 1.76, 5, , 3.302, 1
46.400, 1.73, 5, , 3.302, 1
46.420, 1.74, 5, , 3.302, 1
46.440, 1.73, 5, , 3.302, 1
46.460, 1.73, 5, , 3.302, 1
46.480, 1.77, 5, , 3.302, 1
46.500, 1.74, 5, , 3.302, 1
46.520, 1.71, 4, , 3.302, 1
46.540, 1.74, 5, , 3.302, 1
46.560, 1.71, 5, , 3.302, 1
46.580, 1.74, 5, , 3.302, 1
46.600, 1.72, 5, , 3.302, 1
46.620, 1.73, 5, , 3.302, 1
46.640, 1.76, 5, , 3.302, 1
46.660, 1.72, 5, , 3.302, 1
46.680, 1.70, 4, , 3.302, 1
46.700, 1.71, 5, , 3.302, 1
46.720, 1.74, 5, , 3.302, 1
46.740, 1.70, 4, , 3.302, 1
46.760, 1.72, 5, , 3.302, 1
46.780, 1.72, 5, , 3.302, 1
46.800, 1.74, 5, , 3.302, 1
46.820, 1.70, 4, , 3.302, 1
46.840, 1.73, 5, , 3.302, 1
46.860, 1.71, 4, , 3.302, 1
46.880, 1.75, 5, , 3.302, 1
46.900, 1.71, 4, , 3.302, 1
46.920, 1.71, 4, , 3.302, 1
46.940, 1.71, 5, , 3.302, 1
46.960, 1.77, 5, , 3.302, 1
46.980, 1.71, 4, , 3.302, 1
47.000, 1.71, 5, , 3.302, 1
47.020, 1.70, 4, , 3.302, 1
47.040, 1.72, 5, , 3.302, 1
47.060, 1.71, 4, , 3.302, 1
47.080, 1.71, 5, , 3.302, 1
47.100, 1.70, 4, , 3.302, 1
47.120, 1.70, 4, , 3.302, 1
47.140, 1.70, 4, , 3.302, 1
47.160, 1.71, 4, , 3.302, 1
47.180, 1.71, 5, , 3.302, 1
47.200, 1.69, 4, , 3.302, 1
47.220, 1.70, 4, , 3.302, 1
47.240, 1.70, 4, , 3.302, 1
47.260, 1.72, 5, , 3.302, 1
47.280, 1.72, 5, , 3.302, 1
47.300, 1.71, 5, , 3.302, 1
47.320, 1.70, 4, , 3.302, 1
47.340, 1.68, 4, , 3.302, 1
47.360, 1.69, 4, , 3.302, 1
47.380, 1.70, 4, , 3.302, 1
47.400, 1.70, 4, , 3.302, 1
47.420, 1.71, 5, , 3.302, 1
47.440, 1.69, 4, , 3.302, 1
47.460, 1.70, 4, , 3.302, 1
47.480, 1.69, 4, , 3.302, 1
47.500, 1.70, 4, , 3.302, 1
47.520, 1.69, 4, , 3.302, 1
47.540, 1.68, 4, , 3.302, 1
47.560, 1.70, 4, , 3.302, 1
47.580, 1.69, 4, , 3.302, 1
47.600, 1.85, 5, , 3.302, 1
47.620, 1.80, 5, , 3.302, 1
47.640, 1.71, 4, , 3.302, 1
47.660, 1.68, 4, , 3.302, 1
47.680, 1.70, 4, , 3.302, 1
47.700, 1.68, 4, , 3.302, 1
47.720, 1.67, 4, , 3.302, 1
47.740, 1.68, 4, , 3.302, 1
47.760, 2.08, 5, , 3.302, 1
47.780, 1.70, 4, , 3.302, 1
47.800, 1.68, 4, , 3.302, 1
47.820, 1.68, 4, , 3.302, 1
47.840, 1.70, 4, , 3.302, 1
47.860, 1.67, 4, , 3.302, 1
47.880, 1.69, 4, , 3.302, 1
47.900, 1.68, 4, , 3.302, 1
47.920, 1.69, 4, , 3.302, 1
47.940, 1.68, 4, , 3.302, 1
47.960, 1.67, 4, , 3.302, 1
47.980, 1.68, 4, , 3.302, 1
48.000, 1.68, 4, , 3.302, 1
48.020, 1.69, 4, , 3.302, 1
48.040, 1.67, 4, , 3.302, 1
48.060, 1.66, 4, , 3.302, 1
48.080, 1.68, 4, , 3.302, 1
48.100, 1.71, 5, , 3.302, 1
48.120, 1.68, 4, , 3.302, 1
48.140, 1.69, 4, , 3.302, 1
48.160, 1.67, 4, , 3.302, 1
48.180, 1.71, 4, , 3.302, 1
48.200, 1.67, 4, , 3.302, 1
48.220, 1.68, 4, , 3.302, 1
48.240, 1.67, 4, , 3.302, 1
48.260, 1.67, 4, , 3.302, 1
48.280, 1.66, 4, , 3.302, 1
48.300, 1.67, 4, , 3.302, 1
48.320, 1.67, 4, , 3.302, 1
48.340, 1.67, 4, , 3.302, 1
48.360, 1.66, 4, , 3.302, 1
48.380, 1.68, 4, , 3.302, 1
48.400, 1.67, 4, , 3.302, 1
48.420, 1.65, 4, , 3.302, 1
48.440, 1.65, 4, , 3.302, 1
48.460, 1.65, 4, , 3.302, 1
48.480, 1.68, 4, , 3.302, 1
48.500, 1.67, 4, , 3.302, 1
48.520, 1.68, 4, , 3.302, 1
48.540, 1.67, 4, , 3.302, 1
48.560, 1.67, 4, , 3.302, 1
48.580, 1.67, 4, , 3.302, 1
48.600, 1.66, 4, , 3.302, 1
48.620, 1.66, 4, , 3.302, 1
48.640, 1.67, 4, , 3.302, 1
48.660, 1.63, 4, , 3.302, 1
48.680, 1.67, 4, , 3.302, 1
48.700, 1.66, 4, , 3.302, 1
48.720, 1.66, 4, , 3.302, 1
48.740, 1.65, 4, , 3.302, 1
48.760, 1.67, 4, , 3.302, 1
48.780, 1.66, 4, , 3.302, 1
48.800, 1.66, 4, , 3.302, 1
48.820, 1.65, 4, , 3.302, 1
48.840, 1.67, 4, , 3.302, 1
48.860, 1.66, 4, , 3.302, 1
48.880, 1.64, 4, , 3.302, 1
48.900, 1.66, 4, , 3.302, 1
48.920, 1.64, 4, , 3.302, 1
48.940, 1.67, 4, , 3.302, 1
48.960, 1.65, 4, , 3.302, 1
48.980, 1.65, 4, , 3.302, 1
49.000, 1.62, 4, , 3.302, 1
49.020, 1.66, 4, , 3.302, 1
49.040, 1.62, 4, , 3.302, 1
49.060, 1.64, 4, , 3.302, 1
49.080, 1.63, 4, , 3.302, 1
49.100, 1.65, 4, , 3.302, 1
49.120, 1.62, 4, , 3.302, 1
49.140, 1.67, 4, , 3.302, 1
49.160, 1.63, 4, , 3.302, 1
49.180, 1.66, 4, , 3.302, 1
49.200, 1.62, 4, , 3.302, 1
49.220, 1.64, 4, , 3.302, 1
49.240, 1.62, 4, , 3.302, 1
49.260, 1.63, 4, , 3.302, 1
49.280, 1.63, 4, , 3.302, 1
49.300, 1.63, 4, , 3.302, 1
49.320, 1.63, 4, , 3.302, 1
49.340, 1.63, 4, , 3.302, 1
49.360, 1.64, 4, , 3.302, 1
49.380, 1.63, 4, , 3.302, 1
49.400, 1.63, 4, , 3.302, 1
49.420, 1.62, 4, , 3.302, 1
49.440, 1.64, 4, , 3.302, 1
49.460, 1.62, 4, , 3.302, 1
49.480, 1.64, 4, , 3.302, 1
49.500, 1.61, 4, , 3.302, 1
49.520, 1.65, 4, , 3.302, 1
49.540, 1.64, 4, , 3.302, 1
49.560, 1.63, 4, , 3.302, 1
49.580, 1.62, 4, , 3.302, 1
49.600, 1.64, 4, , 3.302, 1
49.620, 1.61, 4, , 3.302, 1
49.640, 1.64, 4, , 3.302, 1
49.660, 1.64, 4, , 3.302, 1
49.680, 1.62, 4, , 3.302, 1
49.700, 1.63, 4, , 3.302, 1
49.720, 1.62, 4, , 3.302, 1
49.740, 1.63, 4, , 3.302, 1
49.760, 1.63, 4, , 3.302, 1
49.780, 1.64, 4, , 3.302, 1
49.800, 1.61, 4, , 3.302, 1
49.820, 1.62, 4, , 3.302, 1
49.840, 1.62, 4, , 3.302, 1
49.860, 1.63, 4, , 3.302, 1
49.880, 1.63, 4, , 3.302, 1
49.900, 1.63, 4, , 3.302, 1
49.920, 1.63, 4, , 3.302, 1
49.940, 1.62, 4, , 3.302, 1
49.960, 1.62, 4, , 3.302, 1
49.980, 1.63, 4, , 3.302, 1
50.000, 1.62, 4, , 3.302, 1
50.020, 1.64, 4, , 3.302, 1
50.040, 1.61, 4, , 3.302, 1
50.060, 1.64, 4, , 3.302, 1
50.080, 1.60, 4, , 3.302, 1
50.100, 1.62, 4, , 3.302, 1
50.120, 1.61, 4, , 3.302, 1
50.140, 1.61, 4, , 3.302, 1
50.160, 1.61, 4, , 3.302, 1
50.180, 1.61, 4, , 3.302, 1
50.200, 1.61, 4, , 3.302, 1
50.220, 1.61, 4, , 3.302, 1
50.240, 1.60, 4, , 3.302, 1
50.260, 1.61, 4, , 3.302, 1
50.280, 1.62, 4, , 3.302, 1
50.300, 1.59, 4, , 3.302, 1
50.320, 1.62, 4, , 3.302, 1
50.340, 1.59, 4, , 3.302, 1
50.360, 1.63, 4, , 3.302, 1
50.380, 1.60, 4, , 3.302, 1
50.400, 1.63, 4, , 3.302, 1
50.420, 1.60, 4, , 3.302, 1
50.440, 1.62, 4, , 3.302, 1
50.460, 1.62, 4, , 3.302, 1
50.480, 1.62, 4, , 3.302, 1
50.500, 1.60, 4, , 3.302, 1
50.520, 1.62, 4, , 3.302, 1
50.540, 1.60, 4, , 3.302, 1
50.560, 1.60, 4, , 3.302, 1
50.580, 1.60, 4, , 3.302, 1
50.600, 1.61, 4, , 3.302, 1
50.620, 1.61, 4, , 3.302, 1
50.640, 1.62, 4, , 3.302, 1
50.660, 1.60, 4, , 3.302, 1
50.680, 1.60, 4, , 3.302, 1
50.700, 1.60, 4, , 3.302, 1
50.720, 1.60, 4, , 3.302, 1
50.740, 1.60, 4, , 3.302, 1
50.760, 1.59, 4, , 3.302, 1
50.780, 1.58, 4, , 3.302, 1
50.800, 1.59, 4, , 3.302, 1
50.820, 1.59, 4, , 3.302, 1
50.840, 1.58, 4, , 3.302, 1
50.860, 1.60, 4, , 3.302, 1
50.880, 1.58, 4, , 3.302, 1
50.900, 1.57, 4, , 3.302, 1
50.920, 1.59, 4, , 3.302, 1
50.940, 1.59, 4, , 3.302, 1
50.960, 1.58, 4, , 3.302, 1
50.980, 1.57, 4, , 3.302, 1
51.000, 1.59, 4, , 3.302, 1
51.020, 1.58, 4, , 3.302, 1
51.040, 1.59, 4, , 3.302, 1
51.060, 1.58, 4, , 3.302, 1
51.080, 1.59, 4, , 3.302, 1
51.100, 1.57, 4, , 3.302, 1
51.120, 1.58, 4, , 3.302, 1
51.140, 1.57, 4, , 3.302, 1
51.160, 1.57, 4, , 3.302, 1
51.180, 1.56, 4, , 3.302, 1
51.200, 1.61, 4, , 3.302, 1
51.220, 1.58, 4, , 3.302, 1
51.240, 1.59, 4, , 3.302, 1
51.260, 1.59, 4, , 3.302, 1
51.280, 1.59, 4, , 3.302, 1
51.300, 1.59, 4, , 3.302, 1
51.320, 1.60, 4, , 3.302, 1
51.340, 1.58, 4, , 3.302, 1
51.360, 1.58, 4, , 3.302, 1
51.380, 1.59, 4, , 3.302, 1
51.400, 1.60, 4, , 3.302, 1
51.420, 1.58, 4, , 3.302, 1
51.440, 1.58, 4, , 3.302, 1
51.460, 1.60, 4, , 3.302, 1
51.480, 1.58, 4, , 3.302, 1
51.500, 1.58, 4, , 3.302, 1
51.520, 1.55, 4, , 3.302, 1
51.540, 1.58, 4, , 3.302, 1
51.560, 1.58, 4, , 3.302, 1
51.580, 1.59, 4, , 3.302, 1
51.600, 1.56, 4, , 3.302, 1
51.620, 1.60, 4, , 3.302, 1
51.640, 1.58, 4, , 3.302, 1
51.660, 1.58, 4, , 3.302, 1
51.680, 1.55, 4, , 3.302, 1
51.700, 1.58, 4, , 3.302, 1
51.720, 1.57, 4, , 3.302, 1
51.740, 1.56, 4, , 3.302, 1
51.760, 1.55, 4, , 3.302, 1
51.780, 1.55, 4, , 3.302, 1
51.800, 1.57, 4, , 3.302, 1
51.820, 1.56, 4, , 3.302, 1
51.840, 1.54, 4, , 3.302, 1
51.860, 1.56, 4, , 3.302, 1
51.880, 1.56, 4, , 3.302, 1
51.900, 1.55, 4, , 3.302, 1
51.920, 1.56, 4, , 3.302, 1
51.940, 1.55, 4, , 3.302, 1
51.960, 1.57, 4, , 3.302, 1
51.980, 1.55, 4, , 3.302, 1
52.000, 1.60, 4, , 3.302, 1
52.020, 1.56, 4, , 3.302, 1
52.040, 1.58, 4, , 3.302, 1
52.060, 1.57, 4, , 3.302, 1
52.080, 1.57, 4, , 3.302, 1
52.100, 1.57, 4, , 3.302, 1
52.120, 1.58, 4, , 3.302, 1
52.140, 1.55, 4, , 3.302, 1
52.160, 1.57, 4, , 3.302, 1
52.180, 1.55, 4, , 3.302, 1
52.200, 1.56, 4, , 3.302, 1
52.220, 1.55, 4, , 3.302, 1
52.240, 1.56, 4, , 3.302, 1
52.260, 1.56, 4, , 3.302, 1
52.280, 1.56, 4, , 3.302, 1
52.300, 1.56, 4, , 3.302, 1
52.320, 1.56, 4, , 3.302, 1
52.340, 1.55, 4, , 3.302, 1
52.360, 1.56, 4, , 3.302, 1
52.380, 1.56, 4, , 3.302, 1
52.400, 1.56, 4, , 3.302, 1
52.420, 1.57, 4, , 3.302, 1
52.440, 1.55, 4, , 3.302, 1
52.460, 1.56, 4, , 3.302, 1
52.480, 1.56, 4, , 3.302, 1
52.500, 1.55, 4, , 3.302, 1
52.520, 1.55, 4, , 3.302, 1
52.540, 1.56, 4, , 3.302, 1
52.560, 1.55, 4, , 3.302, 1
52.580, 1.55, 4, , 3.302, 1
52.600, 1.54, 4, , 3.302, 1
52.620, 1.59, 4, , 3.302, 1
52.640, 1.55, 4, , 3.302, 1
52.660, 1.55, 4, , 3.302, 1
52.680, 1.55, 4, , 3.302, 1
52.700, 1.55, 4, , 3.302, 1
52.720, 1.54, 4, , 3.302, 1
52.740, 1.56, 4, , 3.302, 1
52.760, 1.54, 4, , 3.302, 1
52.780, 1.55, 4, , 3.302, 1
52.800, 1.55, 4, , 3.302, 1
52.820, 1.56, 4, , 3.302, 1
52.840, 1.57, 4, , 3.302, 1
52.860, 1.54, 4, , 3.302, 1
52.880, 1.55, 4, , 3.302, 1
52.900, 1.55, 4, , 3.302, 1
52.920, 1.57, 4, , 3.302, 1
52.940, 1.53, 4, , 3.302, 1
52.960, 1.55, 4, , 3.302, 1
52.980, 1.53, 4, , 3.302, 1
53.000, 1.56, 4, , 3.302, 1
53.020, 1.54, 4, , 3.302, 1
53.040, 1.55, 4, , 3.302, 1
53.060, 1.56, 4, , 3.302, 1
53.080, 1.56, 4, , 3.302, 1
53.100, 1.54, 4, , 3.302, 1
53.120, 1.56, 4, , 3.302, 1
53.140, 1.54, 4, , 3.302, 1
53.160, 1.55, 4, , 3.302, 1
53.180, 1.55, 4, , 3.302, 1
53.200, 1.55, 4, , 3.302, 1
53.220, 1.53, 4, , 3.302, 1
53.240, 1.54, 4, , 3.302, 1
53.260, 1.56, 4, , 3.302, 1
53.280, 1.53, 4, , 3.302, 1
