lambda,sigma_c_data_MPa,sigma_c_fit_MPa
1.1600665000000001,0.2351346748841394,0.23270361670625356
1.163401,0.2388532637123518,0.23641939140407836
1.1667365,0.24258950232244295,0.24010858375069083
1.1700685,0.24634245114500625,0.2437669812783034
1.173401,0.2501129353272865,0.24739972523625176
1.1767335,0.25390085090857734,0.25100695806123097
1.1800635,0.2577056519317076,0.25458667593822987
1.183397,0.25998113799704986,0.25814597377629406
1.1867325,0.26381765292031506,0.2616838295905622
1.190071,0.2676722896986055,0.2652018748117596
1.193402,0.2715426827354611,0.26868969632312645
1.1967355,0.2738661254171505,0.2721584039696988
1.2000655,0.27776678475033734,0.27560233610058166
1.203397,0.2816852135182918,0.2790272396925082
1.206729,0.28404316919310796,0.2824326104846374
1.2100675,0.2879937610499116,0.2858250474416434
1.213401,0.2919606126227912,0.2891933671694898
1.2167375,0.2943545249714925,0.29254617299702784
1.2200685,0.29835128715124126,0.2958754323999764
1.223402,0.30236609076358156,0.29918964119920255
1.2267325,0.3047934058835221,0.3024837978104652
1.2300665,0.30883884128926964,0.30576477883660447
1.2333935,0.31128705381895405,0.3090227158108265
1.2367325,0.3153642645858833,0.3122766072804034
1.2400685,0.3178365528460387,0.3155121904490351
1.243403,0.32031717953948674,0.3187313592694532
1.2467355,0.32443634270156607,0.32193405155592086
1.2500645000000001,0.326937330655201,0.3251192477281173
1.253397,0.3310869896117754,0.3282940220596374
1.25673,0.33361081034428636,0.331455859297232
1.2600675,0.33779231593070325,0.3346088833111024
1.263402,0.34033833913944067,0.3377463502526637
1.2667365,0.3428930832784106,0.34087144169399214
1.2700665,0.3471161672629695,0.3439802976352903
1.273401,0.3496927078429526,0.34708164505665134
1.2767335,0.35227741751142916,0.3501697419017653
1.2800645,0.3565443441452468,0.35324537811567513
1.283395,0.3591502814131333,0.35630978796666185
1.2867335,0.361767178362573,0.3593710508897034
1.29007,0.36607924290451826,0.3624202570806913
1.293405,0.36871696795656395,0.3654581606422749
1.2967355,0.37136212652606465,0.3684823291666714
1.3000665,0.37401613940934625,0.3714975869265899
1.303396,0.3766784305725554,0.3745023879307468
1.3067335,0.381060543707958,0.3775055341973879
1.3100654999999999,0.38374534726799103,0.38049511707744715
1.313402,0.3864401892477167,0.3834803563269207
1.3167355,0.38914287078011056,0.38645477350969937
1.3200699999999999,0.3918545674711525,0.38942217726367506
1.323401,0.39630452902530616,0.39237879828174343
1.3267335,0.39903742193139374,0.3953293027269649
1.3300635,0.40177827535072025,0.3982703683381662
1.333397,0.4045288997688018,0.4012075023541827
1.336732,0.40728869953655755,0.4041391335694717
1.3400685,0.41005768053855574,0.40706545521466814
1.343404,0.4128350803962798,0.40998447102824975
1.3467335,0.415619352122106,0.41289201835736716
1.3500655,0.41841310650284025,0.41579571825250755
1.353396,0.42121510843297866,0.4186922663030848
1.356731,0.4240272272437205,0.42158705332727225
1.3600645,0.42684759752691204,0.4244750402072922
1.363402,0.43146084277479624,0.4273611587728457
1.3667354999999999,0.43430301407588723,0.4302386600576984
1.3700695,0.4371540632290326,0.43311160195955684
1.3734009999999999,0.44001303104959766,0.4359775653357029
1.3767335,0.44288103364403847,0.4388397223771288
1.3800625,0.4457566214470283,0.44169436778486293
1.3834,0.4486436723890824,0.4445519331256404
1.38673,0.4515370100116121,0.4473988652982316
1.3900695,0.4544421625396228,0.4502498399186505
1.393403,0.4573540797058239,0.4530917602381192
1.3967355,0.46027438565106854,0.45592904037949367
1.4000645,0.46320224934354376,0.4587596953085198
1.4033959999999999,0.464304454487441,0.46158896149545436
1.406731,0.46724737417485274,0.464417809234939
1.4100665000000001,0.4701991828296142,0.46724381576567936
1.413402,0.47315971502997206,0.47006668218592246
1.4167355,0.476128298627457,0.47288484145999876
1.4200695,0.4791057692307692,0.4757005293668941
1.423399,0.4820904353534402,0.4785096459165129
1.426732,0.4850849993200053,0.4813190572152742
1.4300625,0.488087427031353,0.48412381741326527
1.433398,0.49110027827469693,0.48693035053255107
1.436731,0.4941209932628231,0.4897324517930591
1.440071,0.49715284185418823,0.49253821006304066
1.4434040000000001,0.4983034868028748,0.4953359691203764
1.4467365,0.5013458301948969,0.49813129453960303
1.4500655,0.5043956718346252,0.5009217734941284
1.453397,0.5074550928977184,0.5037125343112117
1.45673,0.5105237527330551,0.5065028323029136
1.4600695,0.5136034160572868,0.5092969419443791
1.4634,0.5166886357216834,0.5120819891317796
1.4667365,0.5197846921455398,0.5148706103724823
1.4700685,0.5209654922376005,0.5176541180307218
1.473402,0.524073564949942,0.5204376137419793
1.476732,0.5271891064871481,0.5232170092742003
1.4800615,0.5303131780330372,0.5259948946777657
1.483397,0.5334481151073868,0.5287767729856999
1.4867325,0.5346476026268712,0.5315577185412621
1.4900695000000002,0.5377961663998995,0.5343390611385922
1.493404,0.540952552071891,0.53711754547362
1.4967355,0.5441165680674553,0.5398928334873202
1.5000635,0.5472880201958384,0.5426645857232262
1.503396,0.5504698239337161,0.5454395385242571
1.5067300000000001,0.5516905710908159,0.5482152648639838
1.5100685,0.554887655091067,0.5509943325710323
1.5134,0.5580908891190409,0.5537672391472166
1.5167355,0.5613043165270062,0.5565432094715665
1.5200695,0.5625381431179318,0.5593177334076981
1.523402,0.5657635397378359,0.5620908775092778
1.5267325,0.5689969066785927,0.5648622909178078
1.5300635,0.5722391710866312,0.5676341178499216
1.5333945,0.5754901472711295,0.5704060049618684
1.5367345000000001,0.5767436649352958,0.5731855037738737
1.5400684999999998,0.5800088503907352,0.5759601924720429
1.543404,0.5832833223488058,0.5787363722510049
1.5467355,0.5865650009415309,0.5815095237111638
1.5500665,0.5878282085281779,0.5842826171820361
1.5533945,0.591121624219314,0.5870536272483172
1.556729,0.5944262258209626,0.5898305202233748
1.5600675,0.5977410809559677,0.5926112712715982
1.563402,0.5990186972350375,0.5953892708481696
1.5667375,0.6023454908514577,0.5981687367366285
1.5700695,0.605679657831968,0.6009459704186942
1.5734029999999999,0.6090231198150414,0.6037251899720135
1.576731,0.6103113015095879,0.6065006081866372
1.5800625,0.6136670570096976,0.6092797793890028
1.583396,0.6170323049723294,0.6120615029891496
1.586733,0.620407639738882,0.6148470808907436
1.5900685,0.6217118098055215,0.6176323873950844
1.593405,0.6251000376612371,0.6204195564061754
1.5967354999999999,0.6284946300044982,0.623202783726508
1.6000665,0.6298057523616734,0.6259875434488642
1.6033944999999998,0.6332124237621484,0.6287709523018664
1.606731,0.6366311670275868,0.6315626748128035
1.6100675,0.6400586364539852,0.6343556463529127
1.613404,0.6413850129198966,0.6371499091891403
1.6167354999999999,0.6448235773729194,0.6399413144987882
1.6200695,0.6482718552866961,0.6427361857601801
1.623402,0.6496053573109875,0.6455312106145867
1.626733,0.6530655083220873,0.648326426702368
1.6300615,0.6565333641946249,0.651121031129616
1.6333955,0.6578761860674345,0.6539217810607209
1.636733,0.6613607436525123,0.6567270404714005
1.6400685,0.664853219251169,0.6595322248618269
1.6434039999999999,0.6662053688185878,0.6623390515816611
1.6467355000000001,0.6697093029794222,0.6651441878152721
1.6500664999999999,0.67322174622603,0.6679506127429466
1.6533945,0.6767416733358441,0.6707562523374822
1.65673,0.6781069082216573,0.6735699966238161
1.6600665,0.6816433912374853,0.6763864033080185
1.663402,0.6851881884944919,0.6792038177974127
1.6667345,0.6865609111665567,0.6820205805119165
1.6700694999999999,0.6901185832051804,0.6848413724893964
1.6734010000000001,0.6936835266087101,0.6876611501016109
1.676733,0.6950647577127074,0.6904833279679318
1.6800625,0.6986419397106362,0.6933053944855738
1.6833969999999998,0.7022299153145235,0.6961337396554488
1.686732,0.7036211122618711,0.698964581984465
1.6900715,0.7072242622059023,0.7018013515042937
1.693403,0.7108327880300033,0.7046334562021124
1.6967355,0.7122316578005835,0.7074685693566296
1.7000644999999999,0.7158522018746927,0.710302888809765
1.7033969999999998,0.719482930828861,0.7131424026499664
1.706729,0.7208903051083283,0.7159837334903644
1.7100665,0.7245362254025044,0.718832030426446
1.7134019999999999,0.7281900244798041,0.7216809236062967
1.7167355,0.7296067506459948,0.72453043572847
1.7200695000000001,0.7332729929699022,0.7273827287190149
1.723401,0.7369468858864514,0.7302352599893964
1.7267329999999999,0.7383716889495653,0.7330906218159103
1.7300624999999998,0.7420577943068764,0.7359462665305374
1.7333945,0.7457536830859198,0.7388065075681108
1.736733,0.7471899970184853,0.7416748133410618
1.7400705,0.7509013393277469,0.7445447708083586
1.743403,0.7546192461998763,0.747412957696392
1.7467365,0.7560621273106736,0.7502845572929271
1.7500655,0.7597915895134378,0.7531548511219484
1.753398,0.7635312823651257,0.7560307588634811
1.7567300000000001,0.7649822286037097,0.758908854947564
1.7600685,0.7687376149452342,0.7617952155488752
1.763402,0.7724995423113536,0.7646799222824354
1.7667385,0.7739611742721442,0.7675699178023423
1.7700685,0.7777346451997614,0.7704569909625397
1.773402,0.7815183676992121,0.7733498294956326
1.776732,0.7829858613438784,0.7762423799462052
1.7800635,0.7867817727458178,0.779139003954874
1.7833934999999999,0.7905857322756801,0.7820371138021703
1.786732,0.7920657031666822,0.784945441842026
1.7900684999999998,0.7958856275303642,0.7878548695456012
1.793402,0.7973677410580714,0.7907645385445932
1.7967355,0.8011994129816192,0.7936770833128322
1.8000655,0.805038237924866,0.7965894607845323
1.803397,0.8065281753130591,0.7995060605440834
1.806729,0.8103809630292187,0.8024260287797641
1.8100665,0.814244939271255,0.8053537739851361
1.813402,0.8157453891138101,0.808282740263252
1.8167365,0.8196211024542571,0.8112138201477259
1.8200675,0.823503953122221,0.8141448282160828
1.823402,0.8250126740524536,0.8170819418771347
1.8267319999999998,0.8289081431963928,0.8200181309037341
1.8300635,0.8328130041113515,0.8229586991592791
1.8333945,0.8343288532153279,0.825901900042911
1.8367339999999999,0.8382504341503728,0.8288557140669139
1.8400685,0.8397722364759542,0.831808222268139
1.8434050000000002,0.843705538817228,0.8347656353761137
1.846734,0.8476441248470012,0.8377195416007764
1.8500665,0.8491737301101591,0.8406797122634115
1.8533955,0.8531253805354173,0.8436399456447221
1.856731,0.8570887379824037,0.8466091543596629
1.8600664999999998,0.8586284437801419,0.8495815774666016
1.863401,0.8626044236261494,0.8525563381126238
1.8667365,0.8665895886294447,0.8555352361047307
1.8700685,0.8681363931780852,0.8585142642761843
1.873402,0.872133707853414,0.8614979052431543
1.876732,0.8761381068951448,0.8644816958514822
1.8800634999999999,0.877693392414399,0.8674701281801378
1.8833945,0.8817113253093974,0.8704614243776782
1.8867310000000002,0.885740551998661,0.8734609946113718
1.8900695,0.8873078368065362,0.8764657180551825
1.893405,0.8913496845871386,0.8794711074165431
1.896735,0.8929173335844082,0.8824749113863068
1.9000675,0.8969708432717154,0.8854843557330541
1.9033955,0.9010309384448002,0.8884931297979568
1.9067310000000002,0.9026099001977217,0.8915121008223867
1.9100674999999998,0.9066870959263092,0.8945354122959112
1.913403,0.9107725418196654,0.8975612654161896
1.9167355000000001,0.9123587991296069,0.9005878529548804
1.9200705,0.9164570877663746,0.9036201824306114
1.9234010000000001,0.9205619448890563,0.9066518990316473
1.926733,0.922156678592725,0.9096884726808083
1.9300625,0.9262741234608585,0.9127262692053074
1.9333969999999998,0.9304026823170027,0.9157721481110895
1.93673,0.9345392383014783,0.9188201900843828
1.9400695,0.9361506626023915,0.9218777315659998
1.9434040000000001,0.9403010283610039,0.924934258229056
1.9467355,0.9419129489271777,0.9279916027045495
1.9500655,0.9460742089832511,0.9310511463589894
1.9533960000000001,0.9502444214292438,0.9341147370573465
1.956731,0.951866757681323,0.9371860741472007
1.9600645,0.9560515050110368,0.9402596485732067
1.9634010000000002,0.9602464378746509,0.9433396235279454
1.9667345,0.9618767627551288,0.9464204718292493
1.9700695000000001,0.9660840453660986,0.9495063613641896
1.9734,0.970297837617299,0.9525917466538123
1.9767329999999999,0.9719366349684586,0.9556831203998387
1.9800624999999998,0.976163003195974,0.9587749269762065
1.983397,0.9804005507955935,0.9618750730322838
1.986731,0.982048559457678,0.9649784634867556
1.9900705,0.9863016658559041,0.9680907024984142
1.993403,0.9905600278274697,0.9712001489111954
1.9967385,0.9922175014907572,0.97431613728932
2.0000655,0.9964862006873175,0.9774279256718513
2.00013,0.9965183363148479,0.9774882903839162
2.000603,0.9915216931341473,0.9779310079686703
