Time,Displacement,Force
"74.4600","96.0125","0.0252"
"74.5600","96.6794","0.0253"
"74.6600","97.3465","0.0254"
"74.7600","98.0139","0.0255"
"74.8600","98.6806","0.0256"
"74.9600","99.3473","0.0256"
"75.0600","100.0129","0.0257"
"75.1600","100.6789","0.0258"
"75.2600","101.3460","0.0259"
"75.3600","102.0135","0.0260"
"75.4600","102.6800","0.0261"
"75.5600","103.3473","0.0262"
"75.6600","104.0139","0.0262"
"75.7600","104.6804","0.0263"
"75.8600","105.3465","0.0264"
"75.9600","106.0125","0.0265"
"76.0600","106.6789","0.0266"
"76.1600","107.3471","0.0266"
"76.2600","108.0135","0.0267"
"76.3600","108.6808","0.0268"
"76.4600","109.3473","0.0269"
"76.5600","110.0131","0.0270"
"76.6600","110.6789","0.0270"
"76.7600","111.3460","0.0271"
"76.8600","112.0135","0.0272"
"76.9600","112.6806","0.0273"
"77.0600","113.3473","0.0273"
"77.1600","114.0139","0.0274"
"77.2600","114.6804","0.0275"
"77.3600","115.3462","0.0276"
"77.4600","116.0125","0.0277"
"77.5600","116.6792","0.0277"
"77.6600","117.3469","0.0278"
"77.7600","118.0137","0.0279"
"77.8600","118.6810","0.0279"
"77.9600","119.3471","0.0280"
"78.0600","120.0133","0.0281"
"78.1600","120.6789","0.0282"
"78.2600","121.3462","0.0282"
"78.3600","122.0133","0.0283"
"78.4600","122.6810","0.0284"
"78.5600","123.3471","0.0285"
"78.6600","124.0142","0.0285"
"78.7600","124.6804","0.0286"
"78.8600","125.3466","0.0287"
"78.9600","126.0123","0.0288"
"79.0600","126.6791","0.0288"
"79.1600","127.3464","0.0289"
"79.2600","128.0137","0.0290"
"79.3600","128.6808","0.0290"
"79.4600","129.3468","0.0291"
"79.5600","130.0133","0.0292"
"79.6600","130.6789","0.0293"
"79.7600","131.3460","0.0293"
"79.8600","132.0133","0.0294"
"79.9600","132.6806","0.0294"
"80.0600","133.3469","0.0295"
"80.1600","134.0139","0.0296"
"80.2600","134.6802","0.0296"
"80.3600","135.3466","0.0297"
"80.4600","136.0123","0.0298"
"80.5600","136.6794","0.0299"
"80.6600","137.3464","0.0299"
"80.7600","138.0143","0.0300"
"80.8600","138.6804","0.0301"
"80.9600","139.3471","0.0301"
"81.0600","140.0131","0.0302"
"81.1600","140.6796","0.0303"
"81.2600","141.3458","0.0303"
"81.3600","142.0133","0.0304"
"81.4600","142.6804","0.0305"
"81.5600","143.3471","0.0305"
"81.6600","144.0139","0.0306"
