Time,Displacement,Force
"81.7600","144.6804","0.0306"
"81.8600","145.3468","0.0307"
"81.9600","146.0125","0.0308"
"82.0600","146.6792","0.0308"
"82.1600","147.3464","0.0309"
"82.2600","148.0139","0.0310"
"82.3600","148.6806","0.0310"
"82.4600","149.3473","0.0311"
"82.5600","150.0131","0.0312"
"82.6600","150.6796","0.0312"
"82.7600","151.3460","0.0313"
"82.8600","152.0135","0.0314"
"82.9600","152.6802","0.0314"
"83.0600","153.3477","0.0315"
"83.1600","154.0135","0.0316"
"83.2600","154.6804","0.0316"
"83.3600","155.3466","0.0317"
"83.4600","156.0127","0.0317"
"83.5600","156.6787","0.0318"
"83.6600","157.3462","0.0319"
"83.7600","158.0139","0.0319"
"83.8600","158.6804","0.0320"
"83.9600","159.3473","0.0321"
"84.0600","160.0133","0.0321"
"84.1600","160.6792","0.0322"
"84.2600","161.3458","0.0322"
"84.3600","162.0131","0.0323"
"84.4600","162.6802","0.0324"
"84.5600","163.3473","0.0324"
"84.6600","164.0135","0.0325"
"84.7600","164.6804","0.0326"
"84.8600","165.3464","0.0326"
"84.9600","166.0125","0.0327"
"85.0600","166.6789","0.0327"
"85.1600","167.3466","0.0328"
"85.2600","168.0137","0.0329"
"85.3600","168.6810","0.0329"
"85.4600","169.3471","0.0330"
"85.5600","170.0131","0.0330"
"85.6600","170.6794","0.0331"
"85.7600","171.3462","0.0332"
"85.8600","172.0133","0.0332"
"85.9600","172.6804","0.0333"
"86.0600","173.3475","0.0334"
"86.1600","174.0137","0.0334"
"86.2600","174.6804","0.0335"
"86.3600","175.3462","0.0335"
"86.4600","176.0127","0.0336"
"86.5600","176.6789","0.0337"
"86.6600","177.3464","0.0337"
"86.7600","178.0139","0.0338"
"86.8600","178.6810","0.0338"
"86.9600","179.3470","0.0339"
"87.0600","180.0133","0.0340"
"87.1600","180.6791","0.0340"
"87.2600","181.3462","0.0341"
"87.3600","182.0131","0.0341"
"87.4600","182.6804","0.0342"
"87.5600","183.3471","0.0343"
"87.6600","184.0141","0.0343"
"87.7600","184.6802","0.0344"
"87.8600","185.3466","0.0344"
"87.9600","186.0125","0.0345"
"88.0600","186.6794","0.0345"
"88.1600","187.3460","0.0346"
"88.2600","188.0139","0.0347"
"88.3600","188.6810","0.0347"
"88.4600","189.3468","0.0348"
"88.5600","190.0133","0.0349"
"88.6600","190.6792","0.0349"
"88.7600","191.3462","0.0350"
"88.8600","192.0129","0.0350"
"88.9600","192.6804","0.0351"
"89.0600","193.3471","0.0351"
"89.1600","194.0137","0.0352"
"89.2600","194.6800","0.0353"
"89.3600","195.3466","0.0353"
"89.4600","196.0125","0.0354"
"89.5600","196.6794","0.0354"
"89.6600","197.3462","0.0355"
"89.7600","198.0139","0.0356"
"89.8600","198.6808","0.0356"
"89.9600","199.3475","0.0357"
"90.0600","200.0129","0.0357"
"90.0620","200.0260","0.0357"
"90.0900","200.1206","0.0356"
"90.1900","199.8396","0.0356"
"90.2900","199.4283","0.0354"
"90.3900","199.0504","0.0353"
"90.4900","198.6914","0.0351"
"90.5900","198.3443","0.0350"
"90.6900","198.0029","0.0349"
"90.7900","197.6660","0.0348"
"90.8900","197.3294","0.0347"
"90.9900","196.9950","0.0346"
"91.0900","196.6617","0.0345"
"91.1900","196.3266","0.0344"
"91.2900","195.9941","0.0344"
"91.3900","195.6596","0.0343"
"91.4900","195.3264","0.0342"
"91.5900","194.9933","0.0341"
"91.6900","194.6593","0.0340"
"91.7900","194.3268","0.0339"
"91.8900","193.9933","0.0339"
"91.9900","193.6602","0.0338"
"92.0900","193.3271","0.0337"
"92.1900","192.9933","0.0336"
"92.2900","192.6608","0.0336"
"92.3900","192.3264","0.0335"
"92.4900","191.9931","0.0334"
"92.5900","191.6604","0.0333"
"92.6900","191.3264","0.0333"
"92.7900","190.9939","0.0332"
"92.8900","190.6596","0.0331"
"92.9900","190.3264","0.0331"
"93.0900","189.9933","0.0330"
"93.1900","189.6591","0.0329"
"93.2900","189.3269","0.0329"
"93.3900","188.9933","0.0328"
"93.4900","188.6602","0.0327"
"93.5900","188.3273","0.0326"
"93.6900","187.9929","0.0326"
"93.7900","187.6608","0.0325"
"93.8900","187.3264","0.0325"
"93.9900","186.9933","0.0324"
"94.0900","186.6606","0.0323"
"94.1900","186.3264","0.0323"
"94.2900","185.9937","0.0322"
"94.3900","185.6596","0.0322"
"94.4900","185.3264","0.0321"
"94.5900","184.9933","0.0320"
"94.6900","184.6591","0.0320"
"94.7900","184.3266","0.0319"
"94.8900","183.9931","0.0318"
"94.9900","183.6604","0.0318"
"95.0900","183.3271","0.0317"
"95.1900","182.9929","0.0317"
"95.2900","182.6608","0.0316"
"95.3900","182.3266","0.0315"
"95.4900","181.9935","0.0315"
"95.5900","181.6606","0.0314"
"95.6900","181.3262","0.0314"
"95.7900","180.9937","0.0313"
"95.8900","180.6596","0.0313"
"95.9900","180.3262","0.0312"
"96.0900","179.9935","0.0312"
"96.1900","179.6593","0.0311"
"96.2900","179.3268","0.0310"
"96.3900","178.9933","0.0310"
"96.4900","178.6604","0.0309"
"96.5900","178.3273","0.0309"
"96.6900","177.9929","0.0308"
"96.7900","177.6606","0.0308"
"96.8900","177.3266","0.0307"
"96.9900","176.9933","0.0306"
"97.0900","176.6604","0.0306"
"97.1900","176.3262","0.0305"
"97.2900","175.9944","0.0305"
"97.3900","175.6596","0.0304"
"97.4900","175.3262","0.0304"
"97.5900","174.9935","0.0303"
"97.6900","174.6594","0.0303"
"97.7900","174.3269","0.0302"
"97.8900","173.9931","0.0302"
"97.9900","173.6604","0.0301"
"98.0900","173.3271","0.0301"
"98.1900","172.9929","0.0300"
"98.2900","172.6606","0.0300"
"98.3900","172.3268","0.0299"
"98.4900","171.9935","0.0298"
"98.5900","171.6606","0.0298"
"98.6900","171.3260","0.0297"
"98.7900","170.9941","0.0297"
"98.8900","170.6596","0.0296"
"98.9900","170.3262","0.0296"
"99.0900","169.9933","0.0295"
"99.1900","169.6593","0.0295"
"99.2900","169.3271","0.0294"
"99.3900","168.9929","0.0294"
"99.4900","168.6604","0.0293"
"99.5900","168.3275","0.0293"
"99.6900","167.9929","0.0292"
"99.7900","167.6602","0.0292"
"99.8900","167.3266","0.0291"
"99.9900","166.9935","0.0291"
"100.0900","166.6608","0.0290"
"100.1900","166.3262","0.0290"
"100.2900","165.9941","0.0289"
"100.3900","165.6596","0.0289"
"100.4900","165.3262","0.0288"
"100.5900","164.9933","0.0288"
"100.6900","164.6596","0.0287"
"100.7900","164.3266","0.0287"
"100.8900","163.9929","0.0286"
"100.9900","163.6602","0.0286"
"101.0900","163.3275","0.0285"
"101.1900","162.9931","0.0285"
"101.2900","162.6606","0.0284"
"101.3900","162.3264","0.0284"
"101.4900","161.9937","0.0284"
"101.5900","161.6606","0.0283"
"101.6900","161.3260","0.0283"
"101.7900","160.9937","0.0282"
"101.8900","160.6602","0.0282"
"101.9900","160.3264","0.0281"
"102.0900","159.9931","0.0281"
"102.1900","159.6594","0.0280"
"102.2900","159.3266","0.0280"
"102.3900","158.9929","0.0279"
"102.4900","158.6600","0.0279"
"102.5900","158.3271","0.0278"
"102.6900","157.9929","0.0278"
"102.7900","157.6608","0.0277"
"102.8900","157.3264","0.0277"
"102.9900","156.9937","0.0276"
"103.0900","156.6606","0.0276"
"103.1900","156.3258","0.0275"
"103.2900","155.9937","0.0275"
"103.3900","155.6600","0.0274"
"103.4900","155.3264","0.0274"
"103.5900","154.9931","0.0274"
"103.6900","154.6591","0.0273"
"103.7900","154.3269","0.0273"
"103.8900","153.9931","0.0272"
"103.9900","153.6600","0.0272"
"104.0900","153.3271","0.0271"
"104.1900","152.9933","0.0271"
"104.2900","152.6606","0.0270"
"104.3900","152.3264","0.0270"
"104.4900","151.9935","0.0269"
"104.5900","151.6608","0.0269"
"104.6900","151.3260","0.0268"
"104.7900","150.9935","0.0268"
"104.8900","150.6600","0.0268"
"104.9900","150.3264","0.0267"
"105.0900","149.9935","0.0267"
"105.1900","149.6591","0.0266"
"105.2900","149.3271","0.0266"
"105.3900","148.9931","0.0265"
"105.4900","148.6600","0.0265"
"105.5900","148.3273","0.0264"
"105.6900","147.9933","0.0264"
"105.7900","147.6606","0.0263"
"105.8900","147.3264","0.0263"
"105.9900","146.9935","0.0262"
"106.0900","146.6608","0.0262"
"106.1900","146.3260","0.0262"
"106.2900","145.9935","0.0261"
"106.3900","145.6596","0.0261"
"106.4900","145.3271","0.0260"
"106.5900","144.9933","0.0260"
"106.6900","144.6594","0.0259"
"106.7900","144.3271","0.0259"
"106.8900","143.9931","0.0259"
"106.9900","143.6602","0.0258"
"107.0900","143.3271","0.0258"
"107.1900","142.9933","0.0257"
"107.2900","142.6608","0.0257"
"107.3900","142.3266","0.0256"
"107.4900","141.9935","0.0256"
"107.5900","141.6608","0.0255"
"107.6900","141.3262","0.0255"
"107.7900","140.9935","0.0254"
"107.8900","140.6596","0.0254"
"107.9900","140.3269","0.0254"
"108.0900","139.9935","0.0253"
"108.1900","139.6591","0.0253"
"108.2900","139.3269","0.0252"
"108.3900","138.9931","0.0252"
"108.4900","138.6600","0.0251"
"108.5900","138.3269","0.0251"
"108.6900","137.9931","0.0250"
"108.7900","137.6612","0.0250"
"108.8900","137.3266","0.0249"
"108.9900","136.9935","0.0249"
"109.0900","136.6606","0.0249"
"109.1900","136.3260","0.0248"
"109.2900","135.9935","0.0248"
"109.3900","135.6596","0.0247"
"109.4900","135.3266","0.0247"
"109.5900","134.9933","0.0246"
"109.6900","134.6591","0.0246"
"109.7900","134.3266","0.0246"
"109.8900","133.9929","0.0245"
"109.9900","133.6600","0.0245"
"110.0900","133.3269","0.0244"
"110.1900","132.9931","0.0244"
"110.2900","132.6610","0.0243"
"110.3900","132.3266","0.0243"
"110.4900","131.9933","0.0242"
"110.5900","131.6606","0.0242"
"110.6900","131.3262","0.0241"
"110.7900","130.9935","0.0241"
"110.8900","130.6594","0.0241"
"110.9900","130.3264","0.0240"
"111.0900","129.9937","0.0240"
"111.1900","129.6593","0.0239"
"111.2900","129.3268","0.0239"
"111.3900","128.9931","0.0238"
"111.4900","128.6600","0.0238"
"111.5900","128.3271","0.0237"
"111.6900","127.9931","0.0237"
"111.7900","127.6608","0.0237"
"111.8900","127.3266","0.0236"
"111.9900","126.9933","0.0236"
"112.0900","126.6604","0.0235"
"112.1900","126.3262","0.0235"
"112.2900","125.9937","0.0234"
"112.3900","125.6593","0.0234"
"112.4900","125.3264","0.0233"
"112.5900","124.9937","0.0233"
"112.6900","124.6592","0.0233"
"112.7900","124.3269","0.0232"
"112.8900","123.9929","0.0232"
"112.9900","123.6602","0.0231"
"113.0900","123.3273","0.0231"
"113.1900","122.9931","0.0230"
"113.2900","122.6608","0.0230"
"113.3900","122.3271","0.0229"
"113.4900","121.9933","0.0229"
"113.5900","121.6606","0.0229"
"113.6900","121.3262","0.0228"
"113.7900","120.9937","0.0228"
"113.8900","120.6594","0.0227"
"113.9900","120.3264","0.0227"
"114.0900","119.9935","0.0226"
"114.1900","119.6594","0.0226"
"114.2900","119.3269","0.0225"
"114.3900","118.9929","0.0225"
"114.4900","118.6604","0.0224"
"114.5900","118.3271","0.0224"
"114.6900","117.9929","0.0224"
"114.7900","117.6606","0.0223"
"114.8900","117.3271","0.0223"
"114.9900","116.9935","0.0222"
"115.0900","116.6606","0.0222"
"115.1900","116.3262","0.0221"
"115.2900","115.9939","0.0221"
"115.3900","115.6594","0.0220"
"115.4900","115.3262","0.0220"
"115.5900","114.9933","0.0220"
"115.6900","114.6598","0.0219"
"115.7900","114.3269","0.0219"
"115.8900","113.9929","0.0218"
"115.9900","113.6604","0.0218"
"116.0900","113.3271","0.0217"
"116.1900","112.9929","0.0217"
"116.2900","112.6606","0.0216"
"116.3900","112.3269","0.0216"
"116.4900","111.9935","0.0215"
"116.5900","111.6608","0.0215"
"116.6900","111.3260","0.0214"
"116.7900","110.9939","0.0214"
"116.8900","110.6596","0.0214"
"116.9900","110.3262","0.0213"
"117.0900","109.9933","0.0213"
"117.1900","109.6596","0.0212"
"117.2900","109.3269","0.0212"
"117.3900","108.9927","0.0211"
"117.4900","108.6600","0.0211"
"117.5900","108.3271","0.0210"
"117.6900","107.9929","0.0210"
"117.7900","107.6606","0.0209"
"117.8900","107.3264","0.0209"
"117.9900","106.9939","0.0209"
"118.0900","106.6608","0.0208"
"118.1900","106.3258","0.0208"
"118.2900","105.9937","0.0207"
"118.3900","105.6596","0.0207"
"118.4900","105.3264","0.0206"
"118.5900","104.9933","0.0206"
"118.6900","104.6596","0.0205"
"118.7900","104.3269","0.0205"
"118.8900","103.9931","0.0204"
"118.9900","103.6600","0.0204"
"119.0900","103.3273","0.0203"
"119.1900","102.9929","0.0203"
"119.2900","102.6606","0.0203"
"119.3900","102.3264","0.0202"
"119.4900","101.9939","0.0202"
"119.5900","101.6606","0.0201"
"119.6900","101.3260","0.0201"
"119.7900","100.9937","0.0200"
"119.8900","100.6598","0.0200"
"119.9900","100.3264","0.0199"
"120.0900","99.9931","0.0199"
"120.1900","99.6594","0.0198"
"120.2900","99.3271","0.0198"
"120.3900","98.9929","0.0197"
"120.4900","98.6600","0.0197"
"120.5900","98.3273","0.0196"
"120.6900","97.9931","0.0196"
"120.7900","97.6604","0.0195"
"120.8900","97.3264","0.0195"
"120.9900","96.9937","0.0194"
"121.0900","96.6608","0.0194"
"121.1900","96.3260","0.0193"
"121.2900","95.9935","0.0193"
"121.3900","95.6598","0.0192"
"121.4900","95.3262","0.0192"
"121.5900","94.9933","0.0191"
"121.6900","94.6596","0.0191"
"121.7900","94.3271","0.0190"
"121.8900","93.9931","0.0190"
"121.9900","93.6600","0.0189"
"122.0900","93.3271","0.0189"
"122.1900","92.9931","0.0188"
"122.2900","92.6606","0.0188"
"122.3900","92.3264","0.0188"
"122.4900","91.9937","0.0187"
"122.5900","91.6612","0.0187"
"122.6900","91.3262","0.0186"
"122.7900","90.9935","0.0185"
"122.8900","90.6596","0.0185"
"122.9900","90.3264","0.0185"
"123.0900","89.9933","0.0184"
"123.1900","89.6594","0.0183"
"123.2900","89.3271","0.0183"
"123.3900","88.9929","0.0182"
"123.4900","88.6600","0.0182"
"123.5900","88.3271","0.0181"
"123.6900","87.9931","0.0181"
"123.7900","87.6606","0.0180"
"123.8900","87.3264","0.0180"
"123.9900","86.9935","0.0179"
"124.0900","86.6610","0.0179"
"124.1900","86.3260","0.0178"
"124.2900","85.9935","0.0178"
"124.3900","85.6596","0.0177"
"124.4900","85.3264","0.0177"
"124.5900","84.9931","0.0176"
"124.6900","84.6591","0.0176"
"124.7900","84.3269","0.0175"
"124.8900","83.9933","0.0175"
"124.9900","83.6600","0.0174"
"125.0900","83.3269","0.0174"
"125.1900","82.9931","0.0173"
"125.2900","82.6606","0.0173"
"125.3900","82.3267","0.0172"
"125.4900","81.9933","0.0172"
"125.5900","81.6610","0.0171"
"125.6900","81.3262","0.0170"
"125.7900","80.9939","0.0170"
"125.8900","80.6594","0.0169"
"125.9900","80.3267","0.0169"
"126.0900","79.9933","0.0168"
"126.1900","79.6592","0.0168"
"126.2900","79.3269","0.0167"
"126.3900","78.9933","0.0167"
"126.4900","78.6602","0.0166"
"126.5900","78.3269","0.0165"
"126.6900","77.9929","0.0165"
"126.7900","77.6606","0.0164"
"126.8900","77.3262","0.0164"
"126.9900","76.9931","0.0163"
"127.0900","76.6606","0.0163"
"127.1900","76.3267","0.0162"
"127.2900","75.9937","0.0162"
"127.3900","75.6594","0.0161"
"127.4900","75.3264","0.0161"
"127.5900","74.9935","0.0160"
"127.6900","74.6592","0.0159"
"127.7900","74.3269","0.0159"
"127.8900","73.9931","0.0159"
"127.9900","73.6600","0.0158"
"128.0900","73.3271","0.0157"
"128.1900","72.9929","0.0157"
"128.2900","72.6608","0.0156"
"128.3900","72.3264","0.0155"
"128.4900","71.9931","0.0155"
"128.5900","71.6606","0.0154"
"128.6900","71.3264","0.0154"
"128.7900","70.9937","0.0153"
"128.8900","70.6594","0.0153"
"128.9900","70.3262","0.0152"
"129.0900","69.9935","0.0151"
"129.1900","69.6592","0.0151"
"129.2900","69.3267","0.0150"
"129.3900","68.9929","0.0150"
"129.4900","68.6604","0.0149"
"129.5900","68.3269","0.0149"
"129.6900","67.9929","0.0148"
"129.7900","67.6606","0.0147"
"129.8900","67.3264","0.0147"
"129.9900","66.9933","0.0146"
"130.0900","66.6606","0.0145"
"130.1900","66.3264","0.0145"
"130.2900","65.9939","0.0144"
"130.3900","65.6596","0.0144"
"130.4900","65.3264","0.0143"
"130.5900","64.9935","0.0142"
"130.6900","64.6592","0.0142"
"130.7900","64.3267","0.0141"
"130.8900","63.9931","0.0141"
"130.9900","63.6604","0.0140"
"131.0900","63.3273","0.0139"
"131.1900","62.9929","0.0139"
"131.2900","62.6606","0.0138"
"131.3900","62.3267","0.0137"
"131.4900","61.9933","0.0137"
"131.5900","61.6604","0.0136"
"131.6900","61.3262","0.0135"
"131.7900","60.9944","0.0135"
"131.8900","60.6596","0.0134"
"131.9900","60.3262","0.0133"
"132.0900","59.9935","0.0133"
"132.1900","59.6592","0.0132"
"132.2900","59.3267","0.0132"
"132.3900","58.9929","0.0131"
"132.4900","58.6602","0.0130"
"132.5900","58.3271","0.0130"
"132.6900","57.9929","0.0129"
"132.7900","57.6604","0.0128"
"132.8900","57.3267","0.0128"
"132.9900","56.9933","0.0127"
"133.0900","56.6604","0.0126"
"133.1900","56.3260","0.0126"
"133.2900","55.9942","0.0125"
"133.3900","55.6596","0.0124"
"133.4900","55.3262","0.0123"
"133.5900","54.9933","0.0123"
"133.6900","54.6594","0.0122"
"133.7900","54.3267","0.0121"
"133.8900","53.9929","0.0121"
"133.9900","53.6602","0.0120"
"134.0900","53.3275","0.0119"
"134.1900","52.9929","0.0119"
"134.2900","52.6604","0.0118"
"134.3900","52.3265","0.0117"
"134.4900","51.9933","0.0116"
"134.5900","51.6604","0.0116"
"134.6900","51.3262","0.0115"
"134.7900","50.9942","0.0114"
"134.8900","50.6596","0.0113"
"134.9900","50.3262","0.0113"
"135.0900","49.9931","0.0112"
"135.1900","49.6592","0.0111"
"135.2900","49.3269","0.0111"
"135.3900","48.9927","0.0110"
"135.4900","48.6602","0.0109"
"135.5900","48.3271","0.0108"
"135.6900","47.9927","0.0108"
"135.7900","47.6604","0.0107"
"135.8900","47.3265","0.0106"
"135.9900","46.9937","0.0105"
"136.0900","46.6606","0.0105"
"136.1900","46.3258","0.0104"
"136.2900","45.9937","0.0103"
"136.3900","45.6602","0.0102"
"136.4900","45.3262","0.0101"
"136.5900","44.9929","0.0101"
"136.6900","44.6594","0.0100"
"136.7900","44.3269","0.0099"
"136.8900","43.9929","0.0098"
"136.9900","43.6600","0.0098"
"137.0900","43.3271","0.0097"
"137.1900","42.9927","0.0096"
"137.2900","42.6604","0.0095"
"137.3900","42.3262","0.0094"
"137.4900","41.9937","0.0093"
"137.5900","41.6606","0.0093"
"137.6900","41.3258","0.0092"
"137.7900","40.9937","0.0091"
"137.8900","40.6600","0.0090"
"137.9900","40.3262","0.0089"
"138.0900","39.9931","0.0088"
"138.1900","39.6592","0.0088"
"138.2900","39.3269","0.0087"
"138.3900","38.9927","0.0086"
"138.4900","38.6598","0.0085"
"138.5900","38.3271","0.0084"
"138.6900","37.9933","0.0083"
"138.7900","37.6606","0.0082"
"138.8900","37.3262","0.0081"
"138.9900","36.9935","0.0081"
"139.0900","36.6608","0.0080"
"139.1900","36.3260","0.0079"
"139.2900","35.9937","0.0078"
"139.3900","35.6600","0.0077"
"139.4900","35.3265","0.0076"
"139.5900","34.9933","0.0075"
"139.6900","34.6592","0.0074"
"139.7900","34.3269","0.0074"
"139.8900","33.9929","0.0072"
"139.9900","33.6600","0.0071"
"140.0900","33.3271","0.0071"
"140.1900","32.9931","0.0070"
"140.2900","32.6606","0.0068"
"140.3900","32.3262","0.0068"
"140.4900","31.9933","0.0067"
"140.5900","31.6608","0.0066"
"140.6900","31.3260","0.0065"
"140.7900","30.9935","0.0064"
"140.8900","30.6596","0.0063"
"140.9900","30.3269","0.0062"
"141.0900","29.9933","0.0061"
"141.1900","29.6592","0.0060"
"141.2900","29.3271","0.0059"
"141.3900","28.9927","0.0058"
"141.4900","28.6600","0.0057"
"141.5900","28.3271","0.0056"
"141.6900","27.9929","0.0055"
"141.7900","27.6604","0.0054"
"141.8900","27.3265","0.0053"
"141.9900","26.9933","0.0052"
"142.0900","26.6608","0.0050"
"142.1900","26.3260","0.0049"
"142.2900","25.9935","0.0048"
"142.3900","25.6594","0.0047"
"142.4900","25.3267","0.0046"
"142.5900","24.9933","0.0045"
"142.6900","24.6592","0.0044"
"142.7900","24.3269","0.0043"
"142.8900","23.9931","0.0042"
"142.9900","23.6598","0.0041"
"143.0900","23.3269","0.0040"
"143.1900","22.9929","0.0038"
"143.2900","22.6610","0.0037"
"143.3900","22.3265","0.0036"
"143.4900","21.9931","0.0035"
"143.5900","21.6606","0.0034"
"143.6900","21.3260","0.0032"
"143.7900","20.9935","0.0031"
"143.8900","20.6596","0.0030"
"143.9900","20.3267","0.0029"
"144.0900","19.9933","0.0028"
"144.1900","19.6594","0.0026"
"144.2900","19.3267","0.0025"
"144.3900","18.9931","0.0024"
"144.4900","18.6598","0.0023"
"144.5900","18.3267","0.0021"
"144.6900","17.9929","0.0020"
"144.7900","17.6606","0.0019"
"144.8900","17.3267","0.0018"
"144.9900","16.9933","0.0016"
"145.0900","16.6606","0.0015"
"145.1900","16.3262","0.0014"
"145.2900","15.9935","0.0012"
"145.3900","15.6594","0.0011"
"145.4900","15.3265","0.0010"
"145.5900","14.9940","0.0008"
"145.6900","14.6594","0.0007"
"145.7900","14.3269","0.0006"
"145.8900","13.9927","0.0004"
"145.9900","13.6598","0.0003"
"146.0900","13.3269","0.0003"
"146.1900","12.9929","0.0003"
"146.2900","12.6606","0.0003"
"146.3900","12.3267","0.0003"
"146.4900","11.9933","0.0003"
"146.5900","11.6606","0.0003"
"146.6900","11.3262","0.0003"
"146.7900","10.9935","0.0003"
"146.8900","10.6592","0.0003"
"146.9900","10.3265","0.0003"
"147.0900","9.9935","0.0003"
"147.1900","9.6594","0.0003"
"147.2900","9.3267","0.0003"
"147.3900","8.9929","0.0003"
"147.4900","8.6600","0.0003"
"147.5900","8.3269","0.0003"
"147.6900","7.9929","0.0003"
"147.7900","7.6606","0.0003"
"147.8900","7.3271","0.0003"
"147.9900","6.9933","0.0003"
"148.0900","6.6604","0.0003"
"148.1900","6.3262","0.0003"
"148.2900","5.9937","0.0003"
"148.3900","5.6596","0.0003"
"148.4900","5.3265","0.0003"
"148.5900","4.9937","0.0003"
"148.6900","4.6596","0.0003"
"148.7900","4.3267","0.0003"
"148.8900","3.9927","0.0003"
"148.9900","3.6600","0.0003"
"149.0900","3.3269","0.0003"
"149.1900","2.9927","0.0003"
"149.2900","2.6606","0.0003"
"149.3900","2.3271","0.0003"
"149.4900","1.9935","0.0003"
"149.5900","1.6604","0.0003"
"149.6900","1.3260","0.0003"
"149.7900","0.9937","0.0003"
"149.8900","0.6594","0.0003"
"149.9900","0.3262","0.0003"
"150.0900","-0.0065","0.0003"

