

Time (sec), Load (N), Stress (KPa), Strain (mm), Position (mm), Cycle
2.160, 0.05, 0, , 0.161, 1
2.180, 0.08, 0, , 0.163, 1
2.200, 0.04, 0, , 0.165, 1
2.220, 0.05, 0, , 0.166, 1
2.240, 0.05, 0, , 0.167, 1
2.260, 0.05, 0, , 0.170, 1
2.280, 0.04, 0, , 0.171, 1
2.300, 0.03, 0, , 0.172, 1
2.320, 0.05, 0, , 0.174, 1
2.340, 0.04, 0, , 0.176, 1
2.360, 0.05, 0, , 0.177, 1
2.380, 0.07, 0, , 0.179, 1
2.400, 0.08, 0, , 0.181, 1
2.420, 0.03, 0, , 0.183, 1
2.440, 0.06, 0, , 0.184, 1
2.460, 0.05, 0, , 0.186, 1
2.480, 0.05, 0, , 0.188, 1
2.500, 0.04, 0, , 0.189, 1
2.520, 0.05, 0, , 0.191, 1
2.540, 0.06, 0, , 0.193, 1
2.560, 0.06, 0, , 0.194, 1
2.580, 0.05, 0, , 0.196, 1
2.600, 0.05, 0, , 0.198, 1
2.620, 0.06, 0, , 0.199, 1
2.640, 0.06, 0, , 0.201, 1
2.660, 0.05, 0, , 0.203, 1
2.680, 0.04, 0, , 0.204, 1
2.700, 0.08, 0, , 0.206, 1
2.720, 0.05, 0, , 0.208, 1
2.740, 0.05, 0, , 0.209, 1
2.760, 0.08, 0, , 0.211, 1
2.780, 0.07, 0, , 0.213, 1
2.800, 0.03, 0, , 0.215, 1
2.820, 0.05, 0, , 0.216, 1
2.840, 0.08, 0, , 0.218, 1
2.860, 0.06, 0, , 0.220, 1
2.880, 0.04, 0, , 0.221, 1
2.900, 0.07, 0, , 0.222, 1
2.920, 0.06, 0, , 0.225, 1
2.940, 0.07, 0, , 0.226, 1
2.960, 0.05, 0, , 0.227, 1
2.980, 0.06, 0, , 0.229, 1
3.000, 0.04, 0, , 0.231, 1
3.020, 0.06, 0, , 0.232, 1
3.040, 0.06, 0, , 0.234, 1
3.060, 0.06, 0, , 0.236, 1
3.080, 0.05, 0, , 0.238, 1
3.100, 0.04, 0, , 0.239, 1
3.120, 0.05, 0, , 0.241, 1
3.140, 0.05, 0, , 0.243, 1
3.160, 0.04, 0, , 0.244, 1
3.180, 0.07, 0, , 0.246, 1
3.200, 0.04, 0, , 0.248, 1
3.220, 0.04, 0, , 0.249, 1
3.240, 0.08, 0, , 0.251, 1
3.260, 0.05, 0, , 0.253, 1
3.280, 0.03, 0, , 0.254, 1
3.300, 0.08, 0, , 0.256, 1
3.320, 0.05, 0, , 0.258, 1
3.340, 0.05, 0, , 0.259, 1
3.360, 0.07, 0, , 0.261, 1
3.380, 0.07, 0, , 0.263, 1
3.400, 0.07, 0, , 0.264, 1
3.420, 0.08, 0, , 0.266, 1
3.440, 0.05, 0, , 0.268, 1
3.460, 0.06, 0, , 0.269, 1
3.480, 0.05, 0, , 0.271, 1
3.500, 0.05, 0, , 0.272, 1
3.520, 0.08, 0, , 0.274, 1
3.540, 0.06, 0, , 0.277, 1
3.560, 0.06, 0, , 0.278, 1
3.580, 0.06, 0, , 0.279, 1
3.600, 0.06, 0, , 0.281, 1
3.620, 0.04, 0, , 0.283, 1
3.640, 0.06, 0, , 0.284, 1
3.660, 0.05, 0, , 0.286, 1
3.680, 0.04, 0, , 0.288, 1
3.700, 0.06, 0, , 0.289, 1
3.720, 0.06, 0, , 0.291, 1
3.740, 0.03, 0, , 0.293, 1
3.760, 0.08, 0, , 0.294, 1
3.780, 0.06, 0, , 0.296, 1
3.800, 0.05, 0, , 0.298, 1
3.820, 0.06, 0, , 0.299, 1
3.840, 0.06, 0, , 0.301, 1
3.860, 0.04, 0, , 0.303, 1
3.880, 0.06, 0, , 0.304, 1
3.900, 0.07, 0, , 0.306, 1
3.920, 0.08, 0, , 0.308, 1
3.940, 0.04, 0, , 0.309, 1
3.960, 0.07, 0, , 0.311, 1
3.980, 0.06, 0, , 0.313, 1
4.000, 0.05, 0, , 0.314, 1
4.020, 0.06, 0, , 0.316, 1
4.040, 0.07, 0, , 0.318, 1
4.060, 0.05, 0, , 0.319, 1
4.080, 0.09, 0, , 0.321, 1
4.100, 0.05, 0, , 0.323, 1
4.120, 0.05, 0, , 0.324, 1
4.140, 0.06, 0, , 0.326, 1
4.160, 0.07, 0, , 0.328, 1
4.180, 0.05, 0, , 0.329, 1
4.200, 0.05, 0, , 0.331, 1
4.220, 0.07, 0, , 0.333, 1
4.240, 0.05, 0, , 0.334, 1
4.260, 0.08, 0, , 0.336, 1
4.280, 0.08, 0, , 0.338, 1
4.300, 0.07, 0, , 0.339, 1
4.320, 0.07, 0, , 0.341, 1
4.340, 0.06, 0, , 0.343, 1
4.360, 0.06, 0, , 0.344, 1
4.380, 0.09, 0, , 0.346, 1
4.400, 0.05, 0, , 0.348, 1
4.420, 0.05, 0, , 0.349, 1
4.440, 0.07, 0, , 0.350, 1
4.460, 0.08, 0, , 0.353, 1
4.480, 0.05, 0, , 0.354, 1
4.500, 0.08, 0, , 0.356, 1
4.520, 0.06, 0, , 0.358, 1
4.540, 0.07, 0, , 0.360, 1
4.560, 0.06, 0, , 0.361, 1
4.580, 0.06, 0, , 0.363, 1
4.600, 0.07, 0, , 0.365, 1
4.620, 0.06, 0, , 0.366, 1
4.640, 0.05, 0, , 0.367, 1
4.660, 0.07, 0, , 0.369, 1
4.680, 0.07, 0, , 0.371, 1
4.700, 0.06, 0, , 0.372, 1
4.720, 0.10, 0, , 0.374, 1
4.740, 0.06, 0, , 0.376, 1
4.760, 0.07, 0, , 0.377, 1
4.780, 0.10, 0, , 0.379, 1
4.800, 0.07, 0, , 0.382, 1
4.820, 0.08, 0, , 0.382, 1
4.840, 0.08, 0, , 0.384, 1
4.860, 0.07, 0, , 0.386, 1
4.880, 0.06, 0, , 0.387, 1
4.900, 0.10, 0, , 0.389, 1
4.920, 0.08, 0, , 0.391, 1
4.940, 0.07, 0, , 0.393, 1
4.960, 0.06, 0, , 0.394, 1
4.980, 0.08, 0, , 0.396, 1
5.000, 0.06, 0, , 0.398, 1
5.020, 0.09, 0, , 0.399, 1
5.040, 0.09, 0, , 0.401, 1
5.060, 0.07, 0, , 0.403, 1
5.080, 0.07, 0, , 0.404, 1
5.100, 0.10, 0, , 0.406, 1
5.120, 0.07, 0, , 0.408, 1
5.140, 0.06, 0, , 0.409, 1
5.160, 0.08, 0, , 0.411, 1
5.180, 0.08, 0, , 0.413, 1
5.200, 0.08, 0, , 0.414, 1
5.220, 0.10, 0, , 0.416, 1
5.240, 0.07, 0, , 0.418, 1
5.260, 0.06, 0, , 0.419, 1
5.280, 0.08, 0, , 0.421, 1
5.300, 0.07, 0, , 0.423, 1
5.320, 0.09, 0, , 0.424, 1
5.340, 0.11, 0, , 0.426, 1
5.360, 0.09, 0, , 0.428, 1
5.380, 0.10, 0, , 0.429, 1
5.400, 0.10, 0, , 0.431, 1
5.420, 0.07, 0, , 0.433, 1
5.440, 0.11, 0, , 0.434, 1
5.460, 0.07, 0, , 0.436, 1
5.480, 0.09, 0, , 0.437, 1
5.500, 0.08, 0, , 0.439, 1
5.520, 0.10, 0, , 0.441, 1
5.540, 0.06, 0, , 0.443, 1
5.560, 0.09, 0, , 0.444, 1
5.580, 0.08, 0, , 0.446, 1
5.600, 0.08, 0, , 0.448, 1
5.620, 0.09, 0, , 0.449, 1
5.640, 0.07, 0, , 0.451, 1
5.660, 0.08, 0, , 0.453, 1
5.680, 0.08, 0, , 0.454, 1
5.700, 0.09, 0, , 0.455, 1
5.720, 0.08, 0, , 0.458, 1
5.740, 0.07, 0, , 0.459, 1
5.760, 0.09, 0, , 0.461, 1
5.780, 0.06, 0, , 0.463, 1
5.800, 0.09, 0, , 0.464, 1
5.820, 0.12, 0, , 0.466, 1
5.840, 0.08, 0, , 0.468, 1
5.860, 0.09, 0, , 0.469, 1
5.880, 0.09, 0, , 0.471, 1
5.900, 0.09, 0, , 0.473, 1
5.920, 0.08, 0, , 0.474, 1
5.940, 0.12, 0, , 0.476, 1
5.960, 0.10, 0, , 0.478, 1
5.980, 0.08, 0, , 0.479, 1
6.000, 0.11, 0, , 0.481, 1
6.020, 0.08, 0, , 0.483, 1
6.040, 0.08, 0, , 0.484, 1
6.060, 0.10, 0, , 0.486, 1
6.080, 0.08, 0, , 0.487, 1
6.100, 0.09, 0, , 0.489, 1
6.120, 0.08, 0, , 0.491, 1
6.140, 0.07, 0, , 0.493, 1
6.160, 0.10, 0, , 0.494, 1
6.180, 0.09, 0, , 0.496, 1
6.200, 0.09, 0, , 0.497, 1
6.220, 0.08, 0, , 0.499, 1
6.240, 0.12, 0, , 0.501, 1
6.260, 0.09, 0, , 0.503, 1
6.280, 0.11, 0, , 0.504, 1
6.300, 0.11, 0, , 0.506, 1
6.320, 0.10, 0, , 0.508, 1
6.340, 0.08, 0, , 0.509, 1
6.360, 0.11, 0, , 0.511, 1
6.380, 0.11, 0, , 0.513, 1
6.400, 0.06, 0, , 0.515, 1
6.420, 0.10, 0, , 0.516, 1
6.440, 0.08, 0, , 0.518, 1
6.460, 0.07, 0, , 0.519, 1
6.480, 0.09, 0, , 0.520, 1
6.500, 0.13, 0, , 0.523, 1
6.520, 0.05, 0, , 0.525, 1
6.540, 0.10, 0, , 0.526, 1
6.560, 0.10, 0, , 0.528, 1
6.580, 0.10, 0, , 0.530, 1
6.600, 0.08, 0, , 0.531, 1
6.620, 0.09, 0, , 0.532, 1
6.640, 0.10, 0, , 0.534, 1
6.660, 0.07, 0, , 0.536, 1
6.680, 0.08, 0, , 0.537, 1
6.700, 0.08, 0, , 0.539, 1
6.720, 0.06, 0, , 0.541, 1
6.740, 0.05, 0, , 0.542, 1
6.760, 0.07, 0, , 0.544, 1
6.780, 0.07, 0, , 0.546, 1
6.800, 0.06, 0, , 0.547, 1
6.820, 0.11, 0, , 0.549, 1
6.840, 0.10, 0, , 0.551, 1
6.860, 0.09, 0, , 0.553, 1
6.880, 0.09, 0, , 0.554, 1
6.900, 0.09, 0, , 0.556, 1
6.920, 0.07, 0, , 0.557, 1
6.940, 0.10, 0, , 0.559, 1
6.960, 0.10, 0, , 0.561, 1
6.980, 0.06, 0, , 0.563, 1
7.000, 0.10, 0, , 0.564, 1
7.020, 0.09, 0, , 0.566, 1
7.040, 0.08, 0, , 0.567, 1
7.060, 0.12, 0, , 0.569, 1
7.080, 0.08, 0, , 0.571, 1
7.100, 0.09, 0, , 0.572, 1
7.120, 0.12, 0, , 0.574, 1
7.140, 0.08, 0, , 0.576, 1
7.160, 0.11, 0, , 0.577, 1
7.180, 0.09, 0, , 0.579, 1
7.200, 0.09, 0, , 0.581, 1
7.220, 0.09, 0, , 0.582, 1
7.240, 0.10, 0, , 0.584, 1
7.260, 0.12, 0, , 0.587, 1
7.280, 0.09, 0, , 0.588, 1
7.300, 0.10, 0, , 0.589, 1
7.320, 0.09, 0, , 0.591, 1
7.340, 0.08, 0, , 0.592, 1
7.360, 0.10, 0, , 0.593, 1
7.380, 0.11, 0, , 0.596, 1
7.400, 0.08, 0, , 0.598, 1
7.420, 0.09, 0, , 0.599, 1
7.440, 0.13, 0, , 0.601, 1
7.460, 0.10, 0, , 0.603, 1
7.480, 0.10, 0, , 0.604, 1
7.500, 0.12, 0, , 0.606, 1
7.520, 0.09, 0, , 0.608, 1
7.540, 0.10, 0, , 0.609, 1
7.560, 0.10, 0, , 0.611, 1
7.580, 0.07, 0, , 0.613, 1
7.600, 0.10, 0, , 0.614, 1
7.620, 0.12, 0, , 0.616, 1
7.640, 0.10, 0, , 0.617, 1
7.660, 0.12, 0, , 0.619, 1
7.680, 0.10, 0, , 0.621, 1
7.700, 0.10, 0, , 0.623, 1
7.720, 0.10, 0, , 0.624, 1
7.740, 0.09, 0, , 0.626, 1
7.760, 0.07, 0, , 0.627, 1
7.780, 0.09, 0, , 0.629, 1
7.800, 0.09, 0, , 0.632, 1
7.820, 0.10, 0, , 0.633, 1
7.840, 0.10, 0, , 0.634, 1
7.860, 0.11, 0, , 0.636, 1
7.880, 0.07, 0, , 0.637, 1
7.900, 0.11, 0, , 0.639, 1
7.920, 0.12, 0, , 0.641, 1
7.940, 0.09, 0, , 0.643, 1
7.960, 0.10, 0, , 0.644, 1
7.980, 0.12, 0, , 0.646, 1
8.000, 0.09, 0, , 0.648, 1
8.020, 0.12, 0, , 0.649, 1
8.040, 0.09, 0, , 0.651, 1
8.060, 0.09, 0, , 0.652, 1
8.080, 0.11, 0, , 0.654, 1
8.100, 0.12, 0, , 0.656, 1
8.120, 0.09, 0, , 0.658, 1
8.140, 0.09, 0, , 0.659, 1
8.160, 0.12, 0, , 0.661, 1
8.180, 0.10, 0, , 0.663, 1
8.200, 0.12, 0, , 0.664, 1
8.220, 0.09, 0, , 0.666, 1
8.240, 0.12, 0, , 0.668, 1
8.260, 0.10, 0, , 0.670, 1
8.280, 0.14, 0, , 0.671, 1
8.300, 0.11, 0, , 0.673, 1
8.320, 0.08, 0, , 0.674, 1
8.340, 0.07, 0, , 0.675, 1
8.360, 0.13, 0, , 0.677, 1
8.380, 0.10, 0, , 0.679, 1
8.400, 0.11, 0, , 0.680, 1
8.420, 0.12, 0, , 0.683, 1
8.440, 0.12, 0, , 0.684, 1
8.460, 0.10, 0, , 0.686, 1
8.480, 0.11, 0, , 0.688, 1
8.500, 0.09, 0, , 0.689, 1
8.520, 0.12, 0, , 0.691, 1
8.540, 0.14, 0, , 0.693, 1
8.560, 0.12, 0, , 0.695, 1
8.580, 0.10, 0, , 0.696, 1
8.600, 0.11, 0, , 0.698, 1
8.620, 0.09, 0, , 0.699, 1
8.640, 0.13, 0, , 0.701, 1
8.660, 0.12, 0, , 0.703, 1
8.680, 0.11, 0, , 0.704, 1
8.700, 0.12, 0, , 0.705, 1
8.720, 0.13, 0, , 0.708, 1
8.740, 0.10, 0, , 0.709, 1
8.760, 0.11, 0, , 0.711, 1
8.780, 0.12, 0, , 0.713, 1
8.800, 0.10, 0, , 0.715, 1
8.820, 0.12, 0, , 0.716, 1
8.840, 0.10, 0, , 0.718, 1
8.860, 0.11, 0, , 0.720, 1
8.880, 0.10, 0, , 0.721, 1
8.900, 0.09, 0, , 0.722, 1
8.920, 0.10, 0, , 0.724, 1
8.940, 0.09, 0, , 0.726, 1
8.960, 0.10, 0, , 0.727, 1
8.980, 0.11, 0, , 0.729, 1
9.000, 0.09, 0, , 0.731, 1
9.020, 0.11, 0, , 0.732, 1
9.040, 0.13, 0, , 0.735, 1
9.060, 0.11, 0, , 0.736, 1
9.080, 0.11, 0, , 0.737, 1
9.100, 0.10, 0, , 0.739, 1
9.120, 0.08, 0, , 0.741, 1
9.140, 0.13, 0, , 0.742, 1
9.160, 0.11, 0, , 0.744, 1
9.180, 0.09, 0, , 0.746, 1
9.200, 0.09, 0, , 0.747, 1
9.220, 0.12, 0, , 0.749, 1
9.240, 0.11, 0, , 0.751, 1
9.260, 0.07, 0, , 0.753, 1
9.280, 0.10, 0, , 0.754, 1
9.300, 0.09, 0, , 0.756, 1
9.320, 0.09, 0, , 0.758, 1
9.340, 0.11, 0, , 0.759, 1
9.360, 0.12, 0, , 0.761, 1
9.380, 0.08, 0, , 0.763, 1
9.400, 0.10, 0, , 0.764, 1
9.420, 0.13, 0, , 0.765, 1
9.440, 0.10, 0, , 0.768, 1
9.460, 0.10, 0, , 0.769, 1
9.480, 0.10, 0, , 0.770, 1
9.500, 0.12, 0, , 0.773, 1
9.520, 0.13, 0, , 0.774, 1
9.540, 0.13, 0, , 0.776, 1
9.560, 0.12, 0, , 0.778, 1
9.580, 0.11, 0, , 0.780, 1
9.600, 0.12, 0, , 0.781, 1
9.620, 0.13, 0, , 0.782, 1
9.640, 0.10, 0, , 0.785, 1
9.660, 0.09, 0, , 0.785, 1
9.680, 0.12, 0, , 0.787, 1
9.700, 0.11, 0, , 0.790, 1
9.720, 0.11, 0, , 0.791, 1
9.740, 0.12, 0, , 0.792, 1
9.760, 0.11, 0, , 0.794, 1
9.780, 0.12, 0, , 0.795, 1
9.800, 0.12, 0, , 0.798, 1
9.820, 0.08, 0, , 0.800, 1
9.840, 0.10, 0, , 0.800, 1
9.860, 0.11, 0, , 0.803, 1
9.880, 0.09, 0, , 0.804, 1
9.900, 0.13, 0, , 0.806, 1
9.920, 0.12, 0, , 0.808, 1
9.940, 0.10, 0, , 0.810, 1
9.960, 0.10, 0, , 0.811, 1
9.980, 0.10, 0, , 0.813, 1
10.000, 0.10, 0, , 0.814, 1
10.020, 0.13, 0, , 0.815, 1
10.040, 0.12, 0, , 0.817, 1
10.060, 0.10, 0, , 0.819, 1
10.080, 0.10, 0, , 0.820, 1
10.100, 0.13, 0, , 0.823, 1
10.120, 0.09, 0, , 0.825, 1
10.140, 0.11, 0, , 0.826, 1
10.160, 0.14, 0, , 0.828, 1
10.180, 0.11, 0, , 0.829, 1
10.200, 0.10, 0, , 0.830, 1
10.220, 0.14, 0, , 0.832, 1
10.240, 0.11, 0, , 0.835, 1
10.260, 0.11, 0, , 0.836, 1
10.280, 0.11, 0, , 0.837, 1
10.300, 0.15, 0, , 0.839, 1
10.320, 0.10, 0, , 0.841, 1
10.340, 0.11, 0, , 0.842, 1
10.360, 0.11, 0, , 0.844, 1
10.380, 0.11, 0, , 0.846, 1
10.400, 0.12, 0, , 0.848, 1
10.420, 0.12, 0, , 0.849, 1
10.440, 0.11, 0, , 0.851, 1
10.460, 0.10, 0, , 0.852, 1
10.480, 0.12, 0, , 0.854, 1
10.500, 0.13, 0, , 0.856, 1
10.520, 0.09, 0, , 0.858, 1
10.540, 0.13, 0, , 0.859, 1
10.560, 0.13, 0, , 0.861, 1
10.580, 0.10, 0, , 0.863, 1
10.600, 0.10, 0, , 0.864, 1
10.620, 0.14, 0, , 0.866, 1
10.640, 0.11, 0, , 0.867, 1
10.660, 0.15, 0, , 0.869, 1
10.680, 0.13, 0, , 0.871, 1
10.700, 0.10, 0, , 0.873, 1
10.720, 0.13, 0, , 0.874, 1
10.740, 0.11, 0, , 0.876, 1
10.760, 0.12, 0, , 0.877, 1
10.780, 0.14, 0, , 0.879, 1
10.800, 0.12, 0, , 0.881, 1
10.820, 0.11, 0, , 0.882, 1
10.840, 0.15, 0, , 0.884, 1
10.860, 0.11, 0, , 0.886, 1
10.880, 0.11, 0, , 0.887, 1
10.900, 0.13, 0, , 0.889, 1
10.920, 0.12, 0, , 0.891, 1
10.940, 0.11, 0, , 0.892, 1
10.960, 0.13, 0, , 0.894, 1
10.980, 0.10, 0, , 0.896, 1
11.000, 0.10, 0, , 0.897, 1
11.020, 0.14, 0, , 0.899, 1
11.040, 0.12, 0, , 0.901, 1
11.060, 0.14, 0, , 0.902, 1
11.080, 0.12, 0, , 0.904, 1
11.100, 0.14, 0, , 0.906, 1
11.120, 0.12, 0, , 0.908, 1
11.140, 0.13, 0, , 0.909, 1
11.160, 0.14, 0, , 0.911, 1
11.180, 0.12, 0, , 0.913, 1
11.200, 0.13, 0, , 0.914, 1
11.220, 0.14, 0, , 0.916, 1
11.240, 0.09, 0, , 0.918, 1
11.260, 0.10, 0, , 0.919, 1
11.280, 0.12, 0, , 0.920, 1
11.300, 0.10, 0, , 0.923, 1
11.320, 0.11, 0, , 0.924, 1
11.340, 0.14, 0, , 0.925, 1
11.360, 0.11, 0, , 0.927, 1
11.380, 0.13, 0, , 0.929, 1
11.400, 0.10, 0, , 0.930, 1
11.420, 0.13, 0, , 0.933, 1
11.440, 0.14, 0, , 0.935, 1
11.460, 0.10, 0, , 0.936, 1
11.480, 0.12, 0, , 0.937, 1
11.500, 0.13, 0, , 0.940, 1
11.520, 0.12, 0, , 0.941, 1
11.540, 0.12, 0, , 0.942, 1
11.560, 0.13, 0, , 0.944, 1
11.580, 0.10, 0, , 0.946, 1
11.600, 0.14, 0, , 0.947, 1
11.620, 0.13, 0, , 0.949, 1
11.640, 0.11, 0, , 0.950, 1
11.660, 0.12, 0, , 0.952, 1
11.680, 0.14, 0, , 0.955, 1
11.700, 0.13, 0, , 0.956, 1
11.720, 0.16, 0, , 0.958, 1
11.740, 0.15, 0, , 0.960, 1
11.760, 0.10, 0, , 0.961, 1
11.780, 0.13, 0, , 0.962, 1
11.800, 0.13, 0, , 0.964, 1
11.820, 0.11, 0, , 0.965, 1
11.840, 0.15, 0, , 0.967, 1
11.860, 0.11, 0, , 0.969, 1
11.880, 0.12, 0, , 0.970, 1
11.900, 0.16, 0, , 0.972, 1
11.920, 0.14, 0, , 0.974, 1
11.940, 0.12, 0, , 0.975, 1
11.960, 0.14, 0, , 0.978, 1
11.980, 0.12, 0, , 0.980, 1
12.000, 0.14, 0, , 0.981, 1
12.020, 0.11, 0, , 0.983, 1
12.040, 0.14, 0, , 0.984, 1
12.060, 0.11, 0, , 0.985, 1
12.080, 0.14, 0, , 0.987, 1
12.100, 0.13, 0, , 0.990, 1
12.120, 0.13, 0, , 0.991, 1
12.140, 0.14, 0, , 0.992, 1
12.160, 0.12, 0, , 0.995, 1
12.180, 0.13, 0, , 0.996, 1
12.200, 0.14, 0, , 0.997, 1
12.220, 0.15, 0, , 0.999, 1
12.240, 0.12, 0, , 1.001, 1
12.260, 0.17, 0, , 1.003, 1
12.280, 0.13, 0, , 1.005, 1
12.300, 0.13, 0, , 1.006, 1
12.320, 0.14, 0, , 1.007, 1
12.340, 0.11, 0, , 1.009, 1
12.360, 0.12, 0, , 1.010, 1
12.380, 0.15, 0, , 1.012, 1
12.400, 0.13, 0, , 1.015, 1
12.420, 0.13, 0, , 1.016, 1
12.440, 0.13, 0, , 1.017, 1
12.460, 0.14, 0, , 1.019, 1
12.480, 0.15, 0, , 1.020, 1
12.500, 0.15, 0, , 1.023, 1
12.520, 0.13, 0, , 1.025, 1
12.540, 0.14, 0, , 1.026, 1
12.560, 0.14, 0, , 1.028, 1
12.580, 0.13, 0, , 1.029, 1
12.600, 0.13, 0, , 1.030, 1
12.620, 0.15, 0, , 1.032, 1
12.640, 0.12, 0, , 1.034, 1
12.660, 0.14, 0, , 1.036, 1
12.680, 0.13, 0, , 1.037, 1
12.700, 0.15, 0, , 1.039, 1
12.720, 0.11, 0, , 1.041, 1
12.740, 0.12, 0, , 1.042, 1
12.760, 0.14, 0, , 1.045, 1
12.780, 0.12, 0, , 1.046, 1
12.800, 0.15, 0, , 1.047, 1
12.820, 0.12, 0, , 1.050, 1
12.840, 0.12, 0, , 1.051, 1
12.860, 0.12, 0, , 1.052, 1
12.880, 0.15, 0, , 1.054, 1
12.900, 0.13, 0, , 1.056, 1
12.920, 0.13, 0, , 1.058, 1
12.940, 0.13, 0, , 1.059, 1
12.960, 0.15, 0, , 1.061, 1
12.980, 0.14, 0, , 1.063, 1
13.000, 0.13, 0, , 1.064, 1
13.020, 0.16, 0, , 1.066, 1
13.040, 0.14, 0, , 1.068, 1
13.060, 0.11, 0, , 1.069, 1
13.080, 0.15, 0, , 1.071, 1
13.100, 0.14, 0, , 1.073, 1
13.120, 0.14, 0, , 1.074, 1
13.140, 0.13, 0, , 1.075, 1
13.160, 0.17, 0, , 1.078, 1
13.180, 0.13, 0, , 1.079, 1
13.200, 0.13, 0, , 1.080, 1
13.220, 0.16, 0, , 1.082, 1
13.240, 0.15, 0, , 1.085, 1
