

Time (sec), Load (N), Stress (KPa), Strain (mm), Position (mm), Cycle
76.140, 39.52, N/A, , 3.310, 1
76.160, 39.52, N/A, , 3.310, 1
76.180, 39.55, N/A, , 3.310, 1
76.200, 39.53, N/A, , 3.310, 1
76.220, 39.53, N/A, , 3.310, 1
76.240, 39.53, N/A, , 3.310, 1
76.260, 39.53, N/A, , 3.310, 1
76.280, 39.55, N/A, , 3.310, 1
76.300, 39.51, N/A, , 3.310, 1
76.320, 39.50, N/A, , 3.310, 1
76.340, 39.51, N/A, , 3.310, 1
76.360, 39.50, N/A, , 3.310, 1
76.380, 39.51, N/A, , 3.310, 1
76.400, 39.51, N/A, , 3.310, 1
76.420, 39.54, N/A, , 3.310, 1
76.440, 39.53, N/A, , 3.310, 1
76.460, 39.55, N/A, , 3.310, 1
76.480, 39.56, N/A, , 3.310, 1
76.500, 39.56, N/A, , 3.310, 1
76.520, 39.54, N/A, , 3.310, 1
76.540, 39.55, N/A, , 3.310, 1
76.560, 39.56, N/A, , 3.310, 1
76.580, 39.55, N/A, , 3.310, 1
76.600, 39.53, N/A, , 3.310, 1
76.620, 39.55, N/A, , 3.310, 1
76.640, 39.55, N/A, , 3.310, 1
76.660, 39.55, N/A, , 3.310, 1
76.680, 39.55, N/A, , 3.310, 1
76.700, 39.56, N/A, , 3.310, 1
76.720, 39.54, N/A, , 3.310, 1
76.740, 39.54, N/A, , 3.310, 1
76.760, 39.55, N/A, , 3.310, 1
76.780, 39.55, N/A, , 3.310, 1
76.800, 39.55, N/A, , 3.310, 1
76.820, 39.52, N/A, , 3.310, 1
76.840, 39.55, N/A, , 3.310, 1
76.860, 39.53, N/A, , 3.310, 1
76.880, 39.56, N/A, , 3.310, 1
76.900, 39.53, N/A, , 3.310, 1
76.920, 39.50, N/A, , 3.310, 1
76.940, 39.52, N/A, , 3.310, 1
76.960, 39.56, N/A, , 3.310, 1
76.980, 39.54, N/A, , 3.310, 1
77.000, 39.55, N/A, , 3.310, 1
77.020, 39.50, N/A, , 3.310, 1
77.040, 39.55, N/A, , 3.310, 1
77.060, 39.57, N/A, , 3.310, 1
77.080, 39.56, N/A, , 3.310, 1
77.100, 39.54, N/A, , 3.310, 1
77.120, 39.57, N/A, , 3.310, 1
77.140, 39.57, N/A, , 3.310, 1
77.160, 39.53, N/A, , 3.310, 1
77.180, 39.53, N/A, , 3.310, 1
77.200, 39.54, N/A, , 3.310, 1
77.220, 39.55, N/A, , 3.310, 1
77.240, 39.53, N/A, , 3.310, 1
77.260, 39.50, N/A, , 3.310, 1
77.280, 39.50, N/A, , 3.310, 1
77.300, 39.57, N/A, , 3.310, 1
77.320, 39.56, N/A, , 3.310, 1
77.340, 39.50, N/A, , 3.310, 1
77.360, 39.53, N/A, , 3.310, 1
77.380, 39.49, N/A, , 3.310, 1
77.400, 39.49, N/A, , 3.310, 1
77.420, 39.47, N/A, , 3.310, 1
77.440, 39.51, N/A, , 3.310, 1
77.460, 39.50, N/A, , 3.310, 1
77.480, 39.42, N/A, , 3.310, 1
77.500, 39.48, N/A, , 3.310, 1
77.520, 39.48, N/A, , 3.310, 1
77.540, 39.51, N/A, , 3.310, 1
77.560, 39.53, N/A, , 3.310, 1
77.580, 39.53, N/A, , 3.310, 1
77.600, 39.52, N/A, , 3.310, 1
77.620, 39.54, N/A, , 3.310, 1
77.640, 39.55, N/A, , 3.310, 1
77.660, 39.53, N/A, , 3.310, 1
77.680, 39.55, N/A, , 3.310, 1
77.700, 39.54, N/A, , 3.310, 1
77.720, 39.54, N/A, , 3.310, 1
77.740, 39.53, N/A, , 3.310, 1
77.760, 39.54, N/A, , 3.310, 1
77.780, 39.55, N/A, , 3.310, 1
77.800, 39.53, N/A, , 3.310, 1
77.820, 39.54, N/A, , 3.310, 1
77.840, 39.54, N/A, , 3.310, 1
77.860, 39.53, N/A, , 3.310, 1
77.880, 39.54, N/A, , 3.310, 1
77.900, 39.52, N/A, , 3.310, 1
77.920, 39.51, N/A, , 3.310, 1
77.940, 39.51, N/A, , 3.310, 1
77.960, 39.49, N/A, , 3.310, 1
77.980, 39.48, N/A, , 3.310, 1
78.000, 39.55, N/A, , 3.310, 1
78.020, 39.53, N/A, , 3.310, 1
78.040, 39.48, N/A, , 3.310, 1
78.060, 39.47, N/A, , 3.310, 1
78.080, 39.50, N/A, , 3.310, 1
78.100, 39.48, N/A, , 3.310, 1
78.120, 39.52, N/A, , 3.310, 1
78.140, 39.54, N/A, , 3.310, 1
78.160, 39.49, N/A, , 3.310, 1
78.180, 39.52, N/A, , 3.310, 1
78.200, 39.55, N/A, , 3.310, 1
78.220, 39.53, N/A, , 3.310, 1
78.240, 39.51, N/A, , 3.310, 1
78.260, 39.49, N/A, , 3.310, 1
78.280, 39.50, N/A, , 3.310, 1
78.300, 39.52, N/A, , 3.310, 1
78.320, 39.54, N/A, , 3.310, 1
78.340, 39.54, N/A, , 3.310, 1
78.360, 39.54, N/A, , 3.310, 1
78.380, 39.55, N/A, , 3.310, 1
78.400, 39.55, N/A, , 3.310, 1
78.420, 39.56, N/A, , 3.310, 1
78.440, 39.50, N/A, , 3.310, 1
78.460, 39.47, N/A, , 3.310, 1
78.480, 39.49, N/A, , 3.310, 1
78.500, 39.54, N/A, , 3.310, 1
78.520, 39.54, N/A, , 3.310, 1
78.540, 39.52, N/A, , 3.310, 1
78.560, 39.32, N/A, , 3.310, 1
78.580, 39.45, N/A, , 3.310, 1
78.600, 39.52, N/A, , 3.310, 1
78.620, 39.52, N/A, , 3.310, 1
78.640, 39.52, N/A, , 3.310, 1
78.660, 39.43, N/A, , 3.310, 1
78.680, 39.27, N/A, , 3.310, 1
78.700, 39.50, N/A, , 3.310, 1
78.720, 39.34, N/A, , 3.310, 1
78.740, 39.53, N/A, , 3.310, 1
78.760, 39.47, N/A, , 3.310, 1
78.780, 39.45, N/A, , 3.310, 1
78.800, 39.02, N/A, , 3.310, 1
78.820, 39.48, N/A, , 3.310, 1
78.840, 39.53, N/A, , 3.310, 1
78.860, 39.50, N/A, , 3.310, 1
78.880, 39.41, N/A, , 3.310, 1
78.900, 39.36, N/A, , 3.310, 1
78.920, 39.54, N/A, , 3.310, 1
78.940, 39.54, N/A, , 3.310, 1
78.960, 39.13, N/A, , 3.310, 1
78.980, 39.25, N/A, , 3.310, 1
79.000, 39.50, N/A, , 3.310, 1
79.020, 39.12, N/A, , 3.310, 1
79.040, 38.98, N/A, , 3.310, 1
79.060, 39.45, N/A, , 3.310, 1
79.080, 39.45, N/A, , 3.310, 1
79.100, 39.14, N/A, , 3.310, 1
79.120, 39.33, N/A, , 3.310, 1
79.140, 39.23, N/A, , 3.310, 1
79.160, 39.05, N/A, , 3.310, 1
79.180, 39.25, N/A, , 3.310, 1
79.200, 39.47, N/A, , 3.310, 1
79.220, 39.00, N/A, , 3.310, 1
79.240, 38.90, N/A, , 3.310, 1
79.260, 39.16, N/A, , 3.310, 1
79.280, 39.48, N/A, , 3.310, 1
79.300, 38.95, N/A, , 3.310, 1
79.320, 38.92, N/A, , 3.310, 1
79.340, 39.17, N/A, , 3.310, 1
79.360, 39.49, N/A, , 3.310, 1
79.380, 39.51, N/A, , 3.310, 1
79.400, 39.20, N/A, , 3.310, 1
79.420, 38.97, N/A, , 3.310, 1
79.440, 38.90, N/A, , 3.310, 1
79.460, 39.06, N/A, , 3.310, 1
79.480, 39.20, N/A, , 3.310, 1
79.500, 39.35, N/A, , 3.310, 1
79.520, 38.98, N/A, , 3.310, 1
79.540, 39.11, N/A, , 3.310, 1
79.560, 39.48, N/A, , 3.310, 1
79.580, 38.89, N/A, , 3.310, 1
79.600, 38.91, N/A, , 3.310, 1
79.620, 39.44, N/A, , 3.310, 1
79.640, 39.22, N/A, , 3.310, 1
79.660, 38.97, N/A, , 3.310, 1
79.680, 39.01, N/A, , 3.310, 1
79.700, 39.48, N/A, , 3.310, 1
79.720, 38.96, N/A, , 3.310, 1
79.740, 38.94, N/A, , 3.310, 1
79.760, 38.93, N/A, , 3.310, 1
79.780, 39.39, N/A, , 3.310, 1
79.800, 39.00, N/A, , 3.310, 1
79.820, 38.92, N/A, , 3.310, 1
79.840, 39.03, N/A, , 3.310, 1
79.860, 38.99, N/A, , 3.310, 1
79.880, 39.07, N/A, , 3.310, 1
79.900, 39.12, N/A, , 3.310, 1
79.920, 39.52, N/A, , 3.310, 1
79.940, 39.46, N/A, , 3.310, 1
79.960, 39.51, N/A, , 3.310, 1
79.980, 39.49, N/A, , 3.310, 1
80.000, 39.52, N/A, , 3.310, 1
80.020, 39.47, N/A, , 3.310, 1
80.040, 39.51, N/A, , 3.310, 1
80.060, 39.50, N/A, , 3.310, 1
80.080, 39.51, N/A, , 3.310, 1
80.100, 39.51, N/A, , 3.310, 1
80.120, 39.52, N/A, , 3.310, 1
80.140, 39.51, N/A, , 3.310, 1
80.160, 39.47, N/A, , 3.310, 1
80.180, 39.51, N/A, , 3.310, 1
80.200, 39.51, N/A, , 3.310, 1
80.220, 39.50, N/A, , 3.310, 1
80.240, 39.49, N/A, , 3.310, 1
80.260, 39.49, N/A, , 3.310, 1
80.280, 39.50, N/A, , 3.310, 1
80.300, 39.51, N/A, , 3.310, 1
80.320, 39.43, N/A, , 3.310, 1
80.340, 39.49, N/A, , 3.310, 1
80.360, 39.52, N/A, , 3.310, 1
80.380, 39.50, N/A, , 3.310, 1
80.400, 39.50, N/A, , 3.310, 1
80.420, 39.53, N/A, , 3.310, 1
80.440, 39.52, N/A, , 3.310, 1
80.460, 39.53, N/A, , 3.310, 1
80.480, 39.52, N/A, , 3.310, 1
80.500, 39.55, N/A, , 3.310, 1
80.520, 39.52, N/A, , 3.310, 1
80.540, 39.52, N/A, , 3.310, 1
80.560, 39.51, N/A, , 3.310, 1
80.580, 39.53, N/A, , 3.310, 1
80.600, 39.52, N/A, , 3.310, 1
80.620, 39.52, N/A, , 3.310, 1
80.640, 39.51, N/A, , 3.310, 1
80.660, 39.52, N/A, , 3.310, 1
80.680, 39.51, N/A, , 3.310, 1
80.700, 39.50, N/A, , 3.310, 1
80.720, 39.53, N/A, , 3.310, 1
80.740, 39.51, N/A, , 3.310, 1
80.760, 39.54, N/A, , 3.310, 1
80.780, 39.51, N/A, , 3.310, 1
80.800, 39.52, N/A, , 3.310, 1
80.820, 39.50, N/A, , 3.310, 1
80.840, 39.52, N/A, , 3.310, 1
80.860, 39.52, N/A, , 3.310, 1
80.880, 39.50, N/A, , 3.310, 1
80.900, 39.51, N/A, , 3.310, 1
80.920, 39.51, N/A, , 3.310, 1
80.940, 39.50, N/A, , 3.310, 1
80.960, 39.51, N/A, , 3.310, 1
80.980, 39.52, N/A, , 3.310, 1
81.000, 39.50, N/A, , 3.310, 1
81.020, 39.50, N/A, , 3.310, 1
81.040, 39.51, N/A, , 3.310, 1
81.060, 39.50, N/A, , 3.310, 1
81.080, 39.51, N/A, , 3.310, 1
81.100, 39.52, N/A, , 3.310, 1
81.120, 39.51, N/A, , 3.310, 1
81.140, 39.51, N/A, , 3.310, 1
81.160, 39.49, N/A, , 3.310, 1
81.180, 39.51, N/A, , 3.310, 1
81.200, 39.50, N/A, , 3.310, 1
81.220, 39.51, N/A, , 3.310, 1
81.240, 39.51, N/A, , 3.310, 1
81.260, 39.51, N/A, , 3.310, 1
81.280, 39.51, N/A, , 3.310, 1
81.300, 39.52, N/A, , 3.310, 1
81.320, 39.52, N/A, , 3.310, 1
81.340, 39.53, N/A, , 3.310, 1
81.360, 39.50, N/A, , 3.310, 1
81.380, 39.51, N/A, , 3.310, 1
81.400, 39.49, N/A, , 3.310, 1
81.420, 39.51, N/A, , 3.310, 1
81.440, 39.51, N/A, , 3.310, 1
81.460, 39.51, N/A, , 3.310, 1
81.480, 39.50, N/A, , 3.310, 1
81.500, 39.50, N/A, , 3.310, 1
81.520, 39.49, N/A, , 3.310, 1
81.540, 39.50, N/A, , 3.310, 1
81.560, 39.51, N/A, , 3.310, 1
81.580, 39.49, N/A, , 3.310, 1
81.600, 39.52, N/A, , 3.310, 1
81.620, 39.50, N/A, , 3.310, 1
81.640, 39.48, N/A, , 3.310, 1
81.660, 39.50, N/A, , 3.310, 1
81.680, 39.50, N/A, , 3.310, 1
81.700, 39.49, N/A, , 3.310, 1
81.720, 39.51, N/A, , 3.310, 1
81.740, 39.49, N/A, , 3.310, 1
81.760, 39.49, N/A, , 3.310, 1
81.780, 39.50, N/A, , 3.310, 1
81.800, 39.51, N/A, , 3.310, 1
81.820, 39.50, N/A, , 3.310, 1
81.840, 39.49, N/A, , 3.310, 1
81.860, 39.50, N/A, , 3.310, 1
81.880, 39.50, N/A, , 3.310, 1
81.900, 39.49, N/A, , 3.310, 1
81.920, 39.49, N/A, , 3.310, 1
81.940, 39.50, N/A, , 3.310, 1
81.960, 39.49, N/A, , 3.310, 1
81.980, 39.51, N/A, , 3.310, 1
82.000, 39.49, N/A, , 3.310, 1
82.020, 39.51, N/A, , 3.310, 1
82.040, 39.50, N/A, , 3.310, 1
82.060, 39.51, N/A, , 3.310, 1
82.080, 39.50, N/A, , 3.310, 1
82.100, 39.48, N/A, , 3.310, 1
82.120, 39.47, N/A, , 3.310, 1
82.140, 39.50, N/A, , 3.310, 1
82.160, 39.50, N/A, , 3.310, 1
82.180, 39.48, N/A, , 3.310, 1
82.200, 39.50, N/A, , 3.310, 1
82.220, 39.49, N/A, , 3.310, 1
82.240, 39.50, N/A, , 3.310, 1
82.260, 39.50, N/A, , 3.310, 1
82.280, 39.50, N/A, , 3.310, 1
82.300, 39.49, N/A, , 3.310, 1
82.320, 39.48, N/A, , 3.310, 1
82.340, 39.49, N/A, , 3.310, 1
82.360, 39.50, N/A, , 3.310, 1
82.380, 39.49, N/A, , 3.310, 1
82.400, 39.50, N/A, , 3.310, 1
82.420, 39.47, N/A, , 3.310, 1
82.440, 39.48, N/A, , 3.310, 1
82.460, 39.51, N/A, , 3.310, 1
82.480, 39.48, N/A, , 3.310, 1
82.500, 39.49, N/A, , 3.310, 1
82.520, 39.48, N/A, , 3.310, 1
82.540, 39.47, N/A, , 3.310, 1
82.560, 39.49, N/A, , 3.310, 1
82.580, 39.48, N/A, , 3.310, 1
82.600, 39.47, N/A, , 3.310, 1
82.620, 39.45, N/A, , 3.310, 1
82.640, 39.50, N/A, , 3.310, 1
82.660, 39.49, N/A, , 3.310, 1
82.680, 39.47, N/A, , 3.310, 1
82.700, 39.47, N/A, , 3.310, 1
82.720, 39.48, N/A, , 3.310, 1
82.740, 39.48, N/A, , 3.310, 1
82.760, 39.50, N/A, , 3.310, 1
82.780, 39.50, N/A, , 3.310, 1
82.800, 39.49, N/A, , 3.310, 1
82.820, 39.49, N/A, , 3.310, 1
82.840, 39.49, N/A, , 3.310, 1
82.860, 39.49, N/A, , 3.310, 1
82.880, 39.47, N/A, , 3.310, 1
82.900, 39.48, N/A, , 3.310, 1
82.920, 39.47, N/A, , 3.310, 1
82.940, 39.46, N/A, , 3.310, 1
82.960, 39.48, N/A, , 3.310, 1
82.980, 39.48, N/A, , 3.310, 1
83.000, 39.50, N/A, , 3.310, 1
83.020, 39.50, N/A, , 3.310, 1
83.040, 39.48, N/A, , 3.310, 1
83.060, 39.47, N/A, , 3.310, 1
83.080, 39.48, N/A, , 3.310, 1
83.100, 39.49, N/A, , 3.310, 1
83.120, 39.49, N/A, , 3.310, 1
83.140, 39.49, N/A, , 3.310, 1
83.160, 39.47, N/A, , 3.310, 1
83.180, 39.49, N/A, , 3.310, 1
83.200, 39.47, N/A, , 3.310, 1
83.220, 39.49, N/A, , 3.310, 1
83.240, 39.48, N/A, , 3.310, 1
83.260, 39.47, N/A, , 3.310, 1
83.280, 39.49, N/A, , 3.310, 1
83.300, 39.48, N/A, , 3.310, 1
83.320, 39.46, N/A, , 3.310, 1
83.340, 39.46, N/A, , 3.310, 1
83.360, 39.49, N/A, , 3.310, 1
83.380, 39.49, N/A, , 3.310, 1
83.400, 39.48, N/A, , 3.310, 1
83.420, 39.48, N/A, , 3.310, 1
83.440, 39.49, N/A, , 3.310, 1
83.460, 39.48, N/A, , 3.310, 1
83.480, 39.47, N/A, , 3.310, 1
83.500, 39.47, N/A, , 3.310, 1
83.520, 39.49, N/A, , 3.310, 1
83.540, 39.48, N/A, , 3.310, 1
83.560, 39.48, N/A, , 3.310, 1
83.580, 39.48, N/A, , 3.310, 1
83.600, 39.47, N/A, , 3.310, 1
83.620, 39.49, N/A, , 3.310, 1
83.640, 39.47, N/A, , 3.310, 1
83.660, 39.48, N/A, , 3.310, 1
83.680, 39.50, N/A, , 3.310, 1
83.700, 39.47, N/A, , 3.310, 1
83.720, 39.48, N/A, , 3.310, 1
83.740, 39.47, N/A, , 3.310, 1
83.760, 39.48, N/A, , 3.310, 1
83.780, 39.47, N/A, , 3.310, 1
83.800, 39.47, N/A, , 3.310, 1
83.820, 39.46, N/A, , 3.310, 1
83.840, 39.48, N/A, , 3.310, 1
83.860, 39.48, N/A, , 3.310, 1
83.880, 39.48, N/A, , 3.310, 1
83.900, 39.47, N/A, , 3.310, 1
83.920, 39.47, N/A, , 3.310, 1
83.940, 39.46, N/A, , 3.310, 1
83.960, 39.47, N/A, , 3.310, 1
83.980, 39.48, N/A, , 3.310, 1
84.000, 39.48, N/A, , 3.310, 1
84.020, 39.48, N/A, , 3.310, 1
84.040, 39.47, N/A, , 3.310, 1
84.060, 39.46, N/A, , 3.310, 1
84.080, 39.48, N/A, , 3.310, 1
84.100, 39.47, N/A, , 3.310, 1
84.120, 39.46, N/A, , 3.310, 1
84.140, 39.47, N/A, , 3.310, 1
84.160, 39.48, N/A, , 3.310, 1
84.180, 39.48, N/A, , 3.310, 1
84.200, 39.46, N/A, , 3.310, 1
84.220, 39.48, N/A, , 3.310, 1
84.240, 39.47, N/A, , 3.310, 1
84.260, 39.49, N/A, , 3.310, 1
84.280, 39.46, N/A, , 3.310, 1
84.300, 39.48, N/A, , 3.310, 1
84.320, 39.47, N/A, , 3.310, 1
84.340, 39.47, N/A, , 3.310, 1
84.360, 39.48, N/A, , 3.310, 1
84.380, 39.48, N/A, , 3.310, 1
84.400, 39.48, N/A, , 3.310, 1
84.420, 39.47, N/A, , 3.310, 1
84.440, 39.50, N/A, , 3.310, 1
84.460, 39.48, N/A, , 3.310, 1
84.480, 39.48, N/A, , 3.310, 1
84.500, 39.47, N/A, , 3.310, 1
84.520, 39.48, N/A, , 3.310, 1
84.540, 39.48, N/A, , 3.310, 1
84.560, 39.49, N/A, , 3.310, 1
84.580, 39.46, N/A, , 3.310, 1
84.600, 39.48, N/A, , 3.310, 1
84.620, 39.47, N/A, , 3.310, 1
84.640, 39.48, N/A, , 3.310, 1
84.660, 39.47, N/A, , 3.310, 1
84.680, 39.45, N/A, , 3.310, 1
84.700, 39.48, N/A, , 3.310, 1
84.720, 39.48, N/A, , 3.310, 1
84.740, 39.48, N/A, , 3.310, 1
84.760, 39.48, N/A, , 3.310, 1
84.780, 39.46, N/A, , 3.310, 1
84.800, 39.47, N/A, , 3.310, 1
84.820, 39.46, N/A, , 3.310, 1
84.840, 39.48, N/A, , 3.310, 1
84.860, 39.47, N/A, , 3.310, 1
84.880, 39.46, N/A, , 3.310, 1
84.900, 39.47, N/A, , 3.310, 1
84.920, 39.48, N/A, , 3.310, 1
84.940, 39.47, N/A, , 3.310, 1
84.960, 39.46, N/A, , 3.310, 1
84.980, 39.47, N/A, , 3.310, 1
85.000, 39.46, N/A, , 3.310, 1
85.020, 39.47, N/A, , 3.310, 1
85.040, 39.47, N/A, , 3.310, 1
85.060, 39.47, N/A, , 3.310, 1
85.080, 39.47, N/A, , 3.310, 1
85.100, 39.45, N/A, , 3.310, 1
85.120, 39.44, N/A, , 3.310, 1
85.140, 39.46, N/A, , 3.310, 1
85.160, 39.45, N/A, , 3.310, 1
85.180, 39.48, N/A, , 3.310, 1
85.200, 39.47, N/A, , 3.310, 1
85.220, 39.48, N/A, , 3.310, 1
85.240, 39.47, N/A, , 3.310, 1
85.260, 39.47, N/A, , 3.310, 1
85.280, 39.47, N/A, , 3.310, 1
85.300, 39.46, N/A, , 3.310, 1
85.320, 39.46, N/A, , 3.310, 1
85.340, 39.47, N/A, , 3.310, 1
85.360, 39.46, N/A, , 3.310, 1
85.380, 39.46, N/A, , 3.310, 1
85.400, 39.46, N/A, , 3.310, 1
85.420, 39.46, N/A, , 3.310, 1
85.440, 39.46, N/A, , 3.310, 1
85.460, 39.46, N/A, , 3.310, 1
85.480, 39.46, N/A, , 3.310, 1
85.500, 39.47, N/A, , 3.310, 1
85.520, 39.45, N/A, , 3.310, 1
85.540, 39.44, N/A, , 3.310, 1
85.560, 39.47, N/A, , 3.310, 1
85.580, 39.44, N/A, , 3.310, 1
85.600, 39.48, N/A, , 3.310, 1
85.620, 39.46, N/A, , 3.310, 1
85.640, 39.46, N/A, , 3.310, 1
85.660, 39.46, N/A, , 3.310, 1
85.680, 39.47, N/A, , 3.310, 1
85.700, 39.45, N/A, , 3.310, 1
85.720, 39.47, N/A, , 3.310, 1
85.740, 39.46, N/A, , 3.310, 1
85.760, 39.48, N/A, , 3.310, 1
85.780, 39.47, N/A, , 3.310, 1
85.800, 39.47, N/A, , 3.310, 1
85.820, 39.47, N/A, , 3.310, 1
85.840, 39.46, N/A, , 3.310, 1
85.860, 39.48, N/A, , 3.310, 1
85.880, 39.45, N/A, , 3.310, 1
85.900, 39.48, N/A, , 3.310, 1
85.920, 39.45, N/A, , 3.310, 1
85.940, 39.46, N/A, , 3.310, 1
85.960, 39.46, N/A, , 3.310, 1
85.980, 39.45, N/A, , 3.310, 1
86.000, 39.46, N/A, , 3.310, 1
86.020, 39.46, N/A, , 3.310, 1
86.040, 39.45, N/A, , 3.310, 1
86.060, 39.46, N/A, , 3.310, 1
86.080, 39.45, N/A, , 3.310, 1
86.100, 39.45, N/A, , 3.310, 1
86.120, 39.45, N/A, , 3.310, 1
86.140, 39.47, N/A, , 3.310, 1
86.160, 39.45, N/A, , 3.310, 1
86.180, 39.45, N/A, , 3.310, 1
86.200, 39.45, N/A, , 3.310, 1
86.220, 39.46, N/A, , 3.310, 1
86.240, 39.45, N/A, , 3.310, 1
86.260, 39.47, N/A, , 3.310, 1
86.280, 39.46, N/A, , 3.310, 1
86.300, 39.46, N/A, , 3.310, 1
86.320, 39.45, N/A, , 3.310, 1
86.340, 39.48, N/A, , 3.310, 1
86.360, 39.45, N/A, , 3.310, 1
86.380, 39.47, N/A, , 3.310, 1
86.400, 39.46, N/A, , 3.310, 1
86.420, 39.46, N/A, , 3.310, 1
86.440, 39.47, N/A, , 3.310, 1
86.460, 39.45, N/A, , 3.310, 1
86.480, 39.45, N/A, , 3.310, 1
86.500, 39.44, N/A, , 3.310, 1
86.520, 39.45, N/A, , 3.310, 1
86.540, 39.46, N/A, , 3.310, 1
86.560, 39.44, N/A, , 3.310, 1
86.580, 39.46, N/A, , 3.310, 1
86.600, 39.45, N/A, , 3.310, 1
86.620, 39.46, N/A, , 3.310, 1
86.640, 39.44, N/A, , 3.310, 1
86.660, 39.44, N/A, , 3.310, 1
86.680, 39.45, N/A, , 3.310, 1
86.700, 39.45, N/A, , 3.310, 1
86.720, 39.45, N/A, , 3.310, 1
86.740, 39.45, N/A, , 3.310, 1
86.760, 39.45, N/A, , 3.310, 1
86.780, 39.43, N/A, , 3.310, 1
86.800, 39.46, N/A, , 3.310, 1
86.820, 39.46, N/A, , 3.310, 1
86.840, 39.45, N/A, , 3.310, 1
86.860, 39.45, N/A, , 3.310, 1
86.880, 39.45, N/A, , 3.310, 1
86.900, 39.45, N/A, , 3.310, 1
86.920, 39.45, N/A, , 3.310, 1
86.940, 39.45, N/A, , 3.310, 1
86.960, 39.45, N/A, , 3.310, 1
86.980, 39.45, N/A, , 3.310, 1
87.000, 39.45, N/A, , 3.310, 1
87.020, 39.45, N/A, , 3.310, 1
87.040, 39.44, N/A, , 3.310, 1
87.060, 39.44, N/A, , 3.310, 1
87.080, 39.44, N/A, , 3.310, 1
87.100, 39.45, N/A, , 3.310, 1
87.120, 39.44, N/A, , 3.310, 1
87.140, 39.45, N/A, , 3.310, 1
87.160, 39.45, N/A, , 3.310, 1
87.180, 39.46, N/A, , 3.310, 1
87.200, 39.44, N/A, , 3.310, 1
87.220, 39.45, N/A, , 3.310, 1
87.240, 39.44, N/A, , 3.310, 1
87.260, 39.46, N/A, , 3.310, 1
87.280, 39.45, N/A, , 3.310, 1
87.300, 39.45, N/A, , 3.310, 1
87.320, 39.46, N/A, , 3.310, 1
87.340, 39.43, N/A, , 3.310, 1
87.360, 39.45, N/A, , 3.310, 1
87.380, 39.46, N/A, , 3.310, 1
87.400, 39.45, N/A, , 3.310, 1
87.420, 39.46, N/A, , 3.310, 1
87.440, 39.44, N/A, , 3.310, 1
87.460, 39.45, N/A, , 3.310, 1
87.480, 39.46, N/A, , 3.310, 1
87.500, 39.44, N/A, , 3.310, 1
87.520, 39.45, N/A, , 3.310, 1
87.540, 39.44, N/A, , 3.310, 1
87.560, 39.44, N/A, , 3.310, 1
87.580, 39.45, N/A, , 3.310, 1
87.600, 39.46, N/A, , 3.310, 1
87.620, 39.45, N/A, , 3.310, 1
87.640, 39.45, N/A, , 3.310, 1
87.660, 39.45, N/A, , 3.310, 1
87.680, 39.44, N/A, , 3.310, 1
87.700, 39.45, N/A, , 3.310, 1
87.720, 39.44, N/A, , 3.310, 1
87.740, 39.44, N/A, , 3.310, 1
87.760, 39.46, N/A, , 3.310, 1
87.780, 39.44, N/A, , 3.310, 1
87.800, 39.44, N/A, , 3.310, 1
87.820, 39.46, N/A, , 3.310, 1
87.840, 39.45, N/A, , 3.310, 1
87.860, 39.44, N/A, , 3.310, 1
87.880, 39.43, N/A, , 3.310, 1
87.900, 39.46, N/A, , 3.310, 1
87.920, 39.45, N/A, , 3.310, 1
87.940, 39.44, N/A, , 3.310, 1
87.960, 39.45, N/A, , 3.310, 1
87.980, 39.45, N/A, , 3.310, 1
88.000, 39.44, N/A, , 3.310, 1
88.020, 39.44, N/A, , 3.310, 1
88.040, 39.45, N/A, , 3.310, 1
88.060, 39.43, N/A, , 3.310, 1
88.080, 39.45, N/A, , 3.310, 1
88.100, 39.45, N/A, , 3.310, 1
88.120, 39.45, N/A, , 3.310, 1
88.140, 39.44, N/A, , 3.310, 1
88.160, 39.45, N/A, , 3.310, 1
88.180, 39.44, N/A, , 3.310, 1
88.200, 39.44, N/A, , 3.310, 1
88.220, 39.44, N/A, , 3.310, 1
88.240, 39.44, N/A, , 3.310, 1
88.260, 39.44, N/A, , 3.310, 1
88.280, 39.43, N/A, , 3.310, 1
88.300, 39.42, N/A, , 3.310, 1
88.320, 39.45, N/A, , 3.310, 1
88.340, 39.45, N/A, , 3.310, 1
88.360, 39.45, N/A, , 3.310, 1
88.380, 39.44, N/A, , 3.310, 1
88.400, 39.43, N/A, , 3.310, 1
88.420, 39.43, N/A, , 3.310, 1
88.440, 39.44, N/A, , 3.310, 1
88.460, 39.45, N/A, , 3.310, 1
88.480, 39.44, N/A, , 3.310, 1
88.500, 39.43, N/A, , 3.310, 1
88.520, 39.44, N/A, , 3.310, 1
88.540, 39.43, N/A, , 3.310, 1
88.560, 39.45, N/A, , 3.310, 1
88.580, 39.43, N/A, , 3.310, 1
88.600, 39.44, N/A, , 3.310, 1
88.620, 39.44, N/A, , 3.310, 1
88.640, 39.45, N/A, , 3.310, 1
88.660, 39.43, N/A, , 3.310, 1
88.680, 39.45, N/A, , 3.310, 1
88.700, 39.44, N/A, , 3.310, 1
88.720, 39.44, N/A, , 3.310, 1
88.740, 39.45, N/A, , 3.310, 1
88.760, 39.44, N/A, , 3.310, 1
88.780, 39.43, N/A, , 3.310, 1
88.800, 39.44, N/A, , 3.310, 1
