

Time (sec), Load (N), Stress (KPa), Strain (mm), Position (mm), Cycle
29.880, 29.29, N/A, , 2.476, 1
29.900, 29.34, N/A, , 2.478, 1
29.920, 29.34, N/A, , 2.478, 1
29.940, 29.35, N/A, , 2.481, 1
29.960, 29.35, N/A, , 2.482, 1
29.980, 29.39, N/A, , 2.483, 1
30.000, 29.40, N/A, , 2.485, 1
30.020, 29.44, N/A, , 2.487, 1
30.040, 29.45, N/A, , 2.488, 1
30.060, 29.45, N/A, , 2.490, 1
30.080, 29.51, N/A, , 2.492, 1
30.100, 29.53, N/A, , 2.494, 1
30.120, 29.55, N/A, , 2.496, 1
30.140, 29.59, N/A, , 2.498, 1
30.160, 29.61, N/A, , 2.500, 1
30.180, 29.61, N/A, , 2.500, 1
30.200, 29.63, N/A, , 2.502, 1
30.220, 29.66, N/A, , 2.504, 1
30.240, 29.67, N/A, , 2.505, 1
30.260, 29.69, N/A, , 2.507, 1
30.280, 29.73, N/A, , 2.509, 1
30.300, 29.76, N/A, , 2.511, 1
30.320, 29.80, N/A, , 2.513, 1
30.340, 29.81, N/A, , 2.514, 1
30.360, 29.83, N/A, , 2.516, 1
30.380, 29.85, N/A, , 2.518, 1
30.400, 29.90, N/A, , 2.520, 1
30.420, 29.90, N/A, , 2.521, 1
30.440, 29.92, N/A, , 2.522, 1
30.460, 29.91, N/A, , 2.524, 1
30.480, 29.96, N/A, , 2.526, 1
30.500, 29.96, N/A, , 2.526, 1
30.520, 29.98, N/A, , 2.528, 1
30.540, 30.00, N/A, , 2.529, 1
30.560, 30.01, N/A, , 2.531, 1
30.580, 30.06, N/A, , 2.533, 1
30.600, 30.09, N/A, , 2.536, 1
30.620, 30.11, N/A, , 2.538, 1
30.640, 30.13, N/A, , 2.540, 1
30.660, 30.17, N/A, , 2.541, 1
30.680, 30.18, N/A, , 2.543, 1
30.700, 30.21, N/A, , 2.544, 1
30.720, 30.20, N/A, , 2.545, 1
30.740, 30.24, N/A, , 2.547, 1
30.760, 30.25, N/A, , 2.548, 1
30.780, 30.26, N/A, , 2.550, 1
30.800, 30.28, N/A, , 2.552, 1
30.820, 30.31, N/A, , 2.554, 1
30.840, 30.32, N/A, , 2.555, 1
30.860, 30.37, N/A, , 2.557, 1
30.880, 30.39, N/A, , 2.559, 1
30.900, 30.42, N/A, , 2.560, 1
30.920, 30.41, N/A, , 2.562, 1
30.940, 30.44, N/A, , 2.564, 1
30.960, 30.46, N/A, , 2.566, 1
30.980, 30.47, N/A, , 2.567, 1
31.000, 30.48, N/A, , 2.569, 1
31.020, 30.51, N/A, , 2.570, 1
31.040, 30.52, N/A, , 2.571, 1
31.060, 30.54, N/A, , 2.573, 1
31.080, 30.57, N/A, , 2.575, 1
31.100, 30.59, N/A, , 2.577, 1
31.120, 30.63, N/A, , 2.579, 1
31.140, 30.65, N/A, , 2.581, 1
31.160, 30.67, N/A, , 2.582, 1
31.180, 30.65, N/A, , 2.583, 1
31.200, 30.69, N/A, , 2.585, 1
31.220, 30.71, N/A, , 2.588, 1
31.240, 30.74, N/A, , 2.589, 1
31.260, 30.73, N/A, , 2.590, 1
31.280, 30.77, N/A, , 2.592, 1
31.300, 30.81, N/A, , 2.593, 1
31.320, 30.83, N/A, , 2.595, 1
31.340, 30.85, N/A, , 2.597, 1
31.360, 30.89, N/A, , 2.599, 1
31.380, 30.96, N/A, , 2.601, 1
31.400, 30.98, N/A, , 2.603, 1
31.420, 31.01, N/A, , 2.605, 1
31.440, 31.04, N/A, , 2.606, 1
31.460, 31.07, N/A, , 2.608, 1
31.480, 31.09, N/A, , 2.610, 1
31.500, 31.11, N/A, , 2.611, 1
31.520, 31.09, N/A, , 2.612, 1
31.540, 31.14, N/A, , 2.614, 1
31.560, 31.15, N/A, , 2.615, 1
31.580, 31.14, N/A, , 2.617, 1
31.600, 31.17, N/A, , 2.618, 1
31.620, 31.19, N/A, , 2.620, 1
31.640, 31.23, N/A, , 2.622, 1
31.660, 31.24, N/A, , 2.624, 1
31.680, 31.26, N/A, , 2.626, 1
31.700, 31.33, N/A, , 2.628, 1
31.720, 31.35, N/A, , 2.630, 1
31.740, 31.31, N/A, , 2.632, 1
31.760, 31.39, N/A, , 2.633, 1
31.780, 31.39, N/A, , 2.634, 1
31.800, 31.39, N/A, , 2.636, 1
31.820, 31.39, N/A, , 2.637, 1
31.840, 31.42, N/A, , 2.638, 1
31.860, 31.47, N/A, , 2.640, 1
31.880, 31.47, N/A, , 2.643, 1
31.900, 31.51, N/A, , 2.645, 1
31.920, 31.56, N/A, , 2.646, 1
31.940, 31.59, N/A, , 2.648, 1
31.960, 31.57, N/A, , 2.650, 1
31.980, 31.59, N/A, , 2.651, 1
32.000, 31.64, N/A, , 2.653, 1
32.020, 31.60, N/A, , 2.655, 1
32.040, 31.65, N/A, , 2.655, 1
32.060, 31.69, N/A, , 2.657, 1
32.080, 31.71, N/A, , 2.659, 1
32.100, 31.69, N/A, , 2.660, 1
32.120, 31.75, N/A, , 2.662, 1
32.140, 31.79, N/A, , 2.663, 1
32.160, 31.75, N/A, , 2.665, 1
32.180, 31.80, N/A, , 2.667, 1
32.200, 31.85, N/A, , 2.669, 1
32.220, 31.89, N/A, , 2.671, 1
32.240, 31.92, N/A, , 2.673, 1
32.260, 31.90, N/A, , 2.675, 1
32.280, 31.93, N/A, , 2.676, 1
32.300, 31.96, N/A, , 2.677, 1
32.320, 31.96, N/A, , 2.678, 1
32.340, 32.00, N/A, , 2.681, 1
32.360, 31.97, N/A, , 2.681, 1
32.380, 31.99, N/A, , 2.683, 1
32.400, 32.07, N/A, , 2.685, 1
32.420, 32.06, N/A, , 2.687, 1
32.440, 32.10, N/A, , 2.690, 1
32.460, 32.15, N/A, , 2.691, 1
32.480, 32.13, N/A, , 2.693, 1
32.500, 32.17, N/A, , 2.694, 1
32.520, 32.15, N/A, , 2.695, 1
32.540, 32.17, N/A, , 2.697, 1
32.560, 32.24, N/A, , 2.699, 1
32.580, 32.21, N/A, , 2.700, 1
32.600, 32.21, N/A, , 2.702, 1
32.620, 32.27, N/A, , 2.703, 1
32.640, 32.28, N/A, , 2.704, 1
32.660, 32.30, N/A, , 2.707, 1
32.680, 32.35, N/A, , 2.709, 1
32.700, 32.35, N/A, , 2.709, 1
32.720, 32.32, N/A, , 2.711, 1
32.740, 32.38, N/A, , 2.714, 1
32.760, 32.44, N/A, , 2.715, 1
32.780, 32.44, N/A, , 2.716, 1
32.800, 32.45, N/A, , 2.718, 1
32.820, 32.51, N/A, , 2.721, 1
32.840, 32.50, N/A, , 2.722, 1
32.860, 32.54, N/A, , 2.723, 1
32.880, 32.56, N/A, , 2.725, 1
32.900, 32.58, N/A, , 2.726, 1
32.920, 32.58, N/A, , 2.728, 1
32.940, 32.62, N/A, , 2.731, 1
32.960, 32.68, N/A, , 2.733, 1
32.980, 32.68, N/A, , 2.735, 1
33.000, 32.70, N/A, , 2.736, 1
33.020, 32.74, N/A, , 2.738, 1
33.040, 32.75, N/A, , 2.740, 1
33.060, 32.78, N/A, , 2.742, 1
33.080, 32.81, N/A, , 2.743, 1
33.100, 32.81, N/A, , 2.744, 1
33.120, 32.82, N/A, , 2.746, 1
33.140, 32.84, N/A, , 2.747, 1
33.160, 32.81, N/A, , 2.748, 1
33.180, 32.86, N/A, , 2.750, 1
33.200, 32.88, N/A, , 2.751, 1
33.220, 32.87, N/A, , 2.753, 1
33.240, 32.92, N/A, , 2.755, 1
33.260, 32.96, N/A, , 2.756, 1
33.280, 32.96, N/A, , 2.758, 1
33.300, 32.99, N/A, , 2.760, 1
33.320, 33.01, N/A, , 2.763, 1
33.340, 33.03, N/A, , 2.765, 1
33.360, 33.05, N/A, , 2.766, 1
33.380, 33.08, N/A, , 2.767, 1
33.400, 33.09, N/A, , 2.769, 1
33.420, 33.10, N/A, , 2.770, 1
33.440, 33.12, N/A, , 2.771, 1
33.460, 33.15, N/A, , 2.773, 1
33.480, 33.19, N/A, , 2.776, 1
33.500, 33.23, N/A, , 2.778, 1
33.520, 33.24, N/A, , 2.780, 1
33.540, 33.27, N/A, , 2.781, 1
33.560, 33.29, N/A, , 2.783, 1
33.580, 33.31, N/A, , 2.785, 1
33.600, 33.31, N/A, , 2.786, 1
33.620, 33.35, N/A, , 2.788, 1
33.640, 33.32, N/A, , 2.789, 1
33.660, 33.36, N/A, , 2.791, 1
33.680, 33.37, N/A, , 2.792, 1
33.700, 33.38, N/A, , 2.793, 1
33.720, 33.38, N/A, , 2.795, 1
33.740, 33.42, N/A, , 2.796, 1
33.760, 33.45, N/A, , 2.798, 1
33.780, 33.51, N/A, , 2.800, 1
33.800, 33.51, N/A, , 2.803, 1
33.820, 33.52, N/A, , 2.804, 1
33.840, 33.56, N/A, , 2.805, 1
33.860, 33.59, N/A, , 2.807, 1
33.880, 33.64, N/A, , 2.809, 1
33.900, 33.64, N/A, , 2.810, 1
33.920, 33.66, N/A, , 2.812, 1
33.940, 33.68, N/A, , 2.814, 1
33.960, 33.68, N/A, , 2.815, 1
33.980, 33.71, N/A, , 2.817, 1
34.000, 33.74, N/A, , 2.819, 1
34.020, 33.79, N/A, , 2.821, 1
34.040, 33.80, N/A, , 2.823, 1
34.060, 33.83, N/A, , 2.825, 1
34.080, 33.85, N/A, , 2.826, 1
34.100, 33.85, N/A, , 2.827, 1
34.120, 33.89, N/A, , 2.829, 1
34.140, 33.92, N/A, , 2.831, 1
34.160, 33.92, N/A, , 2.832, 1
34.180, 33.93, N/A, , 2.833, 1
34.200, 33.95, N/A, , 2.835, 1
34.220, 34.00, N/A, , 2.836, 1
34.240, 33.98, N/A, , 2.838, 1
34.260, 33.99, N/A, , 2.839, 1
34.280, 34.00, N/A, , 2.841, 1
34.300, 34.04, N/A, , 2.843, 1
34.320, 34.11, N/A, , 2.846, 1
34.340, 34.14, N/A, , 2.848, 1
34.360, 34.15, N/A, , 2.848, 1
34.380, 34.17, N/A, , 2.850, 1
34.400, 34.19, N/A, , 2.852, 1
34.420, 34.22, N/A, , 2.854, 1
34.440, 34.27, N/A, , 2.855, 1
34.460, 34.26, N/A, , 2.857, 1
34.480, 34.29, N/A, , 2.859, 1
34.500, 34.33, N/A, , 2.860, 1
34.520, 34.34, N/A, , 2.862, 1
34.540, 34.36, N/A, , 2.864, 1
34.560, 34.40, N/A, , 2.866, 1
34.580, 34.45, N/A, , 2.868, 1
34.600, 34.47, N/A, , 2.870, 1
34.620, 34.48, N/A, , 2.872, 1
34.640, 34.50, N/A, , 2.873, 1
34.660, 34.52, N/A, , 2.875, 1
34.680, 34.56, N/A, , 2.877, 1
34.700, 34.56, N/A, , 2.877, 1
34.720, 34.57, N/A, , 2.879, 1
34.740, 34.59, N/A, , 2.880, 1
34.760, 34.59, N/A, , 2.882, 1
34.780, 34.58, N/A, , 2.883, 1
34.800, 34.64, N/A, , 2.885, 1
34.820, 34.67, N/A, , 2.887, 1
34.840, 34.69, N/A, , 2.889, 1
34.860, 34.74, N/A, , 2.891, 1
34.880, 34.75, N/A, , 2.893, 1
34.900, 34.79, N/A, , 2.895, 1
34.920, 34.83, N/A, , 2.896, 1
34.940, 34.86, N/A, , 2.898, 1
34.960, 34.86, N/A, , 2.899, 1
34.980, 34.89, N/A, , 2.901, 1
35.000, 34.93, N/A, , 2.902, 1
35.020, 34.91, N/A, , 2.903, 1
35.040, 34.95, N/A, , 2.905, 1
35.060, 34.98, N/A, , 2.907, 1
35.080, 35.01, N/A, , 2.909, 1
35.100, 35.02, N/A, , 2.911, 1
35.120, 35.07, N/A, , 2.913, 1
35.140, 35.14, N/A, , 2.915, 1
35.160, 35.12, N/A, , 2.916, 1
35.180, 35.16, N/A, , 2.918, 1
35.200, 35.22, N/A, , 2.920, 1
35.220, 35.21, N/A, , 2.921, 1
35.240, 35.24, N/A, , 2.922, 1
35.260, 35.26, N/A, , 2.924, 1
35.280, 35.27, N/A, , 2.925, 1
35.300, 35.27, N/A, , 2.927, 1
35.320, 35.32, N/A, , 2.928, 1
35.340, 35.31, N/A, , 2.930, 1
35.360, 35.36, N/A, , 2.932, 1
35.380, 35.36, N/A, , 2.934, 1
35.400, 35.43, N/A, , 2.936, 1
35.420, 35.46, N/A, , 2.937, 1
35.440, 35.44, N/A, , 2.938, 1
35.460, 35.43, N/A, , 2.941, 1
35.480, 35.51, N/A, , 2.943, 1
35.500, 35.55, N/A, , 2.944, 1
35.520, 35.53, N/A, , 2.945, 1
35.540, 35.56, N/A, , 2.947, 1
35.560, 35.56, N/A, , 2.948, 1
35.580, 35.60, N/A, , 2.950, 1
35.600, 35.64, N/A, , 2.952, 1
35.620, 35.64, N/A, , 2.954, 1
35.640, 35.71, N/A, , 2.956, 1
35.660, 35.72, N/A, , 2.958, 1
35.680, 35.75, N/A, , 2.960, 1
35.700, 35.75, N/A, , 2.962, 1
35.720, 35.77, N/A, , 2.963, 1
35.740, 35.79, N/A, , 2.965, 1
35.760, 35.83, N/A, , 2.965, 1
35.780, 35.82, N/A, , 2.967, 1
35.800, 35.87, N/A, , 2.969, 1
35.820, 35.82, N/A, , 2.970, 1
35.840, 35.90, N/A, , 2.972, 1
35.860, 35.92, N/A, , 2.974, 1
35.880, 35.95, N/A, , 2.976, 1
35.900, 35.94, N/A, , 2.977, 1
35.920, 35.99, N/A, , 2.979, 1
35.940, 36.04, N/A, , 2.981, 1
35.960, 36.05, N/A, , 2.982, 1
35.980, 36.07, N/A, , 2.984, 1
36.000, 36.09, N/A, , 2.986, 1
36.020, 36.08, N/A, , 2.988, 1
36.040, 36.17, N/A, , 2.989, 1
36.060, 36.17, N/A, , 2.991, 1
36.080, 36.18, N/A, , 2.992, 1
36.100, 36.19, N/A, , 2.994, 1
36.120, 36.20, N/A, , 2.994, 1
36.140, 36.21, N/A, , 2.996, 1
36.160, 36.25, N/A, , 2.998, 1
36.180, 36.27, N/A, , 3.001, 1
36.200, 36.31, N/A, , 3.003, 1
36.220, 36.35, N/A, , 3.005, 1
36.240, 36.38, N/A, , 3.006, 1
36.260, 36.45, N/A, , 3.008, 1
36.280, 36.44, N/A, , 3.010, 1
36.300, 36.43, N/A, , 3.010, 1
36.320, 36.42, N/A, , 3.012, 1
36.340, 36.44, N/A, , 3.013, 1
36.360, 36.46, N/A, , 3.015, 1
36.380, 36.51, N/A, , 3.017, 1
36.400, 36.51, N/A, , 3.018, 1
36.420, 36.51, N/A, , 3.020, 1
36.440, 36.59, N/A, , 3.022, 1
36.460, 36.59, N/A, , 3.024, 1
36.480, 36.65, N/A, , 3.026, 1
36.500, 36.64, N/A, , 3.028, 1
36.520, 36.68, N/A, , 3.030, 1
36.540, 36.71, N/A, , 3.031, 1
36.560, 36.74, N/A, , 3.032, 1
36.580, 36.73, N/A, , 3.034, 1
36.600, 36.75, N/A, , 3.036, 1
36.620, 36.75, N/A, , 3.036, 1
36.640, 36.80, N/A, , 3.039, 1
36.660, 36.81, N/A, , 3.041, 1
36.680, 36.81, N/A, , 3.043, 1
36.700, 36.89, N/A, , 3.045, 1
36.720, 36.91, N/A, , 3.046, 1
36.740, 36.95, N/A, , 3.048, 1
36.760, 36.94, N/A, , 3.050, 1
36.780, 36.95, N/A, , 3.051, 1
36.800, 37.02, N/A, , 3.053, 1
36.820, 37.03, N/A, , 3.054, 1
36.840, 37.03, N/A, , 3.055, 1
36.860, 37.01, N/A, , 3.057, 1
36.880, 37.09, N/A, , 3.058, 1
36.900, 37.03, N/A, , 3.060, 1
36.920, 37.10, N/A, , 3.061, 1
36.940, 37.10, N/A, , 3.063, 1
36.960, 37.17, N/A, , 3.065, 1
36.980, 37.20, N/A, , 3.067, 1
37.000, 37.26, N/A, , 3.069, 1
37.020, 37.31, N/A, , 3.070, 1
37.040, 37.26, N/A, , 3.072, 1
37.060, 37.29, N/A, , 3.074, 1
37.080, 37.32, N/A, , 3.076, 1
37.100, 37.38, N/A, , 3.077, 1
37.120, 37.36, N/A, , 3.079, 1
37.140, 37.36, N/A, , 3.080, 1
37.160, 37.41, N/A, , 3.081, 1
37.180, 37.40, N/A, , 3.084, 1
37.200, 37.48, N/A, , 3.086, 1
37.220, 37.44, N/A, , 3.088, 1
37.240, 37.53, N/A, , 3.090, 1
37.260, 37.53, N/A, , 3.092, 1
37.280, 37.56, N/A, , 3.093, 1
37.300, 37.63, N/A, , 3.095, 1
37.320, 37.63, N/A, , 3.097, 1
37.340, 37.59, N/A, , 3.098, 1
37.360, 37.64, N/A, , 3.099, 1
37.380, 37.65, N/A, , 3.101, 1
37.400, 37.70, N/A, , 3.102, 1
37.420, 37.72, N/A, , 3.103, 1
37.440, 37.71, N/A, , 3.105, 1
37.460, 37.74, N/A, , 3.106, 1
37.480, 37.77, N/A, , 3.108, 1
37.500, 37.80, N/A, , 3.110, 1
37.520, 37.85, N/A, , 3.111, 1
37.540, 37.82, N/A, , 3.113, 1
37.560, 37.87, N/A, , 3.115, 1
37.580, 37.90, N/A, , 3.117, 1
37.600, 37.95, N/A, , 3.119, 1
37.620, 37.98, N/A, , 3.121, 1
37.640, 38.01, N/A, , 3.121, 1
37.660, 37.98, N/A, , 3.124, 1
37.680, 38.02, N/A, , 3.125, 1
37.700, 38.01, N/A, , 3.126, 1
37.720, 38.08, N/A, , 3.129, 1
37.740, 38.09, N/A, , 3.131, 1
37.760, 38.15, N/A, , 3.133, 1
37.780, 38.16, N/A, , 3.135, 1
37.800, 38.20, N/A, , 3.136, 1
37.820, 38.22, N/A, , 3.138, 1
37.840, 38.23, N/A, , 3.140, 1
37.860, 38.30, N/A, , 3.141, 1
37.880, 38.31, N/A, , 3.143, 1
37.900, 38.32, N/A, , 3.144, 1
37.920, 38.32, N/A, , 3.146, 1
37.940, 38.36, N/A, , 3.147, 1
37.960, 38.34, N/A, , 3.148, 1
37.980, 38.37, N/A, , 3.149, 1
38.000, 38.43, N/A, , 3.151, 1
38.020, 38.44, N/A, , 3.153, 1
38.040, 38.49, N/A, , 3.155, 1
38.060, 38.50, N/A, , 3.156, 1
38.080, 38.55, N/A, , 3.159, 1
38.100, 38.56, N/A, , 3.161, 1
38.120, 38.61, N/A, , 3.163, 1
38.140, 38.60, N/A, , 3.164, 1
38.160, 38.63, N/A, , 3.165, 1
38.180, 38.66, N/A, , 3.167, 1
38.200, 38.68, N/A, , 3.169, 1
38.220, 38.68, N/A, , 3.170, 1
38.240, 38.74, N/A, , 3.172, 1
38.260, 38.77, N/A, , 3.174, 1
38.280, 38.80, N/A, , 3.176, 1
38.300, 38.84, N/A, , 3.178, 1
38.320, 38.83, N/A, , 3.180, 1
38.340, 38.88, N/A, , 3.181, 1
38.360, 38.91, N/A, , 3.183, 1
38.380, 38.91, N/A, , 3.185, 1
38.400, 38.94, N/A, , 3.186, 1
38.420, 38.94, N/A, , 3.187, 1
38.440, 38.94, N/A, , 3.189, 1
38.460, 38.99, N/A, , 3.191, 1
38.480, 39.01, N/A, , 3.191, 1
38.500, 39.03, N/A, , 3.193, 1
38.520, 39.05, N/A, , 3.195, 1
38.540, 39.07, N/A, , 3.197, 1
38.560, 39.11, N/A, , 3.199, 1
38.580, 39.11, N/A, , 3.200, 1
38.600, 39.13, N/A, , 3.202, 1
38.620, 39.18, N/A, , 3.204, 1
38.640, 39.19, N/A, , 3.206, 1
38.660, 39.23, N/A, , 3.207, 1
38.680, 39.24, N/A, , 3.209, 1
38.700, 39.23, N/A, , 3.210, 1
38.720, 39.28, N/A, , 3.212, 1
38.740, 39.32, N/A, , 3.213, 1
38.760, 39.31, N/A, , 3.214, 1
38.780, 39.34, N/A, , 3.217, 1
38.800, 39.37, N/A, , 3.219, 1
38.820, 39.42, N/A, , 3.221, 1
38.840, 39.44, N/A, , 3.223, 1
38.860, 39.47, N/A, , 3.225, 1
38.880, 39.48, N/A, , 3.226, 1
38.900, 39.52, N/A, , 3.228, 1
38.920, 39.55, N/A, , 3.230, 1
38.940, 39.56, N/A, , 3.231, 1
38.960, 39.59, N/A, , 3.232, 1
38.980, 39.57, N/A, , 3.234, 1
39.000, 39.61, N/A, , 3.235, 1
39.020, 39.63, N/A, , 3.236, 1
39.040, 39.66, N/A, , 3.238, 1
39.060, 39.67, N/A, , 3.239, 1
39.080, 39.73, N/A, , 3.241, 1
39.100, 39.73, N/A, , 3.244, 1
39.120, 39.76, N/A, , 3.246, 1
39.140, 39.82, N/A, , 3.247, 1
39.160, 39.82, N/A, , 3.248, 1
39.180, 39.81, N/A, , 3.250, 1
39.200, 39.88, N/A, , 3.252, 1
39.220, 39.90, N/A, , 3.254, 1
39.240, 39.92, N/A, , 3.255, 1
39.260, 39.92, N/A, , 3.257, 1
39.280, 39.96, N/A, , 3.258, 1
39.300, 39.99, N/A, , 3.260, 1
39.320, 40.02, N/A, , 3.262, 1
39.340, 40.03, N/A, , 3.264, 1
39.360, 40.04, N/A, , 3.265, 1
39.380, 40.07, N/A, , 3.267, 1
39.400, 40.11, N/A, , 3.269, 1
39.420, 40.14, N/A, , 3.271, 1
39.440, 40.17, N/A, , 3.273, 1
39.460, 40.20, N/A, , 3.275, 1
39.480, 40.20, N/A, , 3.276, 1
39.500, 40.20, N/A, , 3.277, 1
39.520, 40.23, N/A, , 3.279, 1
39.540, 40.26, N/A, , 3.280, 1
39.560, 40.27, N/A, , 3.282, 1
39.580, 40.30, N/A, , 3.283, 1
39.600, 40.31, N/A, , 3.285, 1
39.620, 40.34, N/A, , 3.287, 1
39.640, 40.40, N/A, , 3.289, 1
39.660, 40.39, N/A, , 3.291, 1
39.680, 40.46, N/A, , 3.293, 1
39.700, 40.48, N/A, , 3.294, 1
39.720, 40.50, N/A, , 3.296, 1
39.740, 40.52, N/A, , 3.298, 1
39.760, 40.52, N/A, , 3.298, 1
39.780, 40.61, N/A, , 3.301, 1
39.800, 40.65, N/A, , 3.303, 1
39.820, 40.67, N/A, , 3.305, 1
39.840, 40.67, N/A, , 3.305, 1
39.860, 40.69, N/A, , 3.307, 1
39.880, 40.72, N/A, , 3.308, 1
39.900, 40.74, N/A, , 3.309, 1
39.920, 40.68, N/A, , 3.309, 1
39.940, 40.74, N/A, , 3.310, 1
39.960, 40.72, N/A, , 3.310, 1
39.980, 40.72, N/A, , 3.310, 1
40.000, 40.69, N/A, , 3.310, 1
40.020, 40.67, N/A, , 3.310, 1
40.040, 40.68, N/A, , 3.310, 1
40.060, 40.68, N/A, , 3.310, 1
40.080, 40.67, N/A, , 3.310, 1
40.100, 40.71, N/A, , 3.310, 1
40.120, 40.59, N/A, , 3.310, 1
40.140, 40.70, N/A, , 3.310, 1
40.160, 40.67, N/A, , 3.310, 1
40.180, 40.61, N/A, , 3.310, 1
40.200, 40.66, N/A, , 3.310, 1
40.220, 40.60, N/A, , 3.310, 1
40.240, 40.57, N/A, , 3.310, 1
40.260, 40.67, N/A, , 3.310, 1
40.280, 40.61, N/A, , 3.310, 1
40.300, 40.64, N/A, , 3.310, 1
40.320, 40.52, N/A, , 3.310, 1
40.340, 40.57, N/A, , 3.310, 1
40.360, 40.61, N/A, , 3.310, 1
40.380, 40.55, N/A, , 3.310, 1
40.400, 40.54, N/A, , 3.310, 1
40.420, 40.60, N/A, , 3.310, 1
40.440, 40.61, N/A, , 3.310, 1
40.460, 40.56, N/A, , 3.310, 1
40.480, 40.55, N/A, , 3.310, 1
40.500, 40.58, N/A, , 3.310, 1
40.520, 40.53, N/A, , 3.310, 1
40.540, 40.56, N/A, , 3.310, 1
40.560, 40.53, N/A, , 3.310, 1
40.580, 40.55, N/A, , 3.310, 1
40.600, 40.57, N/A, , 3.310, 1
40.620, 40.54, N/A, , 3.310, 1
40.640, 40.51, N/A, , 3.310, 1
40.660, 40.53, N/A, , 3.310, 1
40.680, 40.53, N/A, , 3.310, 1
40.700, 40.58, N/A, , 3.310, 1
40.720, 40.52, N/A, , 3.310, 1
40.740, 40.47, N/A, , 3.310, 1
40.760, 40.52, N/A, , 3.310, 1
40.780, 40.53, N/A, , 3.310, 1
40.800, 40.50, N/A, , 3.310, 1
40.820, 40.49, N/A, , 3.310, 1
40.840, 40.52, N/A, , 3.310, 1
40.860, 40.51, N/A, , 3.310, 1
40.880, 40.53, N/A, , 3.310, 1
40.900, 40.52, N/A, , 3.310, 1
40.920, 40.52, N/A, , 3.310, 1
40.940, 40.50, N/A, , 3.310, 1
40.960, 40.50, N/A, , 3.310, 1
40.980, 40.50, N/A, , 3.310, 1
41.000, 40.51, N/A, , 3.310, 1
41.020, 40.52, N/A, , 3.310, 1
41.040, 40.51, N/A, , 3.310, 1
41.060, 40.50, N/A, , 3.310, 1
41.080, 40.50, N/A, , 3.310, 1
41.100, 40.54, N/A, , 3.310, 1
41.120, 40.51, N/A, , 3.310, 1
41.140, 40.50, N/A, , 3.310, 1
41.160, 40.50, N/A, , 3.310, 1
41.180, 40.49, N/A, , 3.310, 1
41.200, 40.53, N/A, , 3.310, 1
41.220, 40.51, N/A, , 3.310, 1
41.240, 40.51, N/A, , 3.310, 1
41.260, 40.53, N/A, , 3.310, 1
41.280, 40.51, N/A, , 3.310, 1
41.300, 40.49, N/A, , 3.310, 1
41.320, 40.51, N/A, , 3.310, 1
41.340, 40.51, N/A, , 3.310, 1
41.360, 40.50, N/A, , 3.310, 1
41.380, 40.50, N/A, , 3.310, 1
41.400, 40.49, N/A, , 3.310, 1
41.420, 40.50, N/A, , 3.310, 1
41.440, 40.49, N/A, , 3.310, 1
41.460, 40.50, N/A, , 3.310, 1
41.480, 40.48, N/A, , 3.310, 1
41.500, 40.45, N/A, , 3.310, 1
41.520, 40.50, N/A, , 3.310, 1
41.540, 40.49, N/A, , 3.310, 1
41.560, 40.45, N/A, , 3.310, 1
41.580, 40.48, N/A, , 3.310, 1
41.600, 40.49, N/A, , 3.310, 1
41.620, 40.46, N/A, , 3.310, 1
41.640, 40.45, N/A, , 3.310, 1
41.660, 40.47, N/A, , 3.310, 1
41.680, 40.49, N/A, , 3.310, 1
41.700, 40.50, N/A, , 3.310, 1
41.720, 40.46, N/A, , 3.310, 1
41.740, 40.46, N/A, , 3.310, 1
41.760, 40.48, N/A, , 3.310, 1
41.780, 40.48, N/A, , 3.310, 1
41.800, 40.45, N/A, , 3.310, 1
41.820, 40.44, N/A, , 3.310, 1
41.840, 40.46, N/A, , 3.310, 1
41.860, 40.45, N/A, , 3.310, 1
41.880, 40.45, N/A, , 3.310, 1
41.900, 40.44, N/A, , 3.310, 1
41.920, 40.42, N/A, , 3.310, 1
41.940, 40.47, N/A, , 3.310, 1
41.960, 40.45, N/A, , 3.310, 1
41.980, 40.41, N/A, , 3.310, 1
42.000, 40.43, N/A, , 3.310, 1
42.020, 40.46, N/A, , 3.310, 1
42.040, 40.47, N/A, , 3.310, 1
42.060, 40.41, N/A, , 3.310, 1
42.080, 40.43, N/A, , 3.310, 1
42.100, 40.43, N/A, , 3.310, 1
42.120, 40.45, N/A, , 3.310, 1
42.140, 40.42, N/A, , 3.310, 1
42.160, 40.41, N/A, , 3.310, 1
42.180, 40.42, N/A, , 3.310, 1
42.200, 40.45, N/A, , 3.310, 1
42.220, 40.43, N/A, , 3.310, 1
42.240, 40.40, N/A, , 3.310, 1
42.260, 40.43, N/A, , 3.310, 1
42.280, 40.43, N/A, , 3.310, 1
42.300, 40.43, N/A, , 3.310, 1
42.320, 40.41, N/A, , 3.310, 1
42.340, 40.42, N/A, , 3.310, 1
42.360, 40.42, N/A, , 3.310, 1
42.380, 40.43, N/A, , 3.310, 1
42.400, 40.39, N/A, , 3.310, 1
42.420, 40.40, N/A, , 3.310, 1
42.440, 40.44, N/A, , 3.310, 1
42.460, 40.41, N/A, , 3.310, 1
42.480, 40.40, N/A, , 3.310, 1
42.500, 40.40, N/A, , 3.310, 1
42.520, 40.42, N/A, , 3.310, 1
42.540, 40.40, N/A, , 3.310, 1
