Time,Displacement,Force
"18.1000","120.6789","0.0302"
"18.2000","121.3462","0.0303"
"18.3000","122.0135","0.0304"
"18.4000","122.6808","0.0304"
"18.5000","123.3471","0.0305"
"18.6000","124.0139","0.0306"
"18.7000","124.6804","0.0306"
"18.8000","125.3466","0.0307"
"18.9000","126.0123","0.0308"
"19.0000","126.6791","0.0308"
"19.1000","127.3466","0.0309"
"19.2000","128.0137","0.0310"
"19.3000","128.6808","0.0310"
"19.4000","129.3471","0.0311"
"19.5000","130.0133","0.0312"
"19.6000","130.6789","0.0313"
"19.7000","131.3460","0.0313"
"19.8000","132.0133","0.0314"
"19.9000","132.6804","0.0315"
"20.0000","133.3469","0.0315"
"20.1000","134.0139","0.0316"
"20.2000","134.6802","0.0317"
"20.3000","135.3466","0.0317"
"20.4000","136.0125","0.0318"
"20.5000","136.6794","0.0319"
"20.6000","137.3464","0.0319"
"20.7000","138.0143","0.0320"
"20.8000","138.6806","0.0321"
"20.9000","139.3471","0.0321"
"21.0000","140.0129","0.0322"
"21.1000","140.6794","0.0323"
"21.2000","141.3458","0.0323"
"21.3000","142.0133","0.0324"
"21.4000","142.6804","0.0325"
"21.5000","143.3471","0.0325"
"21.6000","144.0139","0.0326"
"21.7000","144.6802","0.0327"
"21.8000","145.3466","0.0327"
"21.9000","146.0125","0.0328"
"22.0000","146.6789","0.0329"
"22.1000","147.3466","0.0329"
"22.2000","148.0141","0.0330"
"22.3000","148.6806","0.0331"
"22.4000","149.3473","0.0331"
"22.5000","150.0131","0.0332"
"22.6000","150.6796","0.0333"
"22.7000","151.3460","0.0333"
"22.8000","152.0137","0.0334"
"22.9000","152.6804","0.0335"
"23.0000","153.3477","0.0335"
"23.1000","154.0137","0.0336"
"23.2000","154.6804","0.0337"
"23.3000","155.3464","0.0337"
"23.4000","156.0127","0.0338"
"23.5000","156.6787","0.0339"
"23.6000","157.3464","0.0339"
"23.7000","158.0137","0.0340"
"23.8000","158.6804","0.0340"
"23.9000","159.3471","0.0341"
"24.0000","160.0131","0.0342"
"24.1000","160.6794","0.0342"
"24.2000","161.3458","0.0343"
"24.3000","162.0133","0.0344"
"24.4000","162.6804","0.0344"
"24.5000","163.3473","0.0345"
"24.6000","164.0135","0.0346"
"24.7000","164.6804","0.0346"
"24.8000","165.3464","0.0347"
"24.9000","166.0127","0.0348"
"25.0000","166.6789","0.0348"
"25.1000","167.3468","0.0349"
"25.2000","168.0137","0.0349"
"25.3000","168.6810","0.0350"
"25.4000","169.3468","0.0351"
"25.5000","170.0133","0.0351"
"25.6000","170.6791","0.0352"
"25.7000","171.3462","0.0353"
"25.8000","172.0133","0.0353"
"25.9000","172.6802","0.0354"
"26.0000","173.3473","0.0355"
"26.1000","174.0137","0.0355"
"26.2000","174.6804","0.0356"
"26.3000","175.3464","0.0357"
"26.4000","176.0127","0.0357"
"26.5000","176.6789","0.0358"
"26.6000","177.3462","0.0359"
"26.7000","178.0139","0.0359"
"26.8000","178.6810","0.0360"
"26.9000","179.3470","0.0360"
"27.0000","180.0135","0.0361"
"27.1000","180.6791","0.0362"
"27.2000","181.3462","0.0362"
"27.3000","182.0135","0.0363"
"27.4000","182.6806","0.0364"
"27.5000","183.3471","0.0364"
"27.6000","184.0141","0.0365"
"27.7000","184.6802","0.0366"
"27.8000","185.3466","0.0366"
"27.9000","186.0125","0.0367"
"28.0000","186.6794","0.0368"
"28.1000","187.3460","0.0369"
"28.2000","188.0139","0.0369"
"28.3000","188.6808","0.0370"
"28.4000","189.3471","0.0370"
"28.5000","190.0131","0.0371"
"28.6000","190.6792","0.0372"
"28.7000","191.3462","0.0372"
"28.8000","192.0129","0.0373"
"28.9000","192.6802","0.0374"
"29.0000","193.3469","0.0374"
"29.1000","194.0139","0.0375"
"29.2000","194.6800","0.0376"
"29.3000","195.3466","0.0376"
"29.4000","196.0125","0.0377"
"29.5000","196.6794","0.0378"
"29.6000","197.3462","0.0378"
"29.7000","198.0141","0.0379"
"29.8000","198.6806","0.0380"
"29.9000","199.3477","0.0380"
"30.0000","200.0131","0.0381"
"30.0020","200.0260","0.0381"
"30.0300","200.1206","0.0379"
"30.1300","199.5581","0.0379"
"30.2300","198.7892","0.0376"
"30.3300","198.0623","0.0373"
"30.4300","197.3625","0.0371"
"30.5300","196.6773","0.0369"
"30.6300","195.9998","0.0367"
"30.7300","195.3268","0.0365"
"30.8300","194.6566","0.0363"
"30.9300","193.9887","0.0361"
"31.0300","193.3216","0.0360"
"31.1300","192.6546","0.0358"
"31.2300","191.9871","0.0356"
"31.3300","191.3206","0.0355"
"31.4300","190.6531","0.0353"
"31.5300","189.9866","0.0352"
"31.6300","189.3198","0.0350"
"31.7300","188.6531","0.0349"
"31.8300","187.9866","0.0347"
"31.9300","187.3202","0.0346"
"32.0300","186.6537","0.0344"
"32.1300","185.9871","0.0343"
"32.2300","185.3196","0.0342"
"32.3300","184.6527","0.0340"
"32.4300","183.9862","0.0339"
"32.5300","183.3202","0.0338"
"32.6300","182.6537","0.0336"
"32.7300","181.9868","0.0335"
"32.8300","181.3200","0.0334"
"32.9300","180.6533","0.0333"
"33.0300","179.9868","0.0331"
"33.1300","179.3200","0.0330"
"33.2300","178.6533","0.0329"
"33.3300","177.9864","0.0327"
"33.4300","177.3204","0.0326"
"33.5300","176.6539","0.0325"
"33.6300","175.9877","0.0324"
"33.7300","175.3198","0.0323"
"33.8300","174.6527","0.0322"
"33.9300","173.9862","0.0320"
"34.0300","173.3204","0.0319"
"34.1300","172.6537","0.0318"
"34.2300","171.9871","0.0317"
"34.3300","171.3200","0.0316"
"34.4300","170.6535","0.0315"
"34.5300","169.9866","0.0313"
"34.6300","169.3200","0.0312"
"34.7300","168.6531","0.0311"
"34.8300","167.9866","0.0310"
"34.9300","167.3200","0.0309"
"35.0300","166.6541","0.0308"
"35.1300","165.9873","0.0307"
"35.2300","165.3198","0.0306"
"35.3300","164.6527","0.0305"
"35.4300","163.9862","0.0304"
"35.5300","163.3204","0.0302"
"35.6300","162.6535","0.0302"
"35.7300","161.9869","0.0301"
"35.8300","161.3195","0.0299"
"35.9300","160.6537","0.0298"
"36.0300","159.9864","0.0297"
"36.1300","159.3198","0.0296"
"36.2300","158.6531","0.0295"
"36.3300","157.9864","0.0294"
"36.4300","157.3200","0.0293"
"36.5300","156.6539","0.0292"
"36.6300","155.9868","0.0291"
"36.7300","155.3198","0.0290"
"36.8300","154.6529","0.0289"
"36.9300","153.9862","0.0288"
"37.0300","153.3202","0.0287"
"37.1300","152.6539","0.0286"
"37.2300","151.9866","0.0285"
"37.3300","151.3198","0.0284"
"37.4300","150.6535","0.0283"
"37.5300","149.9868","0.0282"
"37.6300","149.3200","0.0281"
"37.7300","148.6531","0.0280"
"37.8300","147.9866","0.0279"
"37.9300","147.3202","0.0278"
"38.0300","146.6541","0.0277"
"38.1300","145.9869","0.0276"
"38.2300","145.3204","0.0275"
"38.3300","144.6527","0.0274"
"38.4300","143.9864","0.0273"
"38.5300","143.3204","0.0272"
"38.6300","142.6539","0.0271"
"38.7300","141.9866","0.0270"
"38.8300","141.3200","0.0269"
"38.9300","140.6533","0.0268"
"39.0300","139.9869","0.0268"
"39.1300","139.3198","0.0267"
"39.2300","138.6531","0.0266"
"39.3300","137.9862","0.0265"
"39.4300","137.3202","0.0264"
"39.5300","136.6539","0.0263"
"39.6300","135.9871","0.0262"
"39.7300","135.3200","0.0261"
"39.8300","134.6527","0.0260"
"39.9300","133.9866","0.0259"
"40.0300","133.3200","0.0258"
"40.1300","132.6539","0.0257"
"40.2300","131.9866","0.0256"
"40.3300","131.3200","0.0255"
"40.4300","130.6531","0.0254"
"40.5300","129.9871","0.0253"
"40.6300","129.3198","0.0252"
"40.7300","128.6531","0.0251"
"40.8300","127.9864","0.0251"
"40.9300","127.3202","0.0250"
"41.0300","126.6539","0.0249"
"41.1300","125.9869","0.0248"
"41.2300","125.3196","0.0247"
"41.3300","124.6529","0.0246"
"41.4300","123.9862","0.0245"
"41.5300","123.3202","0.0244"
"41.6300","122.6535","0.0243"
"41.7300","121.9869","0.0242"
"41.8300","121.3200","0.0241"
"41.9300","120.6533","0.0240"
"42.0300","119.9869","0.0239"
"42.1300","119.3200","0.0238"
"42.2300","118.6531","0.0237"
"42.3300","117.9865","0.0236"
"42.4300","117.3206","0.0236"
"42.5300","116.6539","0.0235"
"42.6300","115.9871","0.0234"
"42.7300","115.3194","0.0233"
"42.8300","114.6531","0.0232"
"42.9300","113.9860","0.0231"
"43.0300","113.3204","0.0230"
"43.1300","112.6537","0.0229"
"43.2300","111.9871","0.0228"
"43.3300","111.3200","0.0227"
"43.4300","110.6533","0.0226"
"43.5300","109.9867","0.0225"
"43.6300","109.3200","0.0224"
"43.7300","108.6531","0.0223"
"43.8300","107.9865","0.0222"
"43.9300","107.3198","0.0221"
"44.0300","106.6542","0.0220"
"44.1300","105.9871","0.0219"
"44.2300","105.3196","0.0218"
"44.3300","104.6529","0.0217"
"44.4300","103.9862","0.0216"
"44.5300","103.3204","0.0215"
"44.6300","102.6535","0.0214"
"44.7300","101.9869","0.0213"
"44.8300","101.3198","0.0212"
"44.9300","100.6533","0.0211"
"45.0300","99.9865","0.0211"
"45.1300","99.3204","0.0210"
"45.2300","98.6531","0.0209"
"45.3300","97.9867","0.0208"
"45.4300","97.3200","0.0206"
"45.5300","96.6544","0.0206"
"45.6300","95.9869","0.0205"
"45.7300","95.3198","0.0204"
"45.8300","94.6529","0.0202"
"45.9300","93.9864","0.0202"
"46.0300","93.3204","0.0200"
"46.1300","92.6537","0.0200"
"46.2300","91.9867","0.0198"
"46.3300","91.3200","0.0198"
"46.4300","90.6533","0.0196"
"46.5300","89.9866","0.0195"
"46.6300","89.3200","0.0194"
"46.7300","88.6531","0.0193"
"46.8300","87.9867","0.0192"
"46.9300","87.3200","0.0191"
"47.0300","86.6544","0.0190"
"47.1300","85.9869","0.0189"
"47.2300","85.3198","0.0188"
"47.3300","84.6527","0.0187"
"47.4300","83.9867","0.0186"
"47.5300","83.3200","0.0185"
"47.6300","82.6537","0.0184"
"47.7300","81.9867","0.0183"
"47.8300","81.3200","0.0182"
"47.9300","80.6531","0.0181"
"48.0300","79.9867","0.0179"
"48.1300","79.3200","0.0178"
"48.2300","78.6533","0.0177"
"48.3300","77.9862","0.0176"
"48.4300","77.3200","0.0175"
"48.5300","76.6535","0.0174"
"48.6300","75.9871","0.0173"
"48.7300","75.3198","0.0172"
"48.8300","74.6527","0.0170"
"48.9300","73.9865","0.0169"
"49.0300","73.3202","0.0168"
"49.1300","72.6537","0.0167"
"49.2300","71.9867","0.0166"
"49.3300","71.3200","0.0165"
"49.4300","70.6531","0.0163"
"49.5300","69.9869","0.0162"
"49.6300","69.3198","0.0161"
"49.7300","68.6533","0.0160"
"49.8300","67.9862","0.0159"
"49.9300","67.3200","0.0157"
"50.0300","66.6539","0.0156"
"50.1300","65.9873","0.0155"
"50.2300","65.3196","0.0154"
"50.3300","64.6527","0.0153"
"50.4300","63.9862","0.0151"
"50.5300","63.3204","0.0150"
"50.6300","62.6537","0.0149"
"50.7300","61.9867","0.0148"
"50.8300","61.3196","0.0146"
"50.9300","60.6533","0.0145"
"51.0300","59.9869","0.0144"
"51.1300","59.3198","0.0142"
"51.2300","58.6533","0.0141"
"51.3300","57.9862","0.0140"
"51.4300","57.3200","0.0138"
"51.5300","56.6540","0.0137"
"51.6300","55.9873","0.0136"
"51.7300","55.3198","0.0134"
"51.8300","54.6529","0.0133"
"51.9300","53.9862","0.0132"
"52.0300","53.3206","0.0130"
"52.1300","52.6535","0.0129"
"52.2300","51.9867","0.0127"
"52.3300","51.3196","0.0126"
"52.4300","50.6533","0.0124"
"52.5300","49.9867","0.0123"
"52.6300","49.3198","0.0122"
"52.7300","48.6529","0.0120"
"52.8300","47.9865","0.0119"
"52.9300","47.3200","0.0117"
"53.0300","46.6540","0.0116"
"53.1300","45.9867","0.0114"
"53.2300","45.3198","0.0112"
"53.3300","44.6527","0.0111"
"53.4300","43.9862","0.0109"
"53.5300","43.3202","0.0108"
"53.6300","42.6535","0.0106"
"53.7300","41.9867","0.0104"
"53.8300","41.3196","0.0103"
"53.9300","40.6535","0.0101"
"54.0300","39.9865","0.0100"
"54.1300","39.3198","0.0098"
"54.2300","38.6529","0.0096"
"54.3300","37.9867","0.0094"
"54.4300","37.3200","0.0093"
"54.5300","36.6542","0.0091"
"54.6300","35.9869","0.0089"
"54.7300","35.3198","0.0087"
"54.8300","34.6527","0.0086"
"54.9300","33.9862","0.0084"
"55.0300","33.3202","0.0082"
"55.1300","32.6537","0.0080"
"55.2300","31.9867","0.0078"
"55.3300","31.3198","0.0076"
"55.4300","30.6531","0.0074"
"55.5300","29.9871","0.0072"
"55.6300","29.3200","0.0070"
"55.7300","28.6529","0.0068"
"55.8300","27.9865","0.0066"
"55.9300","27.3200","0.0064"
"56.0300","26.6540","0.0062"
"56.1300","25.9867","0.0060"
"56.2300","25.3200","0.0058"
"56.3300","24.6529","0.0056"
"56.4300","23.9865","0.0054"
"56.5300","23.3200","0.0051"
"56.6300","22.6542","0.0049"
"56.7300","21.9867","0.0047"
"56.8300","21.3198","0.0044"
"56.9300","20.6531","0.0042"
"57.0300","19.9871","0.0040"
"57.1300","19.3198","0.0037"
"57.2300","18.6529","0.0035"
"57.3300","17.9862","0.0032"
"57.4300","17.3200","0.0030"
"57.5300","16.6540","0.0027"
"57.6300","15.9867","0.0025"
"57.7300","15.3196","0.0022"
"57.8300","14.6531","0.0019"
"57.9300","13.9862","0.0017"
"58.0300","13.3200","0.0014"
"58.1300","12.6537","0.0011"
"58.2300","11.9867","0.0008"
"58.3300","11.3198","0.0005"
"58.4300","10.6531","0.0003"
"58.5300","9.9869","0.0003"
"58.6300","9.3198","0.0003"
"58.7300","8.6529","0.0003"
"58.8300","7.9862","0.0003"
"58.9300","7.3204","0.0003"
"59.0300","6.6540","0.0003"
"59.1300","5.9871","0.0003"
"59.2300","5.3198","0.0003"
"59.3300","4.6531","0.0003"
"59.4300","3.9862","0.0003"
"59.5300","3.3200","0.0003"
"59.6300","2.6535","0.0003"
"59.7300","1.9867","0.0003"
"59.8300","1.3198","0.0003"
"59.9300","0.6533","0.0003"
"60.0280","0.0000","0.0003"
"60.0300","-0.0133","0.0003"
"60.0600","-0.1208","0.0004"
"60.1600","0.4404","0.0003"
"60.2600","1.2100","0.0003"
"60.3600","1.9379","0.0003"
"60.4600","2.6387","0.0003"
"60.5600","3.3240","0.0003"
"60.6600","4.0010","0.0003"
"60.7600","4.6731","0.0003"
"60.8600","5.3425","0.0003"
"60.9600","6.0104","0.0004"
"61.0600","6.6779","0.0004"
"61.1600","7.3460","0.0004"
"61.2600","8.0131","0.0005"
"61.3600","8.6804","0.0007"
"61.4600","9.3469","0.0013"
"61.5600","10.0131","0.0020"
"61.6600","10.6790","0.0026"
"61.7600","11.3462","0.0031"
"61.8600","12.0133","0.0036"
"61.9600","12.6804","0.0041"
"62.0600","13.3471","0.0045"
"62.1600","14.0137","0.0050"
"62.2600","14.6800","0.0054"
"62.3600","15.3471","0.0058"
"62.4600","16.0123","0.0062"
"62.5600","16.6792","0.0065"
"62.6600","17.3465","0.0069"
"62.7600","18.0140","0.0073"
"62.8600","18.6806","0.0076"
"62.9600","19.3471","0.0079"
"63.0600","20.0129","0.0083"
"63.1600","20.6790","0.0086"
"63.2600","21.3460","0.0089"
"63.3600","22.0131","0.0092"
"63.4600","22.6804","0.0095"
"63.5600","23.3467","0.0098"
"63.6600","24.0135","0.0101"
"63.7600","24.6804","0.0104"
"63.8600","25.3469","0.0106"
"63.9600","26.0125","0.0109"
"64.0600","26.6794","0.0112"
"64.1600","27.3465","0.0114"
"64.2600","28.0142","0.0117"
"64.3600","28.6806","0.0119"
"64.4600","29.3473","0.0122"
"64.5600","30.0131","0.0124"
"64.6600","30.6796","0.0126"
"64.7600","31.3458","0.0129"
"64.8600","32.0135","0.0131"
"64.9600","32.6804","0.0133"
"65.0600","33.3473","0.0136"
"65.1600","34.0137","0.0138"
"65.2600","34.6804","0.0140"
"65.3600","35.3469","0.0142"
"65.4600","36.0127","0.0144"
"65.5600","36.6792","0.0146"
"65.6600","37.3465","0.0148"
"65.7600","38.0142","0.0150"
"65.8600","38.6804","0.0152"
"65.9600","39.3471","0.0154"
"66.0600","40.0131","0.0156"
"66.1600","40.6794","0.0158"
"66.2600","41.3458","0.0160"
"66.3600","42.0133","0.0162"
"66.4600","42.6802","0.0164"
"66.5600","43.3471","0.0166"
"66.6600","44.0137","0.0167"
"66.7600","44.6804","0.0169"
"66.8600","45.3465","0.0171"
"66.9600","46.0131","0.0173"
"67.0600","46.6790","0.0174"
"67.1600","47.3467","0.0176"
"67.2600","48.0137","0.0178"
"67.3600","48.6808","0.0179"
"67.4600","49.3471","0.0181"
"67.5600","50.0131","0.0183"
"67.6600","50.6792","0.0184"
"67.7600","51.3460","0.0186"
"67.8600","52.0133","0.0187"
"67.9600","52.6802","0.0189"
"68.0600","53.3473","0.0190"
"68.1600","54.0135","0.0192"
"68.2600","54.6804","0.0194"
"68.3600","55.3467","0.0195"
"68.4600","56.0127","0.0196"
"68.5600","56.6790","0.0198"
"68.6600","57.3467","0.0199"
"68.7600","58.0140","0.0201"
"68.8600","58.6810","0.0202"
"68.9600","59.3471","0.0203"
"69.0600","60.0133","0.0205"
"69.1600","60.6792","0.0206"
"69.2600","61.3467","0.0207"
"69.3600","62.0131","0.0209"
"69.4600","62.6804","0.0210"
"69.5600","63.3471","0.0212"
"69.6600","64.0140","0.0213"
"69.7600","64.6802","0.0214"
"69.8600","65.3465","0.0215"
"69.9600","66.0127","0.0217"
"70.0600","66.6792","0.0218"
"70.1600","67.3464","0.0219"
"70.2600","68.0139","0.0220"
"70.3600","68.6808","0.0221"
"70.4600","69.3467","0.0223"
"70.5600","70.0131","0.0224"
"70.6600","70.6792","0.0225"
"70.7600","71.3462","0.0226"
"70.8600","72.0131","0.0227"
"70.9600","72.6804","0.0229"
"71.0600","73.3471","0.0230"
"71.1600","74.0139","0.0231"
"71.2600","74.6802","0.0232"
"71.3600","75.3469","0.0233"
"71.4600","76.0125","0.0234"
"71.5600","76.6798","0.0235"
"71.6600","77.3462","0.0236"
"71.7600","78.0139","0.0238"
"71.8600","78.6808","0.0239"
"71.9600","79.3471","0.0240"
"72.0600","80.0129","0.0241"
"72.1600","80.6792","0.0242"
"72.2600","81.3460","0.0243"
"72.3600","82.0133","0.0244"
"72.4600","82.6804","0.0245"
"72.5600","83.3471","0.0246"
"72.6600","84.0142","0.0247"
"72.7600","84.6800","0.0248"
"72.8600","85.3464","0.0249"
"72.9600","86.0125","0.0250"
"73.0600","86.6794","0.0251"
"73.1600","87.3462","0.0252"
"73.2600","88.0142","0.0253"
"73.3600","88.6810","0.0254"
"73.4600","89.3473","0.0255"
"73.5600","90.0129","0.0256"
"73.6600","90.6794","0.0257"
"73.7600","91.3460","0.0258"
"73.8600","92.0139","0.0259"
"73.9600","92.6800","0.0259"
"74.0600","93.3473","0.0260"
"74.1600","94.0137","0.0261"
"74.2600","94.6802","0.0262"
"74.3600","95.3464","0.0263"
"74.4600","96.0127","0.0264"
"74.5600","96.6794","0.0265"
"74.6600","97.3465","0.0266"
"74.7600","98.0137","0.0267"
"74.8600","98.6806","0.0268"
"74.9600","99.3473","0.0269"
"75.0600","100.0129","0.0270"
"75.1600","100.6792","0.0270"
"75.2600","101.3458","0.0271"
"75.3600","102.0133","0.0272"
"75.4600","102.6800","0.0273"
"75.5600","103.3475","0.0274"
"75.6600","104.0139","0.0275"
"75.7600","104.6804","0.0276"
"75.8600","105.3465","0.0277"
"75.9600","106.0125","0.0278"
"76.0600","106.6789","0.0278"
"76.1600","107.3471","0.0279"
"76.2600","108.0135","0.0280"
"76.3600","108.6808","0.0281"
"76.4600","109.3471","0.0282"
"76.5600","110.0131","0.0282"
"76.6600","110.6787","0.0283"
"76.7600","111.3462","0.0284"
"76.8600","112.0135","0.0285"
"76.9600","112.6804","0.0286"
"77.0600","113.3475","0.0286"
"77.1600","114.0137","0.0287"
"77.2600","114.6804","0.0288"
"77.3600","115.3462","0.0289"
"77.4600","116.0125","0.0290"
"77.5600","116.6792","0.0290"
"77.6600","117.3469","0.0291"
"77.7600","118.0139","0.0292"
"77.8600","118.6810","0.0293"
"77.9600","119.3473","0.0294"
"78.0600","120.0133","0.0294"
"78.1600","120.6789","0.0295"
"78.2600","121.3460","0.0296"
"78.3600","122.0131","0.0297"
"78.4600","122.6810","0.0298"
"78.5600","123.3471","0.0298"
"78.6600","124.0139","0.0299"
"78.7600","124.6804","0.0300"
"78.8600","125.3466","0.0300"
"78.9600","126.0125","0.0301"
"79.0600","126.6791","0.0302"
"79.1600","127.3466","0.0303"
"79.2600","128.0137","0.0303"
"79.3600","128.6808","0.0304"
"79.4600","129.3471","0.0305"
"79.5600","130.0131","0.0306"
"79.6600","130.6789","0.0307"
"79.7600","131.3458","0.0307"
"79.8600","132.0133","0.0308"
"79.9600","132.6804","0.0309"
"80.0600","133.3469","0.0310"
"80.1600","134.0141","0.0310"
"80.2600","134.6804","0.0311"
"80.3600","135.3466","0.0312"
"80.4600","136.0123","0.0312"
"80.5600","136.6791","0.0313"
"80.6600","137.3464","0.0314"
"80.7600","138.0143","0.0315"
"80.8600","138.6806","0.0315"
"80.9600","139.3473","0.0316"
"81.0600","140.0131","0.0317"
"81.1600","140.6792","0.0317"
"81.2600","141.3458","0.0318"
"81.3600","142.0133","0.0319"
"81.4600","142.6804","0.0320"
"81.5600","143.3471","0.0320"
"81.6600","144.0139","0.0321"
