

Time (sec), Load (N), Stress (KPa), Strain (mm), Position (mm), Cycle
3.180, 0.28, 1, , 0.213, 1
3.200, 0.29, 1, , 0.214, 1
3.220, 0.31, 1, , 0.216, 1
3.240, 0.28, 1, , 0.218, 1
3.260, 0.30, 1, , 0.219, 1
3.280, 0.30, 1, , 0.220, 1
3.300, 0.28, 1, , 0.223, 1
3.320, 0.29, 1, , 0.224, 1
3.340, 0.29, 1, , 0.226, 1
3.360, 0.30, 1, , 0.227, 1
3.380, 0.32, 1, , 0.229, 1
3.400, 0.27, 1, , 0.231, 1
3.420, 0.29, 1, , 0.232, 1
3.440, 0.28, 1, , 0.234, 1
3.460, 0.28, 1, , 0.236, 1
3.480, 0.33, 1, , 0.237, 1
3.500, 0.30, 1, , 0.239, 1
3.520, 0.31, 1, , 0.241, 1
3.540, 0.27, 1, , 0.242, 1
3.560, 0.32, 1, , 0.244, 1
3.580, 0.28, 1, , 0.246, 1
3.600, 0.29, 1, , 0.247, 1
3.620, 0.26, 1, , 0.248, 1
3.640, 0.30, 1, , 0.251, 1
3.660, 0.28, 1, , 0.252, 1
3.680, 0.30, 1, , 0.254, 1
3.700, 0.30, 1, , 0.256, 1
3.720, 0.26, 1, , 0.258, 1
3.740, 0.30, 1, , 0.259, 1
3.760, 0.29, 1, , 0.261, 1
3.780, 0.28, 1, , 0.263, 1
3.800, 0.27, 1, , 0.264, 1
3.820, 0.31, 1, , 0.265, 1
3.840, 0.29, 1, , 0.268, 1
3.860, 0.28, 1, , 0.269, 1
3.880, 0.30, 1, , 0.270, 1
3.900, 0.32, 1, , 0.272, 1
3.920, 0.29, 1, , 0.274, 1
3.940, 0.30, 1, , 0.275, 1
3.960, 0.30, 1, , 0.277, 1
3.980, 0.29, 1, , 0.279, 1
4.000, 0.30, 1, , 0.281, 1
4.020, 0.31, 1, , 0.282, 1
4.040, 0.30, 1, , 0.284, 1
4.060, 0.29, 1, , 0.286, 1
4.080, 0.28, 1, , 0.287, 1
4.100, 0.28, 1, , 0.289, 1
4.120, 0.29, 1, , 0.291, 1
4.140, 0.31, 1, , 0.292, 1
4.160, 0.31, 1, , 0.294, 1
4.180, 0.31, 1, , 0.296, 1
4.200, 0.29, 1, , 0.297, 1
4.220, 0.32, 1, , 0.299, 1
4.240, 0.32, 1, , 0.301, 1
4.260, 0.28, 1, , 0.302, 1
4.280, 0.31, 1, , 0.304, 1
4.300, 0.29, 1, , 0.306, 1
4.320, 0.29, 1, , 0.307, 1
4.340, 0.30, 1, , 0.308, 1
4.360, 0.32, 1, , 0.311, 1
4.380, 0.30, 1, , 0.313, 1
4.400, 0.30, 1, , 0.314, 1
4.420, 0.30, 1, , 0.315, 1
4.440, 0.32, 1, , 0.317, 1
4.460, 0.31, 1, , 0.319, 1
4.480, 0.31, 1, , 0.320, 1
4.500, 0.33, 1, , 0.322, 1
4.520, 0.33, 1, , 0.325, 1
4.540, 0.31, 1, , 0.325, 1
4.560, 0.34, 1, , 0.328, 1
4.580, 0.32, 1, , 0.329, 1
4.600, 0.29, 1, , 0.331, 1
4.620, 0.32, 1, , 0.332, 1
4.640, 0.30, 1, , 0.334, 1
4.660, 0.31, 1, , 0.336, 1
4.680, 0.30, 1, , 0.337, 1
4.700, 0.33, 1, , 0.339, 1
4.720, 0.31, 1, , 0.341, 1
4.740, 0.30, 1, , 0.342, 1
4.760, 0.34, 1, , 0.344, 1
4.780, 0.32, 1, , 0.346, 1
4.800, 0.34, 1, , 0.347, 1
4.820, 0.33, 1, , 0.349, 1
4.840, 0.31, 1, , 0.351, 1
4.860, 0.33, 1, , 0.352, 1
4.880, 0.35, 1, , 0.353, 1
4.900, 0.31, 1, , 0.356, 1
4.920, 0.31, 1, , 0.358, 1
4.940, 0.32, 1, , 0.359, 1
4.960, 0.34, 1, , 0.360, 1
4.980, 0.34, 1, , 0.363, 1
5.000, 0.31, 1, , 0.364, 1
5.020, 0.31, 1, , 0.365, 1
5.040, 0.35, 1, , 0.368, 1
5.060, 0.31, 1, , 0.369, 1
5.080, 0.33, 1, , 0.370, 1
5.100, 0.33, 1, , 0.373, 1
5.120, 0.30, 1, , 0.374, 1
5.140, 0.33, 1, , 0.375, 1
5.160, 0.34, 1, , 0.377, 1
5.180, 0.33, 1, , 0.379, 1
5.200, 0.31, 1, , 0.380, 1
5.220, 0.34, 1, , 0.382, 1
5.240, 0.33, 1, , 0.384, 1
5.260, 0.33, 1, , 0.386, 1
5.280, 0.33, 1, , 0.387, 1
5.300, 0.34, 1, , 0.389, 1
5.320, 0.33, 1, , 0.391, 1
5.340, 0.36, 1, , 0.392, 1
5.360, 0.34, 1, , 0.394, 1
5.380, 0.33, 1, , 0.396, 1
5.400, 0.33, 1, , 0.397, 1
5.420, 0.36, 1, , 0.399, 1
5.440, 0.33, 1, , 0.401, 1
5.460, 0.32, 1, , 0.403, 1
5.480, 0.32, 1, , 0.404, 1
5.500, 0.38, 1, , 0.405, 1
5.520, 0.34, 1, , 0.408, 1
5.540, 0.34, 1, , 0.409, 1
5.560, 0.35, 1, , 0.411, 1
5.580, 0.33, 1, , 0.413, 1
5.600, 0.36, 1, , 0.414, 1
5.620, 0.37, 1, , 0.416, 1
5.640, 0.34, 1, , 0.418, 1
5.660, 0.34, 1, , 0.419, 1
5.680, 0.34, 1, , 0.420, 1
5.700, 0.34, 1, , 0.423, 1
5.720, 0.32, 1, , 0.424, 1
5.740, 0.32, 1, , 0.425, 1
5.760, 0.35, 1, , 0.427, 1
5.780, 0.33, 1, , 0.429, 1
5.800, 0.36, 1, , 0.430, 1
5.820, 0.36, 1, , 0.433, 1
5.840, 0.33, 1, , 0.435, 1
5.860, 0.35, 1, , 0.435, 1
5.880, 0.36, 1, , 0.437, 1
5.900, 0.36, 1, , 0.439, 1
5.920, 0.32, 1, , 0.441, 1
5.940, 0.38, 1, , 0.442, 1
5.960, 0.35, 1, , 0.444, 1
5.980, 0.35, 1, , 0.446, 1
6.000, 0.34, 1, , 0.447, 1
6.020, 0.38, 1, , 0.448, 1
6.040, 0.37, 1, , 0.451, 1
6.060, 0.35, 1, , 0.452, 1
6.080, 0.37, 1, , 0.454, 1
6.100, 0.37, 1, , 0.456, 1
6.120, 0.36, 1, , 0.458, 1
6.140, 0.36, 1, , 0.459, 1
6.160, 0.36, 1, , 0.461, 1
6.180, 0.33, 1, , 0.462, 1
6.200, 0.34, 1, , 0.464, 1
6.220, 0.36, 1, , 0.465, 1
6.240, 0.34, 1, , 0.468, 1
6.260, 0.33, 1, , 0.469, 1
6.280, 0.37, 1, , 0.470, 1
6.300, 0.37, 1, , 0.473, 1
6.320, 0.35, 1, , 0.474, 1
6.340, 0.38, 1, , 0.476, 1
6.360, 0.36, 1, , 0.478, 1
6.380, 0.33, 1, , 0.479, 1
6.400, 0.37, 1, , 0.480, 1
6.420, 0.37, 1, , 0.483, 1
6.440, 0.35, 1, , 0.484, 1
6.460, 0.36, 1, , 0.485, 1
6.480, 0.37, 1, , 0.487, 1
6.500, 0.34, 1, , 0.489, 1
6.520, 0.35, 1, , 0.491, 1
6.540, 0.36, 1, , 0.492, 1
6.560, 0.39, 1, , 0.494, 1
6.580, 0.34, 1, , 0.496, 1
6.600, 0.35, 1, , 0.497, 1
6.620, 0.39, 1, , 0.499, 1
6.640, 0.37, 1, , 0.501, 1
6.660, 0.37, 1, , 0.502, 1
6.680, 0.39, 1, , 0.504, 1
6.700, 0.37, 1, , 0.506, 1
6.720, 0.37, 1, , 0.507, 1
6.740, 0.38, 1, , 0.508, 1
6.760, 0.36, 1, , 0.511, 1
6.780, 0.37, 1, , 0.512, 1
6.800, 0.35, 1, , 0.514, 1
6.820, 0.39, 1, , 0.515, 1
6.840, 0.37, 1, , 0.518, 1
6.860, 0.36, 1, , 0.519, 1
6.880, 0.39, 1, , 0.521, 1
6.900, 0.39, 1, , 0.523, 1
6.920, 0.38, 1, , 0.524, 1
6.940, 0.39, 1, , 0.526, 1
6.960, 0.36, 1, , 0.528, 1
6.980, 0.36, 1, , 0.529, 1
7.000, 0.39, 1, , 0.530, 1
7.020, 0.39, 1, , 0.532, 1
7.040, 0.38, 1, , 0.534, 1
7.060, 0.39, 1, , 0.536, 1
7.080, 0.38, 1, , 0.537, 1
7.100, 0.40, 1, , 0.539, 1
7.120, 0.38, 1, , 0.541, 1
7.140, 0.39, 1, , 0.542, 1
7.160, 0.40, 1, , 0.544, 1
7.180, 0.41, 1, , 0.546, 1
7.200, 0.39, 1, , 0.547, 1
7.220, 0.41, 1, , 0.549, 1
7.240, 0.38, 1, , 0.551, 1
7.260, 0.38, 1, , 0.552, 1
7.280, 0.40, 1, , 0.554, 1
7.300, 0.37, 1, , 0.556, 1
7.320, 0.38, 1, , 0.557, 1
7.340, 0.41, 1, , 0.558, 1
7.360, 0.42, 1, , 0.561, 1
7.380, 0.39, 1, , 0.563, 1
7.400, 0.38, 1, , 0.564, 1
7.420, 0.42, 1, , 0.566, 1
7.440, 0.36, 1, , 0.568, 1
7.460, 0.41, 1, , 0.569, 1
7.480, 0.36, 1, , 0.571, 1
7.500, 0.59, 2, , 0.573, 1
7.520, 0.20, 1, , 0.574, 1
7.540, 0.57, 1, , 0.575, 1
7.560, 0.29, 1, , 0.578, 1
7.580, 0.45, 1, , 0.579, 1
7.600, 0.35, 1, , 0.580, 1
7.620, 0.49, 1, , 0.582, 1
7.640, 0.37, 1, , 0.584, 1
7.660, 0.43, 1, , 0.586, 1
7.680, 0.39, 1, , 0.587, 1
7.700, 0.43, 1, , 0.589, 1
7.720, 0.38, 1, , 0.591, 1
7.740, 0.41, 1, , 0.592, 1
7.760, 0.41, 1, , 0.594, 1
7.780, 0.39, 1, , 0.596, 1
7.800, 0.43, 1, , 0.597, 1
7.820, 0.44, 1, , 0.599, 1
7.840, 0.41, 1, , 0.601, 1
7.860, 0.41, 1, , 0.602, 1
7.880, 0.43, 1, , 0.603, 1
7.900, 0.42, 1, , 0.606, 1
7.920, 0.44, 1, , 0.607, 1
7.940, 0.44, 1, , 0.609, 1
7.960, 0.42, 1, , 0.611, 1
7.980, 0.38, 1, , 0.612, 1
8.000, 0.46, 1, , 0.614, 1
8.020, 0.39, 1, , 0.616, 1
8.040, 0.41, 1, , 0.617, 1
8.060, 0.40, 1, , 0.618, 1
8.080, 0.44, 1, , 0.621, 1
8.100, 0.41, 1, , 0.623, 1
8.120, 0.41, 1, , 0.624, 1
8.140, 0.43, 1, , 0.625, 1
8.160, 0.43, 1, , 0.628, 1
8.180, 0.42, 1, , 0.629, 1
8.200, 0.41, 1, , 0.630, 1
8.220, 0.43, 1, , 0.633, 1
8.240, 0.43, 1, , 0.635, 1
8.260, 0.44, 1, , 0.635, 1
8.280, 0.43, 1, , 0.637, 1
8.300, 0.45, 1, , 0.639, 1
8.320, 0.44, 1, , 0.641, 1
8.340, 0.45, 1, , 0.642, 1
8.360, 0.42, 1, , 0.644, 1
8.380, 0.42, 1, , 0.646, 1
8.400, 0.43, 1, , 0.647, 1
8.420, 0.45, 1, , 0.649, 1
8.440, 0.40, 1, , 0.651, 1
8.460, 0.45, 1, , 0.652, 1
8.480, 0.47, 1, , 0.654, 1
8.500, 0.45, 1, , 0.656, 1
8.520, 0.41, 1, , 0.657, 1
8.540, 0.46, 1, , 0.659, 1
8.560, 0.44, 1, , 0.661, 1
8.580, 0.43, 1, , 0.662, 1
8.600, 0.46, 1, , 0.663, 1
8.620, 0.46, 1, , 0.666, 1
8.640, 0.43, 1, , 0.668, 1
8.660, 0.44, 1, , 0.669, 1
8.680, 0.45, 1, , 0.670, 1
8.700, 0.45, 1, , 0.673, 1
8.720, 0.46, 1, , 0.674, 1
8.740, 0.45, 1, , 0.675, 1
8.760, 0.44, 1, , 0.678, 1
8.780, 0.42, 1, , 0.679, 1
8.800, 0.45, 1, , 0.680, 1
8.820, 0.44, 1, , 0.683, 1
8.840, 0.46, 1, , 0.684, 1
8.860, 0.45, 1, , 0.685, 1
8.880, 0.48, 1, , 0.687, 1
8.900, 0.43, 1, , 0.689, 1
8.920, 0.42, 1, , 0.690, 1
8.940, 0.46, 1, , 0.692, 1
8.960, 0.44, 1, , 0.694, 1
8.980, 0.44, 1, , 0.695, 1
9.000, 0.48, 1, , 0.697, 1
9.020, 0.45, 1, , 0.699, 1
9.040, 0.47, 1, , 0.700, 1
9.060, 0.47, 1, , 0.703, 1
9.080, 0.42, 1, , 0.704, 1
9.100, 0.44, 1, , 0.705, 1
9.120, 0.45, 1, , 0.707, 1
9.140, 0.45, 1, , 0.709, 1
9.160, 0.45, 1, , 0.710, 1
9.180, 0.49, 1, , 0.712, 1
9.200, 0.45, 1, , 0.714, 1
9.220, 0.47, 1, , 0.715, 1
9.240, 0.47, 1, , 0.717, 1
9.260, 0.44, 1, , 0.719, 1
9.280, 0.46, 1, , 0.720, 1
9.300, 0.46, 1, , 0.722, 1
9.320, 0.46, 1, , 0.724, 1
9.340, 0.48, 1, , 0.725, 1
9.360, 0.48, 1, , 0.728, 1
9.380, 0.46, 1, , 0.730, 1
9.400, 0.45, 1, , 0.730, 1
9.420, 0.47, 1, , 0.732, 1
9.440, 0.46, 1, , 0.734, 1
9.460, 0.45, 1, , 0.735, 1
9.480, 0.50, 1, , 0.737, 1
9.500, 0.48, 1, , 0.739, 1
9.520, 0.48, 1, , 0.740, 1
9.540, 0.49, 1, , 0.742, 1
9.560, 0.46, 1, , 0.745, 1
9.580, 0.45, 1, , 0.745, 1
9.600, 0.50, 1, , 0.747, 1
9.620, 0.43, 1, , 0.749, 1
9.640, 0.47, 1, , 0.750, 1
9.660, 0.46, 1, , 0.752, 1
9.680, 0.48, 1, , 0.754, 1
9.700, 0.45, 1, , 0.756, 1
9.720, 0.46, 1, , 0.757, 1
9.740, 0.50, 1, , 0.759, 1
9.760, 0.49, 1, , 0.761, 1
9.780, 0.47, 1, , 0.762, 1
9.800, 0.49, 1, , 0.764, 1
9.820, 0.48, 1, , 0.766, 1
9.840, 0.47, 1, , 0.768, 1
9.860, 0.47, 1, , 0.769, 1
9.880, 0.48, 1, , 0.771, 1
9.900, 0.48, 1, , 0.773, 1
9.920, 0.47, 1, , 0.774, 1
9.940, 0.49, 1, , 0.775, 1
9.960, 0.46, 1, , 0.778, 1
9.980, 0.47, 1, , 0.779, 1
10.000, 0.49, 1, , 0.780, 1
10.020, 0.50, 1, , 0.783, 1
10.040, 0.49, 1, , 0.784, 1
10.060, 0.51, 1, , 0.785, 1
10.080, 0.46, 1, , 0.787, 1
10.100, 0.51, 1, , 0.789, 1
10.120, 0.51, 1, , 0.791, 1
10.140, 0.48, 1, , 0.793, 1
10.160, 0.49, 1, , 0.794, 1
10.180, 0.50, 1, , 0.796, 1
10.200, 0.49, 1, , 0.797, 1
10.220, 0.49, 1, , 0.799, 1
10.240, 0.53, 1, , 0.800, 1
10.260, 0.50, 1, , 0.803, 1
10.280, 0.50, 1, , 0.804, 1
10.300, 0.50, 1, , 0.806, 1
10.320, 0.52, 1, , 0.808, 1
10.340, 0.48, 1, , 0.809, 1
10.360, 0.51, 1, , 0.810, 1
10.380, 0.49, 1, , 0.813, 1
10.400, 0.52, 1, , 0.814, 1
10.420, 0.53, 1, , 0.816, 1
10.440, 0.51, 1, , 0.818, 1
10.460, 0.49, 1, , 0.819, 1
10.480, 0.52, 1, , 0.820, 1
10.500, 0.50, 1, , 0.822, 1
10.520, 0.50, 1, , 0.824, 1
10.540, 0.50, 1, , 0.825, 1
10.560, 0.51, 1, , 0.827, 1
10.580, 0.52, 1, , 0.829, 1
10.600, 0.52, 1, , 0.830, 1
10.620, 0.51, 1, , 0.833, 1
10.640, 0.50, 1, , 0.834, 1
10.660, 0.53, 1, , 0.835, 1
10.680, 0.51, 1, , 0.838, 1
10.700, 0.51, 1, , 0.839, 1
10.720, 0.50, 1, , 0.840, 1
10.740, 0.53, 1, , 0.842, 1
10.760, 0.50, 1, , 0.844, 1
10.780, 0.52, 1, , 0.845, 1
10.800, 0.56, 1, , 0.847, 1
10.820, 0.52, 1, , 0.850, 1
10.840, 0.53, 1, , 0.850, 1
10.860, 0.53, 1, , 0.852, 1
10.880, 0.54, 1, , 0.854, 1
10.900, 0.51, 1, , 0.856, 1
10.920, 0.52, 1, , 0.857, 1
10.940, 0.53, 1, , 0.859, 1
10.960, 0.52, 1, , 0.861, 1
10.980, 0.50, 1, , 0.862, 1
11.000, 0.57, 1, , 0.864, 1
11.020, 0.51, 1, , 0.866, 1
11.040, 0.52, 1, , 0.867, 1
11.060, 0.53, 1, , 0.869, 1
11.080, 0.50, 1, , 0.870, 1
11.100, 0.53, 1, , 0.872, 1
11.120, 0.53, 1, , 0.874, 1
11.140, 0.53, 1, , 0.876, 1
11.160, 0.56, 1, , 0.877, 1
11.180, 0.55, 1, , 0.879, 1
11.200, 0.53, 1, , 0.881, 1
11.220, 0.54, 1, , 0.882, 1
11.240, 0.53, 1, , 0.884, 1
11.260, 0.52, 1, , 0.886, 1
11.280, 0.54, 1, , 0.887, 1
11.300, 0.56, 1, , 0.889, 1
11.320, 0.54, 1, , 0.891, 1
11.340, 0.55, 1, , 0.892, 1
11.360, 0.55, 1, , 0.894, 1
11.380, 0.54, 1, , 0.896, 1
11.400, 0.55, 1, , 0.897, 1
11.420, 0.56, 1, , 0.899, 1
11.440, 0.53, 1, , 0.901, 1
11.460, 0.54, 1, , 0.902, 1
11.480, 0.55, 1, , 0.904, 1
11.500, 0.54, 1, , 0.906, 1
11.520, 0.53, 1, , 0.907, 1
11.540, 0.56, 1, , 0.909, 1
11.560, 0.53, 1, , 0.911, 1
11.580, 0.55, 1, , 0.912, 1
11.600, 0.56, 1, , 0.913, 1
11.620, 0.53, 1, , 0.916, 1
11.640, 0.55, 1, , 0.917, 1
11.660, 0.58, 2, , 0.919, 1
11.680, 0.58, 2, , 0.921, 1
11.700, 0.56, 1, , 0.922, 1
11.720, 0.57, 1, , 0.924, 1
11.740, 0.55, 1, , 0.926, 1
11.760, 0.54, 1, , 0.927, 1
11.780, 0.55, 1, , 0.928, 1
11.800, 0.57, 2, , 0.931, 1
11.820, 0.53, 1, , 0.933, 1
11.840, 0.55, 1, , 0.934, 1
11.860, 0.56, 1, , 0.935, 1
11.880, 0.59, 2, , 0.937, 1
11.900, 0.56, 1, , 0.939, 1
11.920, 0.55, 1, , 0.940, 1
11.940, 0.57, 1, , 0.943, 1
11.960, 0.58, 2, , 0.945, 1
11.980, 0.57, 2, , 0.945, 1
12.000, 0.58, 2, , 0.947, 1
12.020, 0.57, 1, , 0.949, 1
12.040, 0.56, 1, , 0.950, 1
12.060, 0.59, 2, , 0.952, 1
12.080, 0.59, 2, , 0.954, 1
12.100, 0.55, 1, , 0.955, 1
12.120, 0.59, 2, , 0.957, 1
12.140, 0.58, 2, , 0.959, 1
12.160, 0.56, 1, , 0.960, 1
12.180, 0.59, 2, , 0.962, 1
12.200, 0.57, 2, , 0.964, 1
12.220, 0.58, 2, , 0.965, 1
12.240, 0.60, 2, , 0.967, 1
12.260, 0.58, 2, , 0.970, 1
12.280, 0.58, 2, , 0.971, 1
12.300, 0.59, 2, , 0.972, 1
12.320, 0.60, 2, , 0.974, 1
12.340, 0.58, 2, , 0.975, 1
12.360, 0.61, 2, , 0.977, 1
12.380, 0.60, 2, , 0.979, 1
12.400, 0.60, 2, , 0.980, 1
12.420, 0.61, 2, , 0.982, 1
12.440, 0.59, 2, , 0.984, 1
12.460, 0.60, 2, , 0.985, 1
12.480, 0.60, 2, , 0.987, 1
12.500, 0.57, 2, , 0.989, 1
12.520, 0.61, 2, , 0.990, 1
12.540, 0.58, 2, , 0.992, 1
12.560, 0.62, 2, , 0.994, 1
12.580, 0.59, 2, , 0.996, 1
12.600, 0.61, 2, , 0.997, 1
12.620, 0.59, 2, , 0.999, 1
12.640, 0.59, 2, , 1.000, 1
12.660, 0.60, 2, , 1.002, 1
12.680, 0.59, 2, , 1.004, 1
12.700, 0.60, 2, , 1.006, 1
12.720, 0.60, 2, , 1.007, 1
12.740, 0.60, 2, , 1.009, 1
12.760, 0.62, 2, , 1.010, 1
12.780, 0.64, 2, , 1.012, 1
12.800, 0.59, 2, , 1.014, 1
12.820, 0.60, 2, , 1.015, 1
12.840, 0.61, 2, , 1.017, 1
12.860, 0.60, 2, , 1.019, 1
12.880, 0.61, 2, , 1.020, 1
12.900, 0.62, 2, , 1.022, 1
12.920, 0.61, 2, , 1.024, 1
12.940, 0.64, 2, , 1.025, 1
12.960, 0.66, 2, , 1.027, 1
12.980, 0.60, 2, , 1.029, 1
13.000, 0.61, 2, , 1.030, 1
13.020, 0.62, 2, , 1.032, 1
13.040, 0.62, 2, , 1.034, 1
13.060, 0.63, 2, , 1.035, 1
13.080, 0.65, 2, , 1.037, 1
13.100, 0.62, 2, , 1.040, 1
13.120, 0.61, 2, , 1.041, 1
13.140, 0.66, 2, , 1.042, 1
13.160, 0.61, 2, , 1.044, 1
13.180, 0.61, 2, , 1.045, 1
13.200, 0.62, 2, , 1.047, 1
13.220, 0.63, 2, , 1.049, 1
13.240, 0.63, 2, , 1.050, 1
