

Time (sec), Load (N), Stress (KPa), Strain (mm), Position (mm), Cycle
37.180, 3.56, 9, , 3.045, 1
37.200, 3.56, 9, , 3.047, 1
37.220, 3.55, 9, , 3.048, 1
37.240, 3.57, 9, , 3.050, 1
37.260, 3.59, 9, , 3.052, 1
37.280, 3.57, 9, , 3.054, 1
37.300, 3.57, 9, , 3.055, 1
37.320, 3.59, 9, , 3.057, 1
37.340, 3.60, 9, , 3.058, 1
37.360, 3.59, 9, , 3.060, 1
37.380, 3.60, 9, , 3.062, 1
37.400, 3.59, 9, , 3.064, 1
37.420, 3.62, 10, , 3.065, 1
37.440, 3.61, 9, , 3.067, 1
37.460, 3.58, 9, , 3.069, 1
37.480, 3.64, 10, , 3.070, 1
37.500, 3.62, 10, , 3.072, 1
37.520, 3.64, 10, , 3.073, 1
37.540, 3.63, 10, , 3.075, 1
37.560, 3.65, 10, , 3.077, 1
37.580, 3.65, 10, , 3.079, 1
37.600, 3.64, 10, , 3.080, 1
37.620, 3.67, 10, , 3.082, 1
37.640, 3.67, 10, , 3.084, 1
37.660, 3.65, 10, , 3.085, 1
37.680, 3.70, 10, , 3.087, 1
37.700, 3.68, 10, , 3.089, 1
37.720, 3.70, 10, , 3.090, 1
37.740, 3.72, 10, , 3.092, 1
37.760, 3.68, 10, , 3.094, 1
37.780, 3.70, 10, , 3.095, 1
37.800, 3.68, 10, , 3.097, 1
37.820, 3.71, 10, , 3.099, 1
37.840, 3.70, 10, , 3.100, 1
37.860, 3.72, 10, , 3.102, 1
37.880, 3.71, 10, , 3.104, 1
37.900, 3.74, 10, , 3.105, 1
37.920, 3.77, 10, , 3.107, 1
37.940, 3.76, 10, , 3.109, 1
37.960, 3.74, 10, , 3.110, 1
37.980, 3.75, 10, , 3.111, 1
38.000, 3.75, 10, , 3.114, 1
38.020, 3.79, 10, , 3.116, 1
38.040, 3.75, 10, , 3.117, 1
38.060, 3.76, 10, , 3.118, 1
38.080, 3.77, 10, , 3.120, 1
38.100, 3.79, 10, , 3.122, 1
38.120, 3.78, 10, , 3.123, 1
38.140, 3.78, 10, , 3.126, 1
38.160, 3.80, 10, , 3.127, 1
38.180, 3.81, 10, , 3.128, 1
38.200, 3.80, 10, , 3.130, 1
38.220, 3.80, 10, , 3.131, 1
38.240, 3.80, 10, , 3.134, 1
38.260, 3.82, 10, , 3.136, 1
38.280, 3.83, 10, , 3.136, 1
38.300, 3.84, 10, , 3.139, 1
38.320, 3.85, 10, , 3.141, 1
38.340, 3.82, 10, , 3.142, 1
38.360, 3.86, 10, , 3.143, 1
38.380, 3.86, 10, , 3.145, 1
38.400, 3.86, 10, , 3.147, 1
38.420, 3.85, 10, , 3.148, 1
38.440, 3.87, 10, , 3.150, 1
38.460, 3.87, 10, , 3.152, 1
38.480, 3.91, 10, , 3.153, 1
38.500, 3.89, 10, , 3.155, 1
38.520, 3.89, 10, , 3.156, 1
38.540, 3.90, 10, , 3.158, 1
38.560, 3.89, 10, , 3.161, 1
38.580, 3.90, 10, , 3.162, 1
38.600, 3.91, 10, , 3.163, 1
38.620, 3.93, 10, , 3.166, 1
38.640, 3.92, 10, , 3.167, 1
38.660, 3.94, 10, , 3.168, 1
38.680, 3.93, 10, , 3.170, 1
38.700, 3.93, 10, , 3.172, 1
38.720, 3.93, 10, , 3.173, 1
38.740, 3.96, 10, , 3.175, 1
38.760, 3.93, 10, , 3.177, 1
38.780, 3.96, 10, , 3.178, 1
38.800, 3.98, 10, , 3.181, 1
38.820, 3.97, 10, , 3.182, 1
38.840, 3.96, 10, , 3.183, 1
38.860, 4.00, 11, , 3.185, 1
38.880, 3.99, 10, , 3.187, 1
38.900, 3.97, 10, , 3.188, 1
38.920, 4.01, 11, , 3.190, 1
38.940, 4.00, 11, , 3.192, 1
38.960, 4.01, 11, , 3.194, 1
38.980, 4.00, 11, , 3.195, 1
39.000, 4.05, 11, , 3.197, 1
39.020, 4.02, 11, , 3.198, 1
39.040, 4.05, 11, , 3.200, 1
39.060, 4.03, 11, , 3.202, 1
39.080, 4.04, 11, , 3.203, 1
39.100, 4.03, 11, , 3.205, 1
39.120, 4.06, 11, , 3.207, 1
39.140, 4.07, 11, , 3.208, 1
39.160, 4.05, 11, , 3.211, 1
39.180, 4.08, 11, , 3.212, 1
39.200, 4.09, 11, , 3.213, 1
39.220, 4.06, 11, , 3.215, 1
39.240, 4.07, 11, , 3.217, 1
39.260, 4.08, 11, , 3.218, 1
39.280, 4.11, 11, , 3.220, 1
39.300, 4.10, 11, , 3.222, 1
39.320, 4.10, 11, , 3.223, 1
39.340, 4.13, 11, , 3.226, 1
39.360, 4.11, 11, , 3.227, 1
39.380, 4.13, 11, , 3.228, 1
39.400, 4.13, 11, , 3.230, 1
39.420, 4.14, 11, , 3.232, 1
39.440, 4.10, 11, , 3.233, 1
39.460, 4.17, 11, , 3.235, 1
39.480, 4.13, 11, , 3.237, 1
39.500, 4.13, 11, , 3.238, 1
39.520, 4.17, 11, , 3.240, 1
39.540, 4.17, 11, , 3.242, 1
39.560, 4.16, 11, , 3.244, 1
39.580, 4.17, 11, , 3.245, 1
39.600, 4.17, 11, , 3.247, 1
39.620, 4.18, 11, , 3.249, 1
39.640, 4.20, 11, , 3.250, 1
39.660, 4.19, 11, , 3.252, 1
39.680, 4.21, 11, , 3.254, 1
39.700, 4.19, 11, , 3.255, 1
39.720, 4.21, 11, , 3.256, 1
39.740, 4.20, 11, , 3.259, 1
39.760, 4.23, 11, , 3.260, 1
39.780, 4.20, 11, , 3.261, 1
39.800, 4.23, 11, , 3.263, 1
39.820, 4.22, 11, , 3.265, 1
39.840, 4.24, 11, , 3.266, 1
39.860, 4.23, 11, , 3.269, 1
39.880, 4.28, 11, , 3.271, 1
39.900, 4.28, 11, , 3.272, 1
39.920, 4.30, 11, , 3.273, 1
39.940, 4.27, 11, , 3.275, 1
39.960, 4.26, 11, , 3.277, 1
39.980, 4.27, 11, , 3.278, 1
40.000, 4.30, 11, , 3.280, 1
40.020, 4.29, 11, , 3.282, 1
40.040, 4.29, 11, , 3.283, 1
40.060, 4.35, 11, , 3.285, 1
40.080, 4.28, 11, , 3.287, 1
40.100, 4.31, 11, , 3.288, 1
40.120, 4.31, 11, , 3.290, 1
40.140, 4.35, 11, , 3.292, 1
40.160, 4.32, 11, , 3.294, 1
40.180, 4.35, 11, , 3.295, 1
40.200, 4.34, 11, , 3.297, 1
40.220, 4.32, 11, , 3.298, 1
40.240, 4.34, 11, , 3.300, 1
40.260, 4.38, 12, , 3.302, 1
40.280, 4.35, 11, , 3.303, 1
40.300, 4.30, 11, , 3.303, 1
40.320, 4.33, 11, , 3.303, 1
40.340, 4.31, 11, , 3.303, 1
40.360, 4.32, 11, , 3.303, 1
40.380, 4.29, 11, , 3.303, 1
40.400, 4.27, 11, , 3.303, 1
40.420, 4.25, 11, , 3.303, 1
40.440, 4.26, 11, , 3.303, 1
40.460, 4.22, 11, , 3.303, 1
40.480, 4.23, 11, , 3.303, 1
40.500, 4.19, 11, , 3.303, 1
40.520, 4.22, 11, , 3.303, 1
40.540, 4.20, 11, , 3.303, 1
40.560, 4.19, 11, , 3.303, 1
40.580, 4.17, 11, , 3.302, 1
40.600, 4.16, 11, , 3.302, 1
40.620, 4.17, 11, , 3.302, 1
40.640, 4.15, 11, , 3.302, 1
40.660, 4.15, 11, , 3.302, 1
40.680, 4.14, 11, , 3.302, 1
40.700, 4.15, 11, , 3.302, 1
40.720, 4.13, 11, , 3.302, 1
40.740, 4.12, 11, , 3.302, 1
40.760, 4.10, 11, , 3.302, 1
40.780, 4.08, 11, , 3.302, 1
40.800, 4.10, 11, , 3.302, 1
40.820, 4.09, 11, , 3.302, 1
40.840, 4.08, 11, , 3.302, 1
40.860, 4.10, 11, , 3.302, 1
40.880, 4.06, 11, , 3.302, 1
40.900, 4.08, 11, , 3.302, 1
40.920, 4.04, 11, , 3.302, 1
40.940, 4.07, 11, , 3.302, 1
40.960, 4.06, 11, , 3.302, 1
40.980, 4.03, 11, , 3.302, 1
41.000, 4.04, 11, , 3.302, 1
41.020, 4.05, 11, , 3.302, 1
41.040, 4.03, 11, , 3.302, 1
41.060, 4.03, 11, , 3.302, 1
41.080, 4.03, 11, , 3.302, 1
41.100, 4.02, 11, , 3.302, 1
41.120, 4.01, 11, , 3.302, 1
41.140, 3.99, 11, , 3.302, 1
41.160, 4.01, 11, , 3.302, 1
41.180, 4.00, 11, , 3.302, 1
41.200, 4.00, 11, , 3.302, 1
41.220, 3.99, 11, , 3.302, 1
41.240, 3.98, 10, , 3.302, 1
41.260, 3.97, 10, , 3.302, 1
41.280, 3.95, 10, , 3.302, 1
41.300, 3.96, 10, , 3.302, 1
41.320, 3.96, 10, , 3.302, 1
41.340, 3.95, 10, , 3.302, 1
41.360, 3.94, 10, , 3.302, 1
41.380, 3.97, 10, , 3.302, 1
41.400, 3.95, 10, , 3.302, 1
41.420, 3.93, 10, , 3.302, 1
41.440, 3.92, 10, , 3.302, 1
41.460, 3.94, 10, , 3.302, 1
41.480, 3.91, 10, , 3.302, 1
41.500, 3.95, 10, , 3.302, 1
41.520, 3.90, 10, , 3.302, 1
41.540, 3.91, 10, , 3.302, 1
41.560, 3.90, 10, , 3.302, 1
41.580, 3.93, 10, , 3.302, 1
41.600, 3.91, 10, , 3.302, 1
41.620, 3.90, 10, , 3.302, 1
41.640, 3.87, 10, , 3.302, 1
41.660, 3.89, 10, , 3.302, 1
41.680, 3.88, 10, , 3.302, 1
41.700, 3.86, 10, , 3.302, 1
41.720, 3.89, 10, , 3.302, 1
41.740, 3.89, 10, , 3.302, 1
41.760, 3.87, 10, , 3.302, 1
41.780, 3.85, 10, , 3.302, 1
41.800, 3.85, 10, , 3.302, 1
41.820, 3.85, 10, , 3.302, 1
41.840, 3.87, 10, , 3.302, 1
41.860, 3.82, 10, , 3.302, 1
41.880, 3.84, 10, , 3.302, 1
41.900, 3.82, 10, , 3.302, 1
41.920, 3.84, 10, , 3.302, 1
41.940, 3.82, 10, , 3.302, 1
41.960, 3.84, 10, , 3.302, 1
41.980, 3.82, 10, , 3.302, 1
42.000, 3.83, 10, , 3.302, 1
42.020, 3.82, 10, , 3.302, 1
42.040, 3.79, 10, , 3.302, 1
42.060, 3.83, 10, , 3.302, 1
42.080, 3.81, 10, , 3.302, 1
42.100, 3.80, 10, , 3.302, 1
42.120, 3.80, 10, , 3.302, 1
42.140, 3.79, 10, , 3.302, 1
42.160, 3.78, 10, , 3.302, 1
42.180, 3.80, 10, , 3.302, 1
42.200, 3.77, 10, , 3.302, 1
42.220, 3.79, 10, , 3.302, 1
42.240, 3.77, 10, , 3.302, 1
42.260, 3.79, 10, , 3.302, 1
42.280, 3.73, 10, , 3.302, 1
42.300, 3.77, 10, , 3.302, 1
42.320, 3.76, 10, , 3.302, 1
42.340, 3.78, 10, , 3.302, 1
42.360, 3.76, 10, , 3.302, 1
42.380, 3.77, 10, , 3.302, 1
42.400, 3.74, 10, , 3.302, 1
42.420, 3.76, 10, , 3.302, 1
42.440, 3.75, 10, , 3.302, 1
42.460, 3.74, 10, , 3.302, 1
42.480, 3.73, 10, , 3.302, 1
42.500, 3.75, 10, , 3.302, 1
42.520, 3.76, 10, , 3.302, 1
42.540, 3.73, 10, , 3.302, 1
42.560, 3.73, 10, , 3.302, 1
42.580, 3.73, 10, , 3.302, 1
42.600, 3.73, 10, , 3.302, 1
42.620, 3.75, 10, , 3.302, 1
42.640, 3.73, 10, , 3.302, 1
42.660, 3.72, 10, , 3.302, 1
42.680, 3.70, 10, , 3.302, 1
42.700, 3.70, 10, , 3.302, 1
42.720, 3.71, 10, , 3.302, 1
42.740, 3.70, 10, , 3.302, 1
42.760, 3.71, 10, , 3.302, 1
42.780, 3.70, 10, , 3.302, 1
42.800, 3.71, 10, , 3.302, 1
42.820, 3.70, 10, , 3.302, 1
42.840, 3.71, 10, , 3.302, 1
42.860, 3.68, 10, , 3.302, 1
42.880, 3.68, 10, , 3.302, 1
42.900, 3.66, 10, , 3.302, 1
42.920, 3.66, 10, , 3.302, 1
42.940, 3.69, 10, , 3.302, 1
42.960, 3.66, 10, , 3.302, 1
42.980, 3.69, 10, , 3.302, 1
43.000, 3.68, 10, , 3.302, 1
43.020, 3.68, 10, , 3.302, 1
43.040, 3.65, 10, , 3.302, 1
43.060, 3.66, 10, , 3.302, 1
43.080, 3.64, 10, , 3.302, 1
43.100, 3.65, 10, , 3.302, 1
43.120, 3.68, 10, , 3.302, 1
43.140, 3.68, 10, , 3.302, 1
43.160, 3.65, 10, , 3.302, 1
43.180, 3.65, 10, , 3.302, 1
43.200, 3.66, 10, , 3.302, 1
43.220, 3.63, 10, , 3.302, 1
43.240, 3.64, 10, , 3.302, 1
43.260, 3.63, 10, , 3.302, 1
43.280, 3.67, 10, , 3.302, 1
43.300, 3.63, 10, , 3.302, 1
43.320, 3.65, 10, , 3.302, 1
43.340, 3.61, 10, , 3.302, 1
43.360, 3.63, 10, , 3.302, 1
43.380, 3.62, 10, , 3.302, 1
43.400, 3.65, 10, , 3.302, 1
43.420, 3.62, 10, , 3.302, 1
43.440, 3.64, 10, , 3.302, 1
43.460, 3.63, 10, , 3.302, 1
43.480, 3.64, 10, , 3.302, 1
43.500, 3.62, 10, , 3.302, 1
43.520, 3.60, 9, , 3.302, 1
43.540, 3.61, 9, , 3.302, 1
43.560, 3.61, 9, , 3.302, 1
43.580, 3.63, 10, , 3.302, 1
43.600, 3.59, 9, , 3.302, 1
43.620, 3.63, 10, , 3.302, 1
43.640, 3.60, 9, , 3.302, 1
43.660, 3.61, 10, , 3.302, 1
43.680, 3.61, 9, , 3.302, 1
43.700, 3.60, 9, , 3.302, 1
43.720, 3.61, 10, , 3.302, 1
43.740, 3.60, 9, , 3.302, 1
43.760, 3.58, 9, , 3.302, 1
43.780, 3.59, 9, , 3.302, 1
43.800, 3.59, 9, , 3.302, 1
43.820, 3.59, 9, , 3.302, 1
43.840, 3.56, 9, , 3.302, 1
43.860, 3.59, 9, , 3.302, 1
43.880, 3.59, 9, , 3.302, 1
43.900, 3.58, 9, , 3.302, 1
43.920, 3.60, 9, , 3.302, 1
43.940, 3.56, 9, , 3.302, 1
43.960, 3.58, 9, , 3.302, 1
43.980, 3.54, 9, , 3.302, 1
44.000, 3.58, 9, , 3.302, 1
44.020, 3.56, 9, , 3.302, 1
44.040, 3.57, 9, , 3.302, 1
44.060, 3.56, 9, , 3.302, 1
44.080, 3.56, 9, , 3.302, 1
44.100, 3.55, 9, , 3.302, 1
44.120, 3.56, 9, , 3.302, 1
44.140, 3.56, 9, , 3.302, 1
44.160, 3.55, 9, , 3.302, 1
44.180, 3.57, 9, , 3.302, 1
44.200, 3.57, 9, , 3.302, 1
44.220, 3.56, 9, , 3.302, 1
44.240, 3.57, 9, , 3.302, 1
44.260, 3.56, 9, , 3.302, 1
44.280, 3.56, 9, , 3.302, 1
44.300, 3.55, 9, , 3.302, 1
44.320, 3.53, 9, , 3.302, 1
44.340, 3.55, 9, , 3.302, 1
44.360, 3.52, 9, , 3.302, 1
44.380, 3.54, 9, , 3.302, 1
44.400, 3.53, 9, , 3.302, 1
44.420, 3.52, 9, , 3.302, 1
44.440, 3.52, 9, , 3.302, 1
44.460, 3.53, 9, , 3.302, 1
44.480, 3.51, 9, , 3.302, 1
44.500, 3.52, 9, , 3.302, 1
44.520, 3.50, 9, , 3.302, 1
44.540, 3.52, 9, , 3.302, 1
44.560, 3.52, 9, , 3.302, 1
44.580, 3.54, 9, , 3.302, 1
44.600, 3.51, 9, , 3.302, 1
44.620, 3.51, 9, , 3.302, 1
44.640, 3.53, 9, , 3.302, 1
44.660, 3.53, 9, , 3.302, 1
44.680, 3.51, 9, , 3.302, 1
44.700, 3.49, 9, , 3.302, 1
44.720, 3.51, 9, , 3.302, 1
44.740, 3.49, 9, , 3.302, 1
44.760, 3.50, 9, , 3.302, 1
44.780, 3.50, 9, , 3.302, 1
44.800, 3.49, 9, , 3.302, 1
44.820, 3.48, 9, , 3.302, 1
44.840, 3.50, 9, , 3.302, 1
44.860, 3.48, 9, , 3.302, 1
44.880, 3.50, 9, , 3.302, 1
44.900, 3.50, 9, , 3.302, 1
44.920, 3.49, 9, , 3.302, 1
44.940, 3.46, 9, , 3.302, 1
44.960, 3.50, 9, , 3.302, 1
44.980, 3.49, 9, , 3.302, 1
45.000, 3.48, 9, , 3.302, 1
45.020, 3.47, 9, , 3.302, 1
45.040, 3.50, 9, , 3.302, 1
45.060, 3.47, 9, , 3.302, 1
45.080, 3.47, 9, , 3.302, 1
45.100, 3.47, 9, , 3.302, 1
45.120, 3.47, 9, , 3.302, 1
45.140, 3.47, 9, , 3.302, 1
45.160, 3.45, 9, , 3.302, 1
45.180, 3.47, 9, , 3.302, 1
45.200, 3.46, 9, , 3.302, 1
45.220, 3.47, 9, , 3.302, 1
45.240, 3.44, 9, , 3.302, 1
45.260, 3.45, 9, , 3.302, 1
45.280, 3.45, 9, , 3.302, 1
45.300, 3.46, 9, , 3.302, 1
45.320, 3.45, 9, , 3.302, 1
45.340, 3.43, 9, , 3.302, 1
45.360, 3.48, 9, , 3.302, 1
45.380, 3.45, 9, , 3.302, 1
45.400, 3.44, 9, , 3.302, 1
45.420, 3.44, 9, , 3.302, 1
45.440, 3.45, 9, , 3.302, 1
45.460, 3.45, 9, , 3.302, 1
45.480, 3.46, 9, , 3.302, 1
45.500, 3.42, 9, , 3.302, 1
45.520, 3.46, 9, , 3.302, 1
45.540, 3.43, 9, , 3.302, 1
45.560, 3.43, 9, , 3.302, 1
45.580, 3.43, 9, , 3.302, 1
45.600, 3.44, 9, , 3.302, 1
45.620, 3.42, 9, , 3.302, 1
45.640, 3.43, 9, , 3.302, 1
45.660, 3.44, 9, , 3.302, 1
45.680, 3.41, 9, , 3.302, 1
45.700, 3.44, 9, , 3.302, 1
45.720, 3.41, 9, , 3.302, 1
45.740, 3.44, 9, , 3.302, 1
45.760, 3.42, 9, , 3.302, 1
45.780, 3.42, 9, , 3.302, 1
45.800, 3.39, 9, , 3.302, 1
45.820, 3.43, 9, , 3.302, 1
45.840, 3.41, 9, , 3.302, 1
45.860, 3.41, 9, , 3.302, 1
45.880, 3.42, 9, , 3.302, 1
45.900, 3.41, 9, , 3.302, 1
45.920, 3.40, 9, , 3.302, 1
45.940, 3.39, 9, , 3.302, 1
45.960, 3.40, 9, , 3.302, 1
45.980, 3.40, 9, , 3.302, 1
46.000, 3.42, 9, , 3.302, 1
46.020, 3.40, 9, , 3.302, 1
46.040, 3.39, 9, , 3.302, 1
46.060, 3.41, 9, , 3.302, 1
46.080, 3.40, 9, , 3.302, 1
46.100, 3.40, 9, , 3.302, 1
46.120, 3.40, 9, , 3.302, 1
46.140, 3.38, 9, , 3.302, 1
46.160, 3.38, 9, , 3.302, 1
46.180, 3.37, 9, , 3.302, 1
46.200, 3.38, 9, , 3.302, 1
46.220, 3.38, 9, , 3.302, 1
46.240, 3.38, 9, , 3.302, 1
46.260, 3.37, 9, , 3.302, 1
46.280, 3.38, 9, , 3.302, 1
46.300, 3.36, 9, , 3.302, 1
46.320, 3.36, 9, , 3.302, 1
46.340, 3.37, 9, , 3.302, 1
46.360, 3.39, 9, , 3.302, 1
46.380, 3.36, 9, , 3.302, 1
46.400, 3.39, 9, , 3.302, 1
46.420, 3.36, 9, , 3.302, 1
46.440, 3.37, 9, , 3.302, 1
46.460, 3.36, 9, , 3.302, 1
46.480, 3.37, 9, , 3.302, 1
46.500, 3.35, 9, , 3.302, 1
46.520, 3.36, 9, , 3.302, 1
46.540, 3.37, 9, , 3.302, 1
46.560, 3.36, 9, , 3.302, 1
46.580, 3.33, 9, , 3.302, 1
46.600, 3.35, 9, , 3.302, 1
46.620, 3.36, 9, , 3.302, 1
46.640, 3.37, 9, , 3.302, 1
46.660, 3.35, 9, , 3.302, 1
46.680, 3.36, 9, , 3.302, 1
46.700, 3.37, 9, , 3.302, 1
46.720, 3.35, 9, , 3.302, 1
46.740, 3.35, 9, , 3.302, 1
46.760, 3.35, 9, , 3.302, 1
46.780, 3.37, 9, , 3.302, 1
46.800, 3.35, 9, , 3.302, 1
46.820, 3.36, 9, , 3.302, 1
46.840, 3.36, 9, , 3.302, 1
46.860, 3.35, 9, , 3.302, 1
46.880, 3.34, 9, , 3.302, 1
46.900, 3.33, 9, , 3.302, 1
46.920, 3.35, 9, , 3.302, 1
46.940, 3.33, 9, , 3.302, 1
46.960, 3.36, 9, , 3.302, 1
46.980, 3.34, 9, , 3.302, 1
47.000, 3.31, 9, , 3.302, 1
47.020, 3.33, 9, , 3.302, 1
47.040, 3.31, 9, , 3.302, 1
47.060, 3.33, 9, , 3.302, 1
47.080, 3.33, 9, , 3.302, 1
47.100, 3.33, 9, , 3.302, 1
47.120, 3.33, 9, , 3.302, 1
47.140, 3.34, 9, , 3.302, 1
47.160, 3.31, 9, , 3.302, 1
47.180, 3.33, 9, , 3.302, 1
47.200, 3.31, 9, , 3.302, 1
47.220, 3.31, 9, , 3.302, 1
47.240, 3.30, 9, , 3.302, 1
47.260, 3.33, 9, , 3.302, 1
47.280, 3.28, 9, , 3.302, 1
47.300, 3.33, 9, , 3.302, 1
47.320, 3.31, 9, , 3.302, 1
47.340, 3.31, 9, , 3.302, 1
47.360, 3.31, 9, , 3.302, 1
47.380, 3.31, 9, , 3.302, 1
47.400, 3.30, 9, , 3.302, 1
47.420, 3.33, 9, , 3.302, 1
47.440, 3.31, 9, , 3.302, 1
47.460, 3.32, 9, , 3.302, 1
47.480, 3.30, 9, , 3.302, 1
47.500, 3.30, 9, , 3.302, 1
47.520, 3.31, 9, , 3.302, 1
47.540, 3.30, 9, , 3.302, 1
47.560, 3.31, 9, , 3.302, 1
47.580, 3.28, 9, , 3.302, 1
47.600, 3.30, 9, , 3.302, 1
47.620, 3.28, 9, , 3.302, 1
47.640, 3.30, 9, , 3.302, 1
47.660, 3.29, 9, , 3.302, 1
47.680, 3.30, 9, , 3.302, 1
47.700, 3.30, 9, , 3.302, 1
47.720, 3.28, 9, , 3.302, 1
47.740, 3.29, 9, , 3.302, 1
47.760, 3.29, 9, , 3.302, 1
47.780, 3.28, 9, , 3.302, 1
47.800, 3.28, 9, , 3.302, 1
47.820, 3.26, 9, , 3.302, 1
47.840, 3.29, 9, , 3.302, 1
47.860, 3.28, 9, , 3.302, 1
47.880, 3.27, 9, , 3.302, 1
47.900, 3.26, 9, , 3.302, 1
47.920, 3.28, 9, , 3.302, 1
47.940, 3.27, 9, , 3.302, 1
47.960, 3.28, 9, , 3.302, 1
47.980, 3.26, 9, , 3.302, 1
48.000, 3.25, 9, , 3.302, 1
48.020, 3.29, 9, , 3.302, 1
48.040, 3.26, 9, , 3.302, 1
48.060, 3.25, 9, , 3.302, 1
48.080, 3.22, 8, , 3.302, 1
48.100, 3.28, 9, , 3.302, 1
48.120, 3.27, 9, , 3.302, 1
48.140, 3.26, 9, , 3.302, 1
48.160, 3.19, 8, , 3.302, 1
48.180, 3.09, 8, , 3.302, 1
48.200, 3.26, 9, , 3.302, 1
48.220, 3.16, 8, , 3.302, 1
48.240, 3.25, 9, , 3.302, 1
48.260, 3.23, 8, , 3.302, 1
48.280, 3.21, 8, , 3.302, 1
48.300, 3.24, 9, , 3.302, 1
48.320, 3.26, 9, , 3.302, 1
48.340, 3.24, 9, , 3.302, 1
48.360, 3.25, 9, , 3.302, 1
48.380, 3.24, 9, , 3.302, 1
48.400, 3.27, 9, , 3.302, 1
48.420, 3.25, 9, , 3.302, 1
48.440, 3.24, 9, , 3.302, 1
48.460, 3.25, 9, , 3.302, 1
48.480, 3.25, 9, , 3.302, 1
48.500, 3.26, 9, , 3.302, 1
48.520, 3.24, 9, , 3.302, 1
48.540, 3.24, 9, , 3.302, 1
48.560, 3.24, 9, , 3.302, 1
48.580, 3.25, 9, , 3.302, 1
48.600, 3.23, 8, , 3.302, 1
48.620, 3.27, 9, , 3.302, 1
48.640, 3.24, 9, , 3.302, 1
48.660, 3.24, 9, , 3.302, 1
48.680, 3.24, 9, , 3.302, 1
48.700, 3.24, 9, , 3.302, 1
48.720, 3.24, 9, , 3.302, 1
48.740, 3.25, 9, , 3.302, 1
48.760, 3.25, 9, , 3.302, 1
48.780, 3.24, 9, , 3.302, 1
48.800, 3.25, 9, , 3.302, 1
48.820, 3.22, 8, , 3.302, 1
48.840, 3.23, 9, , 3.302, 1
48.860, 3.24, 9, , 3.302, 1
48.880, 3.24, 9, , 3.302, 1
48.900, 3.23, 8, , 3.302, 1
48.920, 3.23, 8, , 3.302, 1
48.940, 3.22, 8, , 3.302, 1
48.960, 3.21, 8, , 3.302, 1
48.980, 3.23, 8, , 3.302, 1
49.000, 3.20, 8, , 3.302, 1
49.020, 3.22, 8, , 3.302, 1
49.040, 3.20, 8, , 3.302, 1
49.060, 3.23, 9, , 3.302, 1
49.080, 3.21, 8, , 3.302, 1
49.100, 3.22, 8, , 3.302, 1
49.120, 3.22, 8, , 3.302, 1
49.140, 3.22, 8, , 3.302, 1
49.160, 3.23, 8, , 3.302, 1
49.180, 3.21, 8, , 3.302, 1
49.200, 3.22, 8, , 3.302, 1
49.220, 3.21, 8, , 3.302, 1
49.240, 3.21, 8, , 3.302, 1
49.260, 3.20, 8, , 3.302, 1
49.280, 3.22, 8, , 3.302, 1
49.300, 3.20, 8, , 3.302, 1
49.320, 3.19, 8, , 3.302, 1
49.340, 3.21, 8, , 3.302, 1
49.360, 3.22, 8, , 3.302, 1
49.380, 3.19, 8, , 3.302, 1
49.400, 3.20, 8, , 3.302, 1
49.420, 3.22, 8, , 3.302, 1
49.440, 3.21, 8, , 3.302, 1
49.460, 3.21, 8, , 3.302, 1
49.480, 3.19, 8, , 3.302, 1
49.500, 3.19, 8, , 3.302, 1
49.520, 3.18, 8, , 3.302, 1
49.540, 3.22, 8, , 3.302, 1
49.560, 3.19, 8, , 3.302, 1
49.580, 3.20, 8, , 3.302, 1
49.600, 3.18, 8, , 3.302, 1
49.620, 3.20, 8, , 3.302, 1
49.640, 3.19, 8, , 3.302, 1
49.660, 3.19, 8, , 3.302, 1
49.680, 3.18, 8, , 3.302, 1
49.700, 3.18, 8, , 3.302, 1
49.720, 3.18, 8, , 3.302, 1
49.740, 3.19, 8, , 3.302, 1
49.760, 3.18, 8, , 3.302, 1
49.780, 3.18, 8, , 3.302, 1
49.800, 3.18, 8, , 3.302, 1
49.820, 3.16, 8, , 3.302, 1
49.840, 3.21, 8, , 3.302, 1
49.860, 3.18, 8, , 3.302, 1
49.880, 3.19, 8, , 3.302, 1
49.900, 3.18, 8, , 3.302, 1
49.920, 3.17, 8, , 3.302, 1
49.940, 3.18, 8, , 3.302, 1
49.960, 3.18, 8, , 3.302, 1
49.980, 3.15, 8, , 3.302, 1
50.000, 3.19, 8, , 3.302, 1
50.020, 3.18, 8, , 3.302, 1
50.040, 3.17, 8, , 3.302, 1
50.060, 3.18, 8, , 3.302, 1
50.080, 3.15, 8, , 3.302, 1
50.100, 3.18, 8, , 3.302, 1
50.120, 3.17, 8, , 3.302, 1
50.140, 3.17, 8, , 3.302, 1
50.160, 3.16, 8, , 3.302, 1
50.180, 3.16, 8, , 3.302, 1
50.200, 3.16, 8, , 3.302, 1
50.220, 3.18, 8, , 3.302, 1
50.240, 3.15, 8, , 3.302, 1
50.260, 3.17, 8, , 3.302, 1
50.280, 3.15, 8, , 3.302, 1
50.300, 3.16, 8, , 3.302, 1
50.320, 3.15, 8, , 3.302, 1
50.340, 3.17, 8, , 3.302, 1
50.360, 3.16, 8, , 3.302, 1
50.380, 3.16, 8, , 3.302, 1
50.400, 3.17, 8, , 3.302, 1
50.420, 3.14, 8, , 3.302, 1
50.440, 3.15, 8, , 3.302, 1
