

Time (sec), Load (N), Stress (KPa), Strain (mm), Position (mm), Cycle
36.440, 37.38, N/A, , 3.021, 1
36.460, 37.39, N/A, , 3.023, 1
36.480, 37.43, N/A, , 3.025, 1
36.500, 37.45, N/A, , 3.026, 1
36.520, 37.46, N/A, , 3.027, 1
36.540, 37.46, N/A, , 3.028, 1
36.560, 37.50, N/A, , 3.030, 1
36.580, 37.53, N/A, , 3.032, 1
36.600, 37.54, N/A, , 3.034, 1
36.620, 37.56, N/A, , 3.035, 1
36.640, 37.58, N/A, , 3.037, 1
36.660, 37.61, N/A, , 3.038, 1
36.680, 37.63, N/A, , 3.039, 1
36.700, 37.65, N/A, , 3.042, 1
36.720, 37.70, N/A, , 3.044, 1
36.740, 37.73, N/A, , 3.046, 1
36.760, 37.75, N/A, , 3.048, 1
36.780, 37.80, N/A, , 3.050, 1
36.800, 37.79, N/A, , 3.051, 1
36.820, 37.82, N/A, , 3.053, 1
36.840, 37.85, N/A, , 3.055, 1
36.860, 37.88, N/A, , 3.056, 1
36.880, 37.90, N/A, , 3.058, 1
36.900, 37.91, N/A, , 3.059, 1
36.920, 37.95, N/A, , 3.060, 1
36.940, 37.95, N/A, , 3.062, 1
36.960, 37.99, N/A, , 3.064, 1
36.980, 38.02, N/A, , 3.066, 1
37.000, 38.04, N/A, , 3.068, 1
37.020, 38.07, N/A, , 3.069, 1
37.040, 38.09, N/A, , 3.071, 1
37.060, 38.11, N/A, , 3.073, 1
37.080, 38.16, N/A, , 3.074, 1
37.100, 38.14, N/A, , 3.076, 1
37.120, 38.20, N/A, , 3.078, 1
37.140, 38.18, N/A, , 3.078, 1
37.160, 38.19, N/A, , 3.080, 1
37.180, 38.25, N/A, , 3.082, 1
37.200, 38.24, N/A, , 3.083, 1
37.220, 38.26, N/A, , 3.085, 1
37.240, 38.32, N/A, , 3.087, 1
37.260, 38.33, N/A, , 3.089, 1
37.280, 38.35, N/A, , 3.091, 1
37.300, 38.40, N/A, , 3.092, 1
37.320, 38.41, N/A, , 3.094, 1
37.340, 38.43, N/A, , 3.096, 1
37.360, 38.47, N/A, , 3.098, 1
37.380, 38.48, N/A, , 3.099, 1
37.400, 38.49, N/A, , 3.100, 1
37.420, 38.53, N/A, , 3.101, 1
37.440, 38.53, N/A, , 3.103, 1
37.460, 38.57, N/A, , 3.104, 1
37.480, 38.60, N/A, , 3.106, 1
37.500, 38.61, N/A, , 3.109, 1
37.520, 38.65, N/A, , 3.111, 1
37.540, 38.69, N/A, , 3.113, 1
37.560, 38.70, N/A, , 3.114, 1
37.580, 38.74, N/A, , 3.116, 1
37.600, 38.78, N/A, , 3.118, 1
37.620, 38.77, N/A, , 3.119, 1
37.640, 38.83, N/A, , 3.121, 1
37.660, 38.82, N/A, , 3.122, 1
37.680, 38.81, N/A, , 3.123, 1
37.700, 38.88, N/A, , 3.126, 1
37.720, 38.89, N/A, , 3.126, 1
37.740, 38.89, N/A, , 3.128, 1
37.760, 38.95, N/A, , 3.130, 1
37.780, 38.96, N/A, , 3.132, 1
37.800, 38.96, N/A, , 3.134, 1
37.820, 39.03, N/A, , 3.135, 1
37.840, 39.02, N/A, , 3.137, 1
37.860, 39.07, N/A, , 3.139, 1
37.880, 39.09, N/A, , 3.141, 1
37.900, 39.10, N/A, , 3.142, 1
37.920, 39.15, N/A, , 3.144, 1
37.940, 39.17, N/A, , 3.146, 1
37.960, 39.19, N/A, , 3.147, 1
37.980, 39.20, N/A, , 3.148, 1
38.000, 39.23, N/A, , 3.150, 1
38.020, 39.24, N/A, , 3.152, 1
38.040, 39.27, N/A, , 3.154, 1
38.060, 39.31, N/A, , 3.156, 1
38.080, 39.32, N/A, , 3.157, 1
38.100, 39.38, N/A, , 3.159, 1
38.120, 39.36, N/A, , 3.161, 1
38.140, 39.37, N/A, , 3.162, 1
38.160, 39.42, N/A, , 3.164, 1
38.180, 39.44, N/A, , 3.166, 1
38.200, 39.45, N/A, , 3.167, 1
38.220, 39.47, N/A, , 3.168, 1
38.240, 39.48, N/A, , 3.170, 1
38.260, 39.50, N/A, , 3.171, 1
38.280, 39.55, N/A, , 3.173, 1
38.300, 39.55, N/A, , 3.175, 1
38.320, 39.60, N/A, , 3.177, 1
38.340, 39.62, N/A, , 3.178, 1
38.360, 39.62, N/A, , 3.180, 1
38.380, 39.66, N/A, , 3.182, 1
38.400, 39.70, N/A, , 3.184, 1
38.420, 39.71, N/A, , 3.186, 1
38.440, 39.75, N/A, , 3.187, 1
38.460, 39.79, N/A, , 3.189, 1
38.480, 39.76, N/A, , 3.190, 1
38.500, 39.80, N/A, , 3.192, 1
38.520, 39.84, N/A, , 3.194, 1
38.540, 39.84, N/A, , 3.195, 1
38.560, 39.87, N/A, , 3.196, 1
38.580, 39.90, N/A, , 3.198, 1
38.600, 39.92, N/A, , 3.200, 1
38.620, 39.95, N/A, , 3.202, 1
38.640, 39.98, N/A, , 3.204, 1
38.660, 40.00, N/A, , 3.206, 1
38.680, 40.06, N/A, , 3.208, 1
38.700, 40.05, N/A, , 3.209, 1
38.720, 40.07, N/A, , 3.211, 1
38.740, 40.12, N/A, , 3.213, 1
38.760, 40.13, N/A, , 3.214, 1
38.780, 40.13, N/A, , 3.215, 1
38.800, 40.18, N/A, , 3.217, 1
38.820, 40.17, N/A, , 3.218, 1
38.840, 40.21, N/A, , 3.220, 1
38.860, 40.23, N/A, , 3.221, 1
38.880, 40.27, N/A, , 3.224, 1
38.900, 40.30, N/A, , 3.226, 1
38.920, 40.31, N/A, , 3.227, 1
38.940, 40.32, N/A, , 3.229, 1
38.960, 40.36, N/A, , 3.231, 1
38.980, 40.41, N/A, , 3.233, 1
39.000, 40.39, N/A, , 3.233, 1
39.020, 40.42, N/A, , 3.235, 1
39.040, 40.44, N/A, , 3.237, 1
39.060, 40.45, N/A, , 3.238, 1
39.080, 40.50, N/A, , 3.240, 1
39.100, 40.51, N/A, , 3.242, 1
39.120, 40.54, N/A, , 3.244, 1
39.140, 40.60, N/A, , 3.246, 1
39.160, 40.60, N/A, , 3.248, 1
39.180, 40.64, N/A, , 3.250, 1
39.200, 40.68, N/A, , 3.251, 1
39.220, 40.68, N/A, , 3.253, 1
39.240, 40.71, N/A, , 3.255, 1
39.260, 40.74, N/A, , 3.256, 1
39.280, 40.73, N/A, , 3.257, 1
39.300, 40.76, N/A, , 3.259, 1
39.320, 40.79, N/A, , 3.260, 1
39.340, 40.78, N/A, , 3.262, 1
39.360, 40.84, N/A, , 3.264, 1
39.380, 40.88, N/A, , 3.265, 1
39.400, 40.86, N/A, , 3.267, 1
39.420, 40.92, N/A, , 3.269, 1
39.440, 40.96, N/A, , 3.271, 1
39.460, 40.69, N/A, , 3.272, 1
39.480, 40.46, N/A, , 3.274, 1
39.500, 40.97, N/A, , 3.276, 1
39.520, 40.98, N/A, , 3.278, 1
39.540, 40.93, N/A, , 3.279, 1
39.560, 41.05, N/A, , 3.281, 1
39.580, 41.08, N/A, , 3.283, 1
39.600, 41.11, N/A, , 3.284, 1
39.620, 40.97, N/A, , 3.285, 1
39.640, 41.15, N/A, , 3.286, 1
39.660, 41.17, N/A, , 3.289, 1
39.680, 41.20, N/A, , 3.290, 1
39.700, 41.11, N/A, , 3.292, 1
39.720, 41.12, N/A, , 3.294, 1
39.740, 41.27, N/A, , 3.296, 1
39.760, 40.91, N/A, , 3.297, 1
39.780, 40.93, N/A, , 3.299, 1
39.800, 40.91, N/A, , 3.301, 1
39.820, 41.07, N/A, , 3.304, 1
39.840, 41.19, N/A, , 3.305, 1
39.860, 41.41, N/A, , 3.306, 1
39.880, 41.44, N/A, , 3.306, 1
39.900, 41.42, N/A, , 3.307, 1
39.920, 41.38, N/A, , 3.308, 1
39.940, 41.40, N/A, , 3.308, 1
39.960, 41.38, N/A, , 3.308, 1
39.980, 41.39, N/A, , 3.308, 1
40.000, 41.40, N/A, , 3.308, 1
40.020, 41.38, N/A, , 3.308, 1
40.040, 41.39, N/A, , 3.308, 1
40.060, 41.15, N/A, , 3.308, 1
40.080, 41.24, N/A, , 3.308, 1
40.100, 41.37, N/A, , 3.308, 1
40.120, 41.12, N/A, , 3.308, 1
40.140, 41.14, N/A, , 3.308, 1
40.160, 41.37, N/A, , 3.308, 1
40.180, 41.21, N/A, , 3.308, 1
40.200, 41.04, N/A, , 3.308, 1
40.220, 41.16, N/A, , 3.308, 1
40.240, 41.35, N/A, , 3.308, 1
40.260, 41.31, N/A, , 3.308, 1
40.280, 41.34, N/A, , 3.308, 1
40.300, 41.33, N/A, , 3.308, 1
40.320, 41.31, N/A, , 3.308, 1
40.340, 41.37, N/A, , 3.308, 1
40.360, 41.33, N/A, , 3.308, 1
40.380, 41.33, N/A, , 3.308, 1
40.400, 41.29, N/A, , 3.308, 1
40.420, 41.22, N/A, , 3.308, 1
40.440, 41.31, N/A, , 3.308, 1
40.460, 41.32, N/A, , 3.308, 1
40.480, 41.08, N/A, , 3.308, 1
40.500, 41.25, N/A, , 3.308, 1
40.520, 41.29, N/A, , 3.308, 1
40.540, 41.28, N/A, , 3.308, 1
40.560, 41.27, N/A, , 3.308, 1
40.580, 41.27, N/A, , 3.308, 1
40.600, 41.26, N/A, , 3.308, 1
40.620, 41.29, N/A, , 3.308, 1
40.640, 41.27, N/A, , 3.308, 1
40.660, 41.24, N/A, , 3.308, 1
40.680, 41.25, N/A, , 3.308, 1
40.700, 41.28, N/A, , 3.308, 1
40.720, 41.25, N/A, , 3.308, 1
40.740, 41.28, N/A, , 3.308, 1
40.760, 41.27, N/A, , 3.308, 1
40.780, 41.26, N/A, , 3.308, 1
40.800, 41.28, N/A, , 3.308, 1
40.820, 41.26, N/A, , 3.308, 1
40.840, 41.24, N/A, , 3.308, 1
40.860, 41.26, N/A, , 3.308, 1
40.880, 41.23, N/A, , 3.308, 1
40.900, 41.24, N/A, , 3.308, 1
40.920, 41.24, N/A, , 3.308, 1
40.940, 41.23, N/A, , 3.308, 1
40.960, 41.24, N/A, , 3.308, 1
40.980, 41.24, N/A, , 3.308, 1
41.000, 41.21, N/A, , 3.308, 1
41.020, 41.24, N/A, , 3.308, 1
41.040, 41.25, N/A, , 3.308, 1
41.060, 41.23, N/A, , 3.308, 1
41.080, 41.25, N/A, , 3.308, 1
41.100, 41.22, N/A, , 3.308, 1
41.120, 41.21, N/A, , 3.308, 1
41.140, 41.21, N/A, , 3.308, 1
41.160, 41.21, N/A, , 3.308, 1
41.180, 41.20, N/A, , 3.308, 1
41.200, 41.21, N/A, , 3.308, 1
41.220, 41.20, N/A, , 3.308, 1
41.240, 41.21, N/A, , 3.308, 1
41.260, 41.20, N/A, , 3.308, 1
41.280, 41.19, N/A, , 3.308, 1
41.300, 41.20, N/A, , 3.308, 1
41.320, 41.20, N/A, , 3.308, 1
41.340, 41.18, N/A, , 3.308, 1
41.360, 41.18, N/A, , 3.308, 1
41.380, 41.20, N/A, , 3.308, 1
41.400, 41.20, N/A, , 3.308, 1
41.420, 41.19, N/A, , 3.308, 1
41.440, 41.19, N/A, , 3.308, 1
41.460, 41.18, N/A, , 3.308, 1
41.480, 41.20, N/A, , 3.308, 1
41.500, 41.19, N/A, , 3.308, 1
41.520, 41.16, N/A, , 3.308, 1
41.540, 41.19, N/A, , 3.308, 1
41.560, 41.18, N/A, , 3.308, 1
41.580, 41.16, N/A, , 3.308, 1
41.600, 41.17, N/A, , 3.308, 1
41.620, 41.17, N/A, , 3.308, 1
41.640, 41.17, N/A, , 3.308, 1
41.660, 41.17, N/A, , 3.308, 1
41.680, 41.14, N/A, , 3.308, 1
41.700, 41.11, N/A, , 3.308, 1
41.720, 40.97, N/A, , 3.308, 1
41.740, 41.12, N/A, , 3.308, 1
41.760, 41.12, N/A, , 3.308, 1
41.780, 41.15, N/A, , 3.308, 1
41.800, 41.13, N/A, , 3.308, 1
41.820, 41.16, N/A, , 3.308, 1
41.840, 41.15, N/A, , 3.308, 1
41.860, 41.13, N/A, , 3.308, 1
41.880, 41.12, N/A, , 3.308, 1
41.900, 41.13, N/A, , 3.308, 1
41.920, 41.12, N/A, , 3.308, 1
41.940, 41.14, N/A, , 3.308, 1
41.960, 41.14, N/A, , 3.308, 1
41.980, 41.13, N/A, , 3.308, 1
42.000, 41.13, N/A, , 3.308, 1
42.020, 41.12, N/A, , 3.308, 1
42.040, 41.10, N/A, , 3.308, 1
42.060, 41.09, N/A, , 3.308, 1
42.080, 41.07, N/A, , 3.308, 1
42.100, 41.09, N/A, , 3.308, 1
42.120, 41.10, N/A, , 3.308, 1
42.140, 41.09, N/A, , 3.308, 1
42.160, 41.08, N/A, , 3.308, 1
42.180, 41.09, N/A, , 3.308, 1
42.200, 41.08, N/A, , 3.308, 1
42.220, 41.06, N/A, , 3.308, 1
42.240, 41.08, N/A, , 3.308, 1
42.260, 41.08, N/A, , 3.308, 1
42.280, 41.04, N/A, , 3.308, 1
42.300, 41.08, N/A, , 3.308, 1
42.320, 41.08, N/A, , 3.308, 1
42.340, 41.09, N/A, , 3.308, 1
42.360, 41.09, N/A, , 3.308, 1
42.380, 41.06, N/A, , 3.308, 1
42.400, 41.07, N/A, , 3.308, 1
42.420, 41.04, N/A, , 3.308, 1
42.440, 41.06, N/A, , 3.308, 1
42.460, 41.07, N/A, , 3.308, 1
42.480, 41.05, N/A, , 3.308, 1
42.500, 41.07, N/A, , 3.308, 1
42.520, 41.08, N/A, , 3.308, 1
42.540, 41.05, N/A, , 3.308, 1
42.560, 41.01, N/A, , 3.308, 1
42.580, 41.07, N/A, , 3.308, 1
42.600, 41.06, N/A, , 3.308, 1
42.620, 41.04, N/A, , 3.308, 1
42.640, 41.06, N/A, , 3.308, 1
42.660, 41.03, N/A, , 3.308, 1
42.680, 41.06, N/A, , 3.308, 1
42.700, 41.08, N/A, , 3.308, 1
42.720, 41.04, N/A, , 3.308, 1
42.740, 41.06, N/A, , 3.308, 1
42.760, 41.06, N/A, , 3.308, 1
42.780, 41.03, N/A, , 3.308, 1
42.800, 41.06, N/A, , 3.308, 1
42.820, 41.06, N/A, , 3.308, 1
42.840, 41.03, N/A, , 3.308, 1
42.860, 41.06, N/A, , 3.308, 1
42.880, 41.05, N/A, , 3.308, 1
42.900, 41.05, N/A, , 3.308, 1
42.920, 41.06, N/A, , 3.308, 1
42.940, 41.05, N/A, , 3.308, 1
42.960, 41.04, N/A, , 3.308, 1
42.980, 41.06, N/A, , 3.308, 1
43.000, 41.03, N/A, , 3.308, 1
43.020, 41.03, N/A, , 3.308, 1
43.040, 41.05, N/A, , 3.308, 1
43.060, 41.02, N/A, , 3.308, 1
43.080, 41.03, N/A, , 3.308, 1
43.100, 41.05, N/A, , 3.308, 1
43.120, 41.01, N/A, , 3.308, 1
43.140, 41.05, N/A, , 3.308, 1
43.160, 41.04, N/A, , 3.308, 1
43.180, 41.01, N/A, , 3.308, 1
43.200, 41.03, N/A, , 3.308, 1
43.220, 41.05, N/A, , 3.308, 1
43.240, 41.02, N/A, , 3.308, 1
43.260, 41.05, N/A, , 3.308, 1
43.280, 41.03, N/A, , 3.308, 1
43.300, 41.00, N/A, , 3.308, 1
43.320, 41.03, N/A, , 3.308, 1
43.340, 41.02, N/A, , 3.308, 1
43.360, 41.02, N/A, , 3.308, 1
43.380, 41.03, N/A, , 3.308, 1
43.400, 41.01, N/A, , 3.308, 1
43.420, 41.01, N/A, , 3.308, 1
43.440, 41.04, N/A, , 3.308, 1
43.460, 40.99, N/A, , 3.308, 1
43.480, 41.00, N/A, , 3.308, 1
43.500, 41.02, N/A, , 3.308, 1
43.520, 40.99, N/A, , 3.308, 1
43.540, 40.99, N/A, , 3.308, 1
43.560, 41.01, N/A, , 3.308, 1
43.580, 41.00, N/A, , 3.308, 1
43.600, 41.00, N/A, , 3.308, 1
43.620, 41.00, N/A, , 3.308, 1
43.640, 41.00, N/A, , 3.308, 1
43.660, 40.99, N/A, , 3.308, 1
43.680, 41.01, N/A, , 3.308, 1
43.700, 40.98, N/A, , 3.308, 1
43.720, 41.01, N/A, , 3.308, 1
43.740, 40.98, N/A, , 3.308, 1
43.760, 40.99, N/A, , 3.308, 1
43.780, 41.00, N/A, , 3.308, 1
43.800, 40.98, N/A, , 3.308, 1
43.820, 40.99, N/A, , 3.308, 1
43.840, 40.99, N/A, , 3.308, 1
43.860, 40.97, N/A, , 3.308, 1
43.880, 40.98, N/A, , 3.308, 1
43.900, 41.00, N/A, , 3.308, 1
43.920, 40.97, N/A, , 3.308, 1
43.940, 40.97, N/A, , 3.308, 1
43.960, 40.97, N/A, , 3.308, 1
43.980, 40.97, N/A, , 3.308, 1
44.000, 40.97, N/A, , 3.308, 1
44.020, 40.99, N/A, , 3.308, 1
44.040, 40.97, N/A, , 3.308, 1
44.060, 40.99, N/A, , 3.308, 1
44.080, 40.97, N/A, , 3.308, 1
44.100, 40.95, N/A, , 3.308, 1
44.120, 40.97, N/A, , 3.308, 1
44.140, 40.97, N/A, , 3.308, 1
44.160, 40.96, N/A, , 3.308, 1
44.180, 40.97, N/A, , 3.308, 1
44.200, 40.96, N/A, , 3.308, 1
44.220, 40.96, N/A, , 3.308, 1
44.240, 40.98, N/A, , 3.308, 1
44.260, 40.94, N/A, , 3.308, 1
44.280, 40.94, N/A, , 3.308, 1
44.300, 40.96, N/A, , 3.308, 1
44.320, 40.93, N/A, , 3.308, 1
44.340, 40.96, N/A, , 3.308, 1
44.360, 40.97, N/A, , 3.308, 1
44.380, 40.93, N/A, , 3.308, 1
44.400, 40.95, N/A, , 3.308, 1
44.420, 40.96, N/A, , 3.308, 1
44.440, 40.94, N/A, , 3.308, 1
44.460, 40.96, N/A, , 3.308, 1
44.480, 40.96, N/A, , 3.308, 1
44.500, 40.93, N/A, , 3.308, 1
44.520, 40.96, N/A, , 3.308, 1
44.540, 40.95, N/A, , 3.308, 1
44.560, 40.94, N/A, , 3.308, 1
44.580, 40.95, N/A, , 3.308, 1
44.600, 40.94, N/A, , 3.308, 1
44.620, 40.95, N/A, , 3.308, 1
44.640, 40.95, N/A, , 3.308, 1
44.660, 40.94, N/A, , 3.308, 1
44.680, 40.91, N/A, , 3.308, 1
44.700, 40.92, N/A, , 3.308, 1
44.720, 40.92, N/A, , 3.308, 1
44.740, 40.92, N/A, , 3.308, 1
44.760, 40.95, N/A, , 3.308, 1
44.780, 40.92, N/A, , 3.308, 1
44.800, 40.92, N/A, , 3.308, 1
44.820, 40.94, N/A, , 3.308, 1
44.840, 40.93, N/A, , 3.308, 1
44.860, 40.91, N/A, , 3.308, 1
44.880, 40.93, N/A, , 3.308, 1
44.900, 40.90, N/A, , 3.308, 1
44.920, 40.91, N/A, , 3.308, 1
44.940, 40.91, N/A, , 3.308, 1
44.960, 40.90, N/A, , 3.308, 1
44.980, 40.90, N/A, , 3.308, 1
45.000, 40.92, N/A, , 3.308, 1
45.020, 40.90, N/A, , 3.308, 1
45.040, 40.92, N/A, , 3.308, 1
45.060, 40.91, N/A, , 3.308, 1
45.080, 40.90, N/A, , 3.308, 1
45.100, 40.92, N/A, , 3.308, 1
45.120, 40.91, N/A, , 3.308, 1
45.140, 40.89, N/A, , 3.308, 1
45.160, 40.93, N/A, , 3.308, 1
45.180, 40.88, N/A, , 3.308, 1
45.200, 40.88, N/A, , 3.308, 1
45.220, 40.91, N/A, , 3.308, 1
45.240, 40.89, N/A, , 3.308, 1
45.260, 40.90, N/A, , 3.308, 1
45.280, 40.90, N/A, , 3.308, 1
45.300, 40.90, N/A, , 3.308, 1
45.320, 40.89, N/A, , 3.308, 1
45.340, 40.91, N/A, , 3.308, 1
45.360, 40.81, N/A, , 3.308, 1
45.380, 40.90, N/A, , 3.308, 1
45.400, 40.90, N/A, , 3.308, 1
45.420, 40.86, N/A, , 3.308, 1
45.440, 40.90, N/A, , 3.308, 1
45.460, 40.89, N/A, , 3.308, 1
45.480, 40.89, N/A, , 3.308, 1
45.500, 40.89, N/A, , 3.308, 1
45.520, 40.87, N/A, , 3.308, 1
45.540, 40.88, N/A, , 3.308, 1
45.560, 40.89, N/A, , 3.308, 1
45.580, 40.89, N/A, , 3.308, 1
45.600, 40.88, N/A, , 3.308, 1
45.620, 40.90, N/A, , 3.308, 1
45.640, 40.88, N/A, , 3.308, 1
45.660, 40.87, N/A, , 3.308, 1
45.680, 40.88, N/A, , 3.308, 1
45.700, 40.87, N/A, , 3.308, 1
45.720, 40.89, N/A, , 3.308, 1
45.740, 40.88, N/A, , 3.308, 1
45.760, 40.88, N/A, , 3.308, 1
45.780, 40.88, N/A, , 3.308, 1
45.800, 40.88, N/A, , 3.308, 1
45.820, 40.85, N/A, , 3.308, 1
45.840, 40.86, N/A, , 3.308, 1
45.860, 40.88, N/A, , 3.308, 1
45.880, 40.85, N/A, , 3.308, 1
45.900, 40.87, N/A, , 3.308, 1
45.920, 40.87, N/A, , 3.308, 1
45.940, 40.86, N/A, , 3.308, 1
45.960, 40.88, N/A, , 3.308, 1
45.980, 40.86, N/A, , 3.308, 1
46.000, 40.84, N/A, , 3.308, 1
46.020, 40.87, N/A, , 3.308, 1
46.040, 40.84, N/A, , 3.308, 1
46.060, 40.83, N/A, , 3.308, 1
46.080, 40.87, N/A, , 3.308, 1
46.100, 40.84, N/A, , 3.308, 1
46.120, 40.84, N/A, , 3.308, 1
46.140, 40.87, N/A, , 3.308, 1
46.160, 40.83, N/A, , 3.308, 1
46.180, 40.84, N/A, , 3.308, 1
46.200, 40.87, N/A, , 3.308, 1
46.220, 40.84, N/A, , 3.308, 1
46.240, 40.85, N/A, , 3.308, 1
46.260, 40.84, N/A, , 3.308, 1
46.280, 40.83, N/A, , 3.308, 1
46.300, 40.84, N/A, , 3.308, 1
46.320, 40.84, N/A, , 3.308, 1
46.340, 40.85, N/A, , 3.308, 1
46.360, 40.86, N/A, , 3.308, 1
46.380, 40.84, N/A, , 3.308, 1
46.400, 40.83, N/A, , 3.308, 1
46.420, 40.83, N/A, , 3.308, 1
46.440, 40.74, N/A, , 3.308, 1
46.460, 40.80, N/A, , 3.308, 1
46.480, 40.86, N/A, , 3.308, 1
46.500, 40.80, N/A, , 3.308, 1
46.520, 40.79, N/A, , 3.308, 1
46.540, 40.83, N/A, , 3.308, 1
46.560, 40.81, N/A, , 3.308, 1
46.580, 40.83, N/A, , 3.308, 1
46.600, 40.81, N/A, , 3.308, 1
46.620, 40.81, N/A, , 3.308, 1
46.640, 40.84, N/A, , 3.308, 1
46.660, 40.83, N/A, , 3.308, 1
46.680, 40.80, N/A, , 3.308, 1
46.700, 40.83, N/A, , 3.308, 1
46.720, 40.83, N/A, , 3.308, 1
46.740, 40.82, N/A, , 3.308, 1
46.760, 40.82, N/A, , 3.308, 1
46.780, 40.84, N/A, , 3.308, 1
46.800, 40.82, N/A, , 3.308, 1
46.820, 40.82, N/A, , 3.308, 1
46.840, 40.82, N/A, , 3.308, 1
46.860, 40.80, N/A, , 3.308, 1
46.880, 40.80, N/A, , 3.308, 1
46.900, 39.99, N/A, , 3.308, 1
46.920, 39.80, N/A, , 3.308, 1
46.940, 40.23, N/A, , 3.308, 1
46.960, 40.78, N/A, , 3.308, 1
46.980, 40.74, N/A, , 3.308, 1
47.000, 40.78, N/A, , 3.308, 1
47.020, 40.74, N/A, , 3.308, 1
47.040, 40.77, N/A, , 3.308, 1
47.060, 40.78, N/A, , 3.308, 1
47.080, 40.78, N/A, , 3.308, 1
47.100, 40.73, N/A, , 3.308, 1
47.120, 40.82, N/A, , 3.308, 1
47.140, 40.73, N/A, , 3.308, 1
47.160, 40.77, N/A, , 3.308, 1
47.180, 40.77, N/A, , 3.308, 1
47.200, 40.78, N/A, , 3.308, 1
47.220, 40.81, N/A, , 3.308, 1
47.240, 40.76, N/A, , 3.308, 1
47.260, 40.78, N/A, , 3.308, 1
47.280, 40.81, N/A, , 3.308, 1
47.300, 40.79, N/A, , 3.308, 1
47.320, 40.79, N/A, , 3.308, 1
47.340, 40.79, N/A, , 3.308, 1
47.360, 40.80, N/A, , 3.308, 1
47.380, 40.77, N/A, , 3.308, 1
47.400, 40.80, N/A, , 3.308, 1
47.420, 40.78, N/A, , 3.308, 1
47.440, 40.79, N/A, , 3.308, 1
47.460, 40.81, N/A, , 3.308, 1
47.480, 40.79, N/A, , 3.308, 1
47.500, 40.79, N/A, , 3.308, 1
47.520, 40.80, N/A, , 3.308, 1
47.540, 40.78, N/A, , 3.308, 1
47.560, 40.78, N/A, , 3.308, 1
47.580, 40.80, N/A, , 3.308, 1
47.600, 40.77, N/A, , 3.308, 1
47.620, 40.78, N/A, , 3.308, 1
47.640, 40.80, N/A, , 3.308, 1
47.660, 40.75, N/A, , 3.308, 1
47.680, 40.80, N/A, , 3.308, 1
47.700, 40.80, N/A, , 3.308, 1
47.720, 40.76, N/A, , 3.308, 1
47.740, 40.78, N/A, , 3.308, 1
47.760, 40.78, N/A, , 3.308, 1
47.780, 40.77, N/A, , 3.308, 1
47.800, 40.80, N/A, , 3.308, 1
47.820, 40.79, N/A, , 3.308, 1
47.840, 40.77, N/A, , 3.308, 1
47.860, 40.78, N/A, , 3.308, 1
47.880, 40.78, N/A, , 3.308, 1
47.900, 40.77, N/A, , 3.308, 1
47.920, 40.79, N/A, , 3.308, 1
47.940, 40.77, N/A, , 3.308, 1
47.960, 40.77, N/A, , 3.308, 1
47.980, 40.77, N/A, , 3.308, 1
48.000, 40.77, N/A, , 3.308, 1
48.020, 40.76, N/A, , 3.308, 1
48.040, 40.78, N/A, , 3.308, 1
48.060, 40.77, N/A, , 3.308, 1
48.080, 40.75, N/A, , 3.308, 1
48.100, 40.78, N/A, , 3.308, 1
48.120, 40.77, N/A, , 3.308, 1
48.140, 40.77, N/A, , 3.308, 1
48.160, 40.79, N/A, , 3.308, 1
48.180, 40.77, N/A, , 3.308, 1
48.200, 40.77, N/A, , 3.308, 1
48.220, 40.77, N/A, , 3.308, 1
48.240, 40.76, N/A, , 3.308, 1
48.260, 40.76, N/A, , 3.308, 1
48.280, 40.76, N/A, , 3.308, 1
48.300, 40.76, N/A, , 3.308, 1
48.320, 40.77, N/A, , 3.308, 1
48.340, 40.76, N/A, , 3.308, 1
48.360, 40.76, N/A, , 3.308, 1
48.380, 40.76, N/A, , 3.308, 1
48.400, 40.77, N/A, , 3.308, 1
48.420, 40.76, N/A, , 3.308, 1
48.440, 40.77, N/A, , 3.308, 1
48.460, 40.75, N/A, , 3.308, 1
48.480, 40.75, N/A, , 3.308, 1
48.500, 40.75, N/A, , 3.308, 1
48.520, 40.76, N/A, , 3.308, 1
48.540, 40.76, N/A, , 3.308, 1
48.560, 40.74, N/A, , 3.308, 1
48.580, 40.76, N/A, , 3.308, 1
48.600, 40.76, N/A, , 3.308, 1
48.620, 40.73, N/A, , 3.308, 1
48.640, 40.75, N/A, , 3.308, 1
48.660, 40.76, N/A, , 3.308, 1
48.680, 40.73, N/A, , 3.308, 1
48.700, 40.74, N/A, , 3.308, 1
48.720, 40.74, N/A, , 3.308, 1
48.740, 40.75, N/A, , 3.308, 1
48.760, 40.74, N/A, , 3.308, 1
48.780, 40.76, N/A, , 3.308, 1
48.800, 40.75, N/A, , 3.308, 1
48.820, 40.72, N/A, , 3.308, 1
48.840, 40.75, N/A, , 3.308, 1
48.860, 40.73, N/A, , 3.308, 1
48.880, 40.73, N/A, , 3.308, 1
48.900, 40.76, N/A, , 3.308, 1
48.920, 40.73, N/A, , 3.308, 1
48.940, 40.73, N/A, , 3.308, 1
48.960, 40.75, N/A, , 3.308, 1
48.980, 40.74, N/A, , 3.308, 1
49.000, 40.73, N/A, , 3.308, 1
49.020, 40.74, N/A, , 3.308, 1
49.040, 40.73, N/A, , 3.308, 1
49.060, 40.74, N/A, , 3.308, 1
49.080, 40.74, N/A, , 3.308, 1
49.100, 40.75, N/A, , 3.308, 1
