

Time (sec), Load (N), Stress (KPa), Strain (mm), Position (mm), Cycle
4.160, 3.04, N/A, , 0.332, 1
4.180, 3.08, N/A, , 0.334, 1
4.200, 3.07, N/A, , 0.334, 1
4.220, 3.08, N/A, , 0.336, 1
4.240, 3.09, N/A, , 0.337, 1
4.260, 3.10, N/A, , 0.339, 1
4.280, 3.13, N/A, , 0.341, 1
4.300, 3.16, N/A, , 0.343, 1
4.320, 3.16, N/A, , 0.345, 1
4.340, 3.20, N/A, , 0.346, 1
4.360, 3.20, N/A, , 0.347, 1
4.380, 3.20, N/A, , 0.349, 1
4.400, 3.26, N/A, , 0.351, 1
4.420, 3.25, N/A, , 0.353, 1
4.440, 3.25, N/A, , 0.354, 1
4.460, 3.31, N/A, , 0.356, 1
4.480, 3.29, N/A, , 0.357, 1
4.500, 3.31, N/A, , 0.358, 1
4.520, 3.33, N/A, , 0.361, 1
4.540, 3.35, N/A, , 0.363, 1
4.560, 3.39, N/A, , 0.365, 1
4.580, 3.42, N/A, , 0.367, 1
4.600, 3.41, N/A, , 0.368, 1
4.620, 3.42, N/A, , 0.369, 1
4.640, 3.47, N/A, , 0.372, 1
4.660, 3.47, N/A, , 0.374, 1
4.680, 3.49, N/A, , 0.375, 1
4.700, 3.50, N/A, , 0.376, 1
4.720, 3.52, N/A, , 0.378, 1
4.740, 3.54, N/A, , 0.379, 1
4.760, 3.53, N/A, , 0.380, 1
4.780, 3.55, N/A, , 0.382, 1
4.800, 3.57, N/A, , 0.384, 1
4.820, 3.61, N/A, , 0.387, 1
4.840, 3.59, N/A, , 0.388, 1
4.860, 3.65, N/A, , 0.390, 1
4.880, 3.65, N/A, , 0.392, 1
4.900, 3.66, N/A, , 0.393, 1
4.920, 3.70, N/A, , 0.394, 1
4.940, 3.70, N/A, , 0.397, 1
4.960, 3.72, N/A, , 0.398, 1
4.980, 3.77, N/A, , 0.399, 1
5.000, 3.75, N/A, , 0.402, 1
5.020, 3.78, N/A, , 0.403, 1
5.040, 3.80, N/A, , 0.404, 1
5.060, 3.82, N/A, , 0.406, 1
5.080, 3.85, N/A, , 0.409, 1
5.100, 3.88, N/A, , 0.410, 1
5.120, 3.87, N/A, , 0.411, 1
5.140, 3.90, N/A, , 0.414, 1
5.160, 3.93, N/A, , 0.416, 1
5.180, 3.93, N/A, , 0.417, 1
5.200, 3.96, N/A, , 0.418, 1
5.220, 3.95, N/A, , 0.419, 1
5.240, 3.96, N/A, , 0.422, 1
5.260, 3.99, N/A, , 0.423, 1
5.280, 3.99, N/A, , 0.424, 1
5.300, 4.01, N/A, , 0.426, 1
5.320, 4.04, N/A, , 0.427, 1
5.340, 4.05, N/A, , 0.429, 1
5.360, 4.08, N/A, , 0.431, 1
5.380, 4.12, N/A, , 0.432, 1
5.400, 4.11, N/A, , 0.434, 1
5.420, 4.13, N/A, , 0.436, 1
5.440, 4.15, N/A, , 0.438, 1
5.460, 4.17, N/A, , 0.440, 1
5.480, 4.19, N/A, , 0.441, 1
5.500, 4.22, N/A, , 0.442, 1
5.520, 4.21, N/A, , 0.444, 1
5.540, 4.25, N/A, , 0.445, 1
5.560, 4.27, N/A, , 0.447, 1
5.580, 4.27, N/A, , 0.449, 1
5.600, 4.32, N/A, , 0.451, 1
5.620, 4.30, N/A, , 0.452, 1
5.640, 4.31, N/A, , 0.454, 1
5.660, 4.37, N/A, , 0.456, 1
5.680, 4.37, N/A, , 0.457, 1
5.700, 4.37, N/A, , 0.459, 1
5.720, 4.42, N/A, , 0.461, 1
5.740, 4.44, N/A, , 0.463, 1
5.760, 4.44, N/A, , 0.464, 1
5.780, 4.48, N/A, , 0.466, 1
5.800, 4.46, N/A, , 0.467, 1
5.820, 4.48, N/A, , 0.468, 1
5.840, 4.51, N/A, , 0.470, 1
5.860, 4.52, N/A, , 0.472, 1
5.880, 4.55, N/A, , 0.475, 1
5.900, 4.59, N/A, , 0.477, 1
5.920, 4.57, N/A, , 0.479, 1
5.940, 4.61, N/A, , 0.479, 1
5.960, 4.61, N/A, , 0.481, 1
5.980, 4.63, N/A, , 0.483, 1
6.000, 4.67, N/A, , 0.485, 1
6.020, 4.68, N/A, , 0.486, 1
6.040, 4.67, N/A, , 0.488, 1
6.060, 4.72, N/A, , 0.489, 1
6.080, 4.72, N/A, , 0.490, 1
6.100, 4.71, N/A, , 0.492, 1
6.120, 4.78, N/A, , 0.495, 1
6.140, 4.79, N/A, , 0.497, 1
6.160, 4.80, N/A, , 0.499, 1
6.180, 4.84, N/A, , 0.501, 1
6.200, 4.84, N/A, , 0.501, 1
6.220, 4.85, N/A, , 0.503, 1
6.240, 4.88, N/A, , 0.505, 1
6.260, 4.88, N/A, , 0.507, 1
6.280, 4.91, N/A, , 0.508, 1
6.300, 4.92, N/A, , 0.509, 1
6.320, 4.92, N/A, , 0.511, 1
6.340, 4.94, N/A, , 0.512, 1
6.360, 4.95, N/A, , 0.514, 1
6.380, 4.97, N/A, , 0.516, 1
6.400, 5.02, N/A, , 0.518, 1
6.420, 5.02, N/A, , 0.520, 1
6.440, 5.03, N/A, , 0.521, 1
6.460, 5.07, N/A, , 0.523, 1
6.480, 5.08, N/A, , 0.525, 1
6.500, 5.07, N/A, , 0.526, 1
6.520, 5.14, N/A, , 0.528, 1
6.540, 5.11, N/A, , 0.529, 1
6.560, 5.14, N/A, , 0.530, 1
6.580, 5.16, N/A, , 0.532, 1
6.600, 5.17, N/A, , 0.534, 1
6.620, 5.18, N/A, , 0.535, 1
6.640, 5.21, N/A, , 0.537, 1
6.660, 5.22, N/A, , 0.539, 1
6.680, 5.26, N/A, , 0.542, 1
6.700, 5.28, N/A, , 0.543, 1
6.720, 5.25, N/A, , 0.544, 1
6.740, 5.30, N/A, , 0.546, 1
6.760, 5.32, N/A, , 0.548, 1
6.780, 5.32, N/A, , 0.550, 1
6.800, 5.37, N/A, , 0.552, 1
6.820, 5.36, N/A, , 0.552, 1
6.840, 5.36, N/A, , 0.554, 1
6.860, 5.41, N/A, , 0.556, 1
6.880, 5.40, N/A, , 0.557, 1
6.900, 5.40, N/A, , 0.559, 1
6.920, 5.44, N/A, , 0.561, 1
6.940, 5.45, N/A, , 0.562, 1
6.960, 5.45, N/A, , 0.563, 1
6.980, 5.49, N/A, , 0.566, 1
7.000, 5.50, N/A, , 0.568, 1
7.020, 5.51, N/A, , 0.568, 1
7.040, 5.55, N/A, , 0.570, 1
7.060, 5.55, N/A, , 0.573, 1
7.080, 5.56, N/A, , 0.574, 1
7.100, 5.60, N/A, , 0.575, 1
7.120, 5.57, N/A, , 0.577, 1
7.140, 5.62, N/A, , 0.578, 1
7.160, 5.65, N/A, , 0.580, 1
7.180, 5.64, N/A, , 0.582, 1
7.200, 5.68, N/A, , 0.585, 1
7.220, 5.72, N/A, , 0.587, 1
7.240, 5.70, N/A, , 0.588, 1
7.260, 5.73, N/A, , 0.590, 1
7.280, 5.76, N/A, , 0.592, 1
7.300, 5.76, N/A, , 0.594, 1
7.320, 5.79, N/A, , 0.595, 1
7.340, 5.80, N/A, , 0.596, 1
7.360, 5.79, N/A, , 0.598, 1
7.380, 5.83, N/A, , 0.600, 1
7.400, 5.83, N/A, , 0.600, 1
7.420, 5.84, N/A, , 0.603, 1
7.440, 5.88, N/A, , 0.603, 1
7.460, 5.87, N/A, , 0.605, 1
7.480, 5.90, N/A, , 0.607, 1
7.500, 5.94, N/A, , 0.610, 1
7.520, 5.94, N/A, , 0.612, 1
7.540, 5.98, N/A, , 0.613, 1
7.560, 6.00, N/A, , 0.615, 1
7.580, 6.00, N/A, , 0.617, 1
7.600, 6.04, N/A, , 0.618, 1
7.620, 6.02, N/A, , 0.619, 1
7.640, 6.03, N/A, , 0.621, 1
7.660, 6.07, N/A, , 0.622, 1
7.680, 6.06, N/A, , 0.624, 1
7.700, 6.08, N/A, , 0.626, 1
7.720, 6.15, N/A, , 0.628, 1
7.740, 6.13, N/A, , 0.629, 1
7.760, 6.13, N/A, , 0.631, 1
7.780, 6.18, N/A, , 0.633, 1
7.800, 6.21, N/A, , 0.634, 1
7.820, 6.22, N/A, , 0.636, 1
7.840, 6.26, N/A, , 0.638, 1
7.860, 6.28, N/A, , 0.640, 1
7.880, 6.26, N/A, , 0.641, 1
7.900, 6.30, N/A, , 0.642, 1
7.920, 6.29, N/A, , 0.644, 1
7.940, 6.32, N/A, , 0.645, 1
7.960, 6.36, N/A, , 0.647, 1
7.980, 6.37, N/A, , 0.649, 1
8.000, 6.38, N/A, , 0.650, 1
8.020, 6.40, N/A, , 0.652, 1
8.040, 6.43, N/A, , 0.654, 1
8.060, 6.47, N/A, , 0.656, 1
8.080, 6.47, N/A, , 0.657, 1
8.100, 6.46, N/A, , 0.659, 1
8.120, 6.52, N/A, , 0.661, 1
8.140, 6.52, N/A, , 0.663, 1
8.160, 6.53, N/A, , 0.663, 1
8.180, 6.58, N/A, , 0.666, 1
8.200, 6.58, N/A, , 0.667, 1
8.220, 6.59, N/A, , 0.668, 1
8.240, 6.63, N/A, , 0.670, 1
8.260, 6.63, N/A, , 0.673, 1
8.280, 6.67, N/A, , 0.675, 1
8.300, 6.71, N/A, , 0.676, 1
8.320, 6.68, N/A, , 0.678, 1
8.340, 6.73, N/A, , 0.680, 1
8.360, 6.78, N/A, , 0.682, 1
8.380, 6.77, N/A, , 0.684, 1
8.400, 6.79, N/A, , 0.685, 1
8.420, 6.81, N/A, , 0.686, 1
8.440, 6.81, N/A, , 0.688, 1
8.460, 6.84, N/A, , 0.689, 1
8.480, 6.85, N/A, , 0.691, 1
8.500, 6.87, N/A, , 0.692, 1
8.520, 6.90, N/A, , 0.693, 1
8.540, 6.91, N/A, , 0.696, 1
8.560, 6.91, N/A, , 0.697, 1
8.580, 6.94, N/A, , 0.699, 1
8.600, 6.96, N/A, , 0.701, 1
8.620, 6.97, N/A, , 0.703, 1
8.640, 7.04, N/A, , 0.705, 1
8.660, 7.04, N/A, , 0.707, 1
8.680, 7.05, N/A, , 0.707, 1
8.700, 7.07, N/A, , 0.709, 1
8.720, 7.07, N/A, , 0.711, 1
8.740, 7.08, N/A, , 0.712, 1
8.760, 7.12, N/A, , 0.713, 1
8.780, 7.12, N/A, , 0.716, 1
8.800, 7.16, N/A, , 0.718, 1
8.820, 7.17, N/A, , 0.719, 1
8.840, 7.20, N/A, , 0.721, 1
8.860, 7.25, N/A, , 0.723, 1
8.880, 7.24, N/A, , 0.724, 1
8.900, 7.26, N/A, , 0.726, 1
8.920, 7.32, N/A, , 0.729, 1
8.940, 7.32, N/A, , 0.730, 1
8.960, 7.33, N/A, , 0.731, 1
8.980, 7.36, N/A, , 0.733, 1
9.000, 7.36, N/A, , 0.734, 1
9.020, 7.34, N/A, , 0.735, 1
9.040, 7.42, N/A, , 0.737, 1
9.060, 7.43, N/A, , 0.739, 1
9.080, 7.41, N/A, , 0.740, 1
9.100, 7.48, N/A, , 0.743, 1
9.120, 7.50, N/A, , 0.745, 1
9.140, 7.46, N/A, , 0.747, 1
9.160, 7.54, N/A, , 0.749, 1
9.180, 7.49, N/A, , 0.750, 1
9.200, 7.55, N/A, , 0.751, 1
9.220, 7.60, N/A, , 0.753, 1
9.240, 7.60, N/A, , 0.755, 1
9.260, 7.64, N/A, , 0.756, 1
9.280, 7.65, N/A, , 0.757, 1
9.300, 7.65, N/A, , 0.759, 1
9.320, 7.71, N/A, , 0.761, 1
9.340, 7.70, N/A, , 0.764, 1
9.360, 7.73, N/A, , 0.765, 1
9.380, 7.79, N/A, , 0.767, 1
9.400, 7.79, N/A, , 0.768, 1
9.420, 7.77, N/A, , 0.770, 1
9.440, 7.83, N/A, , 0.772, 1
9.460, 7.83, N/A, , 0.773, 1
9.480, 7.84, N/A, , 0.774, 1
9.500, 7.87, N/A, , 0.776, 1
9.520, 7.88, N/A, , 0.777, 1
9.540, 7.90, N/A, , 0.779, 1
9.560, 7.93, N/A, , 0.781, 1
9.580, 7.92, N/A, , 0.783, 1
9.600, 7.96, N/A, , 0.783, 1
9.620, 7.97, N/A, , 0.785, 1
9.640, 7.99, N/A, , 0.788, 1
9.660, 8.03, N/A, , 0.789, 1
9.680, 8.03, N/A, , 0.790, 1
9.700, 8.04, N/A, , 0.793, 1
9.720, 8.12, N/A, , 0.795, 1
9.740, 8.12, N/A, , 0.796, 1
9.760, 8.12, N/A, , 0.797, 1
9.780, 8.15, N/A, , 0.799, 1
9.800, 8.16, N/A, , 0.800, 1
9.820, 8.16, N/A, , 0.802, 1
9.840, 8.22, N/A, , 0.804, 1
9.860, 8.24, N/A, , 0.806, 1
9.880, 8.24, N/A, , 0.807, 1
9.900, 8.29, N/A, , 0.809, 1
9.920, 8.31, N/A, , 0.811, 1
9.940, 8.32, N/A, , 0.812, 1
9.960, 8.34, N/A, , 0.814, 1
9.980, 8.33, N/A, , 0.816, 1
10.000, 8.39, N/A, , 0.818, 1
10.020, 8.38, N/A, , 0.819, 1
10.040, 8.38, N/A, , 0.821, 1
10.060, 8.44, N/A, , 0.822, 1
10.080, 8.44, N/A, , 0.823, 1
10.100, 8.44, N/A, , 0.826, 1
10.120, 8.50, N/A, , 0.827, 1
10.140, 8.51, N/A, , 0.829, 1
10.160, 8.52, N/A, , 0.831, 1
10.180, 8.57, N/A, , 0.833, 1
10.200, 8.57, N/A, , 0.834, 1
10.220, 8.56, N/A, , 0.836, 1
10.240, 8.61, N/A, , 0.838, 1
10.260, 8.63, N/A, , 0.840, 1
10.280, 8.65, N/A, , 0.840, 1
10.300, 8.67, N/A, , 0.843, 1
10.320, 8.69, N/A, , 0.844, 1
10.340, 8.70, N/A, , 0.845, 1
10.360, 8.74, N/A, , 0.847, 1
10.380, 8.73, N/A, , 0.849, 1
10.400, 8.77, N/A, , 0.851, 1
10.420, 8.79, N/A, , 0.852, 1
10.440, 8.81, N/A, , 0.855, 1
10.460, 8.83, N/A, , 0.856, 1
10.480, 8.86, N/A, , 0.857, 1
10.500, 8.86, N/A, , 0.860, 1
10.520, 8.90, N/A, , 0.862, 1
10.540, 8.90, N/A, , 0.863, 1
10.560, 8.90, N/A, , 0.865, 1
10.580, 8.98, N/A, , 0.866, 1
10.600, 8.98, N/A, , 0.867, 1
10.620, 8.95, N/A, , 0.868, 1
10.640, 9.00, N/A, , 0.871, 1
10.660, 9.02, N/A, , 0.872, 1
10.680, 9.02, N/A, , 0.874, 1
10.700, 9.09, N/A, , 0.876, 1
10.720, 9.09, N/A, , 0.878, 1
10.740, 9.10, N/A, , 0.879, 1
10.760, 9.14, N/A, , 0.881, 1
10.780, 9.14, N/A, , 0.884, 1
10.800, 9.16, N/A, , 0.885, 1
10.820, 9.18, N/A, , 0.886, 1
10.840, 9.19, N/A, , 0.888, 1
10.860, 9.22, N/A, , 0.889, 1
10.880, 9.24, N/A, , 0.891, 1
10.900, 9.23, N/A, , 0.893, 1
10.920, 9.31, N/A, , 0.895, 1
10.940, 9.32, N/A, , 0.897, 1
10.960, 9.31, N/A, , 0.898, 1
10.980, 9.35, N/A, , 0.900, 1
11.000, 9.38, N/A, , 0.902, 1
11.020, 9.40, N/A, , 0.904, 1
11.040, 9.42, N/A, , 0.906, 1
11.060, 9.43, N/A, , 0.906, 1
11.080, 9.43, N/A, , 0.908, 1
11.100, 9.47, N/A, , 0.910, 1
11.120, 9.46, N/A, , 0.911, 1
11.140, 9.47, N/A, , 0.913, 1
11.160, 9.53, N/A, , 0.915, 1
11.180, 9.53, N/A, , 0.916, 1
11.200, 9.53, N/A, , 0.917, 1
11.220, 9.57, N/A, , 0.919, 1
11.240, 9.60, N/A, , 0.921, 1
11.260, 9.62, N/A, , 0.922, 1
11.280, 9.63, N/A, , 0.924, 1
11.300, 9.64, N/A, , 0.926, 1
11.320, 9.67, N/A, , 0.928, 1
11.340, 9.71, N/A, , 0.929, 1
11.360, 9.69, N/A, , 0.931, 1
11.380, 9.72, N/A, , 0.932, 1
11.400, 9.76, N/A, , 0.933, 1
11.420, 9.73, N/A, , 0.935, 1
11.440, 9.80, N/A, , 0.937, 1
11.460, 9.82, N/A, , 0.940, 1
11.480, 9.84, N/A, , 0.942, 1
11.500, 9.85, N/A, , 0.943, 1
11.520, 9.88, N/A, , 0.945, 1
11.540, 9.88, N/A, , 0.946, 1
11.560, 9.93, N/A, , 0.948, 1
11.580, 9.97, N/A, , 0.950, 1
11.600, 9.96, N/A, , 0.951, 1
11.620, 10.01, N/A, , 0.953, 1
11.640, 9.99, N/A, , 0.955, 1
11.660, 10.02, N/A, , 0.956, 1
11.680, 10.05, N/A, , 0.957, 1
11.700, 10.04, N/A, , 0.959, 1
11.720, 10.09, N/A, , 0.961, 1
11.740, 10.13, N/A, , 0.962, 1
11.760, 10.10, N/A, , 0.964, 1
11.780, 10.17, N/A, , 0.967, 1
11.800, 10.21, N/A, , 0.969, 1
11.820, 10.19, N/A, , 0.970, 1
11.840, 10.24, N/A, , 0.972, 1
11.860, 10.27, N/A, , 0.973, 1
11.880, 10.24, N/A, , 0.974, 1
11.900, 10.30, N/A, , 0.977, 1
11.920, 10.34, N/A, , 0.979, 1
11.940, 10.31, N/A, , 0.980, 1
11.960, 10.37, N/A, , 0.981, 1
11.980, 10.38, N/A, , 0.984, 1
12.000, 10.39, N/A, , 0.986, 1
12.020, 10.44, N/A, , 0.987, 1
12.040, 10.41, N/A, , 0.989, 1
12.060, 10.47, N/A, , 0.991, 1
12.080, 10.51, N/A, , 0.993, 1
12.100, 10.50, N/A, , 0.995, 1
12.120, 10.55, N/A, , 0.995, 1
12.140, 10.57, N/A, , 0.997, 1
12.160, 10.57, N/A, , 0.999, 1
12.180, 10.58, N/A, , 0.999, 1
12.200, 10.62, N/A, , 1.001, 1
12.220, 10.59, N/A, , 1.002, 1
12.240, 10.63, N/A, , 1.004, 1
12.260, 10.66, N/A, , 1.006, 1
12.280, 10.68, N/A, , 1.008, 1
12.300, 10.73, N/A, , 1.010, 1
12.320, 10.74, N/A, , 1.011, 1
12.340, 10.71, N/A, , 1.013, 1
12.360, 10.79, N/A, , 1.015, 1
12.380, 10.78, N/A, , 1.017, 1
12.400, 10.81, N/A, , 1.018, 1
12.420, 10.84, N/A, , 1.019, 1
12.440, 10.84, N/A, , 1.021, 1
12.460, 10.87, N/A, , 1.022, 1
12.480, 10.86, N/A, , 1.023, 1
12.500, 10.89, N/A, , 1.026, 1
12.520, 10.95, N/A, , 1.028, 1
12.540, 10.96, N/A, , 1.029, 1
12.560, 10.97, N/A, , 1.031, 1
12.580, 11.02, N/A, , 1.033, 1
12.600, 11.05, N/A, , 1.034, 1
12.620, 11.02, N/A, , 1.036, 1
